iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species
Polygonia satyrus,56644,Polygonia satyrus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Polygonia,Polygonia satyrus
Polygonum aviculare,78678,Polygonum aviculare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,Polygonum aviculare
Polymastia pachymastia,117717,Polymastia pachymastia,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Polymastiida,,,,Polymastiidae,,,Polymastia,Polymastia pachymastia
Polyneura latissima,339014,Polyneura latissima,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Delesseriaceae,,,Polyneura,Polyneura latissima
Polypodium glycyrrhiza,55104,Polypodium glycyrrhiza,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,Polypodium glycyrrhiza
Polysiphonia hendryi,117819,Polysiphonia hendryi,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Rhodomelaceae,,Polysiphonieae,Polysiphonia,Polysiphonia hendryi
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,Polystichum munitum
Polytrichum juniperinum,68286,Polytrichum juniperinum,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,Polytrichum juniperinum
Porcellio scaber,122238,Porcellio scaber,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,Holoverticata,,Porcellionidae,,,Porcellio,Porcellio scaber
Porella cordaeana,67839,Porella cordaeana,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Porellales,,,,Porellaceae,,,Porella,Porella cordaeana
Porichthys notatus,60021,Porichthys notatus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Batrachoidiformes,,,,Batrachoididae,Porichthyinae,,Porichthys,Porichthys notatus
Porphyra,123633,Porphyra,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,,Bangiaceae,,,Porphyra,
Prasiola meridionalis,429864,Prasiola meridionalis,Plantae,Chlorophyta,,,Trebouxiophyceae,,,Prasiolales,,,,Prasiolaceae,,,Prasiola,Prasiola meridionalis
Primavelans insculpta,429861,Primavelans insculpta,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Schizoporelloidea,Pacificincolidae,,,Primavelans,Primavelans insculpta
Prionitis lanceolata,117820,Prionitis lanceolata,Plantae,Rhodophyta,,,Florideophyceae,,,Halymeniales,,,,Halymeniaceae,,,Prionitis,Prionitis lanceolata
Prionitis sternbergii,347988,Prionitis sternbergii,Plantae,Rhodophyta,,,Florideophyceae,,,Halymeniales,,,,Halymeniaceae,,,Prionitis,Prionitis sternbergii
Procyon lotor,41663,Procyon lotor,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Procyonidae,,,Procyon,Procyon lotor
Progne subis,11867,Progne subis,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Hirundinidae,,,Progne,Progne subis
Protula pacifica,538108,Protula pacifica,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Protula,Protula pacifica
Prunella vulgaris,52764,Prunella vulgaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Prunella,Prunella vulgaris
Prunus emarginata,63905,Prunus emarginata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,Prunus emarginata
Psaltriparus minimus,7266,Psaltriparus minimus,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Aegithalidae,,,Psaltriparus,Psaltriparus minimus
Pseudacris regilla,24259,Pseudacris regilla,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,,Hylidae,Acridinae,,Pseudacris,Pseudacris regilla
Pseudisothecium stoloniferum,1262643,Pseudisothecium stoloniferum,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Lembophyllaceae,,,Pseudisothecium,Pseudisothecium stoloniferum
Pseudochironomus,492986,Pseudochironomus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,,,Pseudochironomus,
Pseudochitinopoma occidentalis,538107,Pseudochitinopoma occidentalis,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Pseudochitinopoma,Pseudochitinopoma occidentalis
Pseudotsuga menziesii menziesii,63910,Pseudotsuga menziesii menziesii,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pseudotsuga,Pseudotsuga menziesii
Psolus chitonoides,473064,Psolus chitonoides,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Psolidae,,,Psolus,Psolus chitonoides
Psyllobora,54467,Psyllobora,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Halyziini,Psyllobora,
Pteraster tesselatus,194701,Pteraster tesselatus,Animalia,Echinodermata,Asterozoa,,Asteroidea,,,Velatida,,,,Pterasteridae,,,Pteraster,Pteraster tesselatus
Pteridium aquilinum,52681,Pteridium aquilinum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Dennstaedtiineae,,,Dennstaedtiaceae,,,Pteridium,Pteridium aquilinum
Pterochondria woodii,339016,Pterochondria woodii,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Rhodomelaceae,,,Pterochondria,Pterochondria woodii
Pterosiphonia dendroidea,326994,Pterosiphonia dendroidea,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Rhodomelaceae,,,Pterosiphonia,Pterosiphonia dendroidea
Pterygophora californica,124146,Pterygophora californica,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Alariaceae,,,Pterygophora,Pterygophora californica
Ptilosarcus gurneyi,448320,Ptilosarcus gurneyi,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subselliflorae,,,Pennatulidae,,,Ptilosarcus,Ptilosarcus gurneyi
Pugettia gracilis,130344,Pugettia gracilis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Pugettia,Pugettia gracilis
Pugettia producta,49723,Pugettia producta,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Pugettia,Pugettia producta
Pullimosina,329967,Pullimosina,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Sphaeroceroidea,Sphaeroceridae,Limosininae,,Pullimosina,
Pycnoclavella stanleyi,424274,Pycnoclavella stanleyi,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Clavelinidae,,,Pycnoclavella,Pycnoclavella stanleyi
Pycnopodia helianthoides,47673,Pycnopodia helianthoides,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,Pycnopodiinae,,Pycnopodia,Pycnopodia helianthoides
Pyropia abbottiae,1137253,Pyropia abbottiae,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,,Bangiaceae,,,Pyropia,Pyropia abbottiae
Pyropia nereocystis,542165,Pyropia nereocystis,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,,Bangiaceae,,,Pyropia,Pyropia nereocystis
Pyrrharctia isabella,59675,Pyrrharctia isabella,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Pyrrharctia,Pyrrharctia isabella
Pyrus,58736,Pyrus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Pyrus,
Pyura haustor,333504,Pyura haustor,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Pyuridae,,,Pyura,Pyura haustor
Quasitetrastemma nigrifrons,1062669,Quasitetrastemma nigrifrons,Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,,,,Quasitetrastemma,Quasitetrastemma nigrifrons
Quercus garryana,68632,Quercus garryana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Fagaceae,,,Quercus,Quercus garryana
Rachispoda,329970,Rachispoda,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Sphaeroceroidea,Sphaeroceridae,Limosininae,,Rachispoda,
Racomitrium elongatum,167681,Racomitrium elongatum,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,Racomitrium elongatum
Racomitrium heterostichum,167683,Racomitrium heterostichum,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,Racomitrium heterostichum
Ramalina farinacea,54758,Ramalina farinacea,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Ramalinaceae,,,Ramalina,Ramalina farinacea
Ramalina menziesii,49578,Ramalina menziesii,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Ramalinaceae,,,Ramalina,Ramalina menziesii
Rana aurora,25545,Rana aurora,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,,Ranidae,,,Rana,Rana aurora
Ranatra,119346,Ranatra,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Nepomorpha,Nepoidea,Nepidae,Ranatrinae,,Ranatra,
Ranunculus repens,48229,Ranunculus repens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,Ranunculus repens
Ranunculus uncinatus,63898,Ranunculus uncinatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,Ranunculus uncinatus
Regulus calendula,117095,Regulus calendula,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Regulidae,,,Regulus,Regulus calendula
Regulus satrapa,117100,Regulus satrapa,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Regulidae,,,Regulus,Regulus satrapa
Rhabdocalyptus dawsoni,751673,Rhabdocalyptus dawsoni,Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Lyssacinosida,,,,Rossellidae,,,Rhabdocalyptus,Rhabdocalyptus dawsoni
Rhacochilus vacca,111616,Rhacochilus vacca,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Embiotocidae,,,Rhacochilus,Rhacochilus vacca
Rhagio californicus,1099272,Rhagio californicus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,,Rhagionidae,,,Rhagio,Rhagio californicus
Rhamphocottus richardsonii,51881,Rhamphocottus richardsonii,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Rhamphocottidae,,,Rhamphocottus,Rhamphocottus richardsonii
Rhamphomyia,248293,Rhamphomyia,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,Empidoidea,Empididae,Empidinae,Empidini,Rhamphomyia,
Rhinogobiops nicholsii,132521,Rhinogobiops nicholsii,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Gobiidae,Gobiinae,,Rhinogobiops,Rhinogobiops nicholsii
Rhinolithodes wosnessenskii,459660,Rhinolithodes wosnessenskii,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Rhinolithodes,Rhinolithodes wosnessenskii
Rhionaeschna californica,67736,Rhionaeschna californica,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,,Aeshnidae,,,Rhionaeschna,Rhionaeschna californica
Rhionaeschna multicolor,67737,Rhionaeschna multicolor,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,,Aeshnidae,,,Rhionaeschna,Rhionaeschna multicolor
Rhizocaulus verticillatus,127158,Rhizocaulus verticillatus,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Campanulariidae,,,Rhizocaulus,Rhizocaulus verticillatus
Rhizomnium glabrescens,85421,Rhizomnium glabrescens,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Rhizomnium,Rhizomnium glabrescens
Rhodoptilum plumosum,446890,Rhodoptilum plumosum,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Dasyaceae,,,Rhodoptilum,Rhodoptilum plumosum
Rhodymenia californica,133214,Rhodymenia californica,Plantae,Rhodophyta,,,Florideophyceae,,,Rhodymeniales,,,,Rhodymeniaceae,,,Rhodymenia,Rhodymenia californica
Rhytidiadelphus loreus,124422,Rhytidiadelphus loreus,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Rhytidiadelphus,Rhytidiadelphus loreus
Ribes lobbii,78861,Ribes lobbii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,Ribes lobbii
Ribes sanguineum,53435,Ribes sanguineum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,Ribes sanguineum
Ronquilus jordani,230312,Ronquilus jordani,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Bathymasteridae,,,Ronquilus,Ronquilus jordani
Rosa gymnocarpa,53441,Rosa gymnocarpa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Roseae,Rosa,Rosa gymnocarpa
Rosa nutkana,78883,Rosa nutkana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Roseae,Rosa,Rosa nutkana
Rosalia funebris,51866,Rosalia funebris,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Compsocerini,Rosalia,Rosalia funebris
Rubus armeniacus,61317,Rubus armeniacus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus armeniacus
Rubus bifrons,168025,Rubus bifrons,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus bifrons
Rubus laciniatus,78891,Rubus laciniatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus laciniatus
Rubus leucodermis,63960,Rubus leucodermis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus leucodermis
Rubus spectabilis,47543,Rubus spectabilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus spectabilis
Rubus ursinus,53445,Rubus ursinus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus ursinus
Ruditapes philippinarum,343269,Ruditapes philippinarum,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Veneroidea,Veneridae,,,Ruditapes,Ruditapes philippinarum
Rumex acetosella,53195,Rumex acetosella,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,Rumex acetosella
Rumex crispus,53197,Rumex crispus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,Rumex crispus
Rumex obtusifolius,63371,Rumex obtusifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,Rumex obtusifolius
Saccharina latissima,130231,Saccharina latissima,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Laminariaceae,,,Saccharina,Saccharina latissima
Sagina procumbens,55667,Sagina procumbens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sagineae,Sagina,Sagina procumbens
Saldula pallipes,454107,Saldula pallipes,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Leptopodomorpha,Leptopodoidea,Saldidae,,,Saldula,Saldula pallipes
Salicornia depressa,78930,Salicornia depressa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Amaranthaceae,Salicornioideae,Salicornieae,Salicornia,Salicornia depressa
Salix lasiandra,78943,Salix lasiandra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Salicaceae,,,Salix,Salix lasiandra
Salix scouleriana,71076,Salix scouleriana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Salicaceae,,,Salix,Salix scouleriana
Sambucus cerulea,143799,Sambucus cerulea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Viburnaceae,,,Sambucus,Sambucus cerulea
Sambucus racemosa,57824,Sambucus racemosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Viburnaceae,,,Sambucus,Sambucus racemosa
Sanicula crassicaulis,53201,Sanicula crassicaulis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Saniculoideae,Saniculeae,Sanicula,Sanicula crassicaulis
Sarcodiotheca furcata,327100,Sarcodiotheca furcata,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,,Solieriaceae,,,Sarcodiotheca,Sarcodiotheca furcata
Sarcodiotheca gaudichaudii,327099,Sarcodiotheca gaudichaudii,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,,Solieriaceae,,,Sarcodiotheca,Sarcodiotheca gaudichaudii
Sargassum muticum,130177,Sargassum muticum,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,,Sargassaceae,,,Sargassum,Sargassum muticum
Sarsia tubulosa,448319,Sarsia tubulosa,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,,Corynidae,,,Sarsia,Sarsia tubulosa
Saxidomus gigantea,130233,Saxidomus gigantea,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Veneroidea,Veneridae,,,Saxidomus,Saxidomus gigantea
Scabrotrophon maltzani,500269,Scabrotrophon maltzani,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Trophoninae,,Scabrotrophon,Scabrotrophon maltzani
Scaeva pyrastri,52160,Scaeva pyrastri,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,,Syrphidae,Syrphinae,Syrphini,Scaeva,Scaeva pyrastri
Scapania bolanderi,123692,Scapania bolanderi,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,,Scapaniaceae,,,Scapania,Scapania bolanderi
Scatella obsoleta,493854,Scatella obsoleta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Ephydroidea,Ephydridae,Ephydrinae,Scatellini,Scatella,Scatella obsoleta
Scatella paludum,494934,Scatella paludum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Ephydroidea,Ephydridae,Ephydrinae,Scatellini,Scatella,Scatella paludum
Scatella stagnalis,311479,Scatella stagnalis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Ephydroidea,Ephydridae,Ephydrinae,Scatellini,Scatella,Scatella stagnalis
Schizobranchia insignis,339561,Schizobranchia insignis,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Schizobranchia,Schizobranchia insignis
Schizoporella japonica,519486,Schizoporella japonica,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Schizoporelloidea,Schizoporellidae,,,Schizoporella,Schizoporella japonica
Schizoporella unicornis,195985,Schizoporella unicornis,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Schizoporelloidea,Schizoporellidae,,,Schizoporella,Schizoporella unicornis
Schizymenia pacifica,339050,Schizymenia pacifica,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,,Schizymeniaceae,,,Schizymenia,Schizymenia pacifica
Schuchertinia milleri,854771,Schuchertinia milleri,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Hydractiniidae,,,Schuchertinia,Schuchertinia milleri
Schwenckfeldina,1010957,Schwenckfeldina,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,,,Schwenckfeldina,
Sciara,248010,Sciara,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,,,Sciara,
Scirpus microcarpus,59068,Scirpus microcarpus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Scirpeae,Scirpus,Scirpus microcarpus
Scleropodium touretii,67907,Scleropodium touretii,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Scleropodium,Scleropodium touretii
Scoletoma zonata,905634,Scoletoma zonata,Animalia,Annelida,,,Polychaeta,Errantia,,Eunicida,,,,Lumbrineridae,,,Scoletoma,Scoletoma zonata
Scorpaenichthys marmoratus,47638,Scorpaenichthys marmoratus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Scorpaenichthys,Scorpaenichthys marmoratus
Scutellaria lateriflora,79017,Scutellaria lateriflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Scutellarioideae,,Scutellaria,Scutellaria lateriflora
Scymnus caurinus,320410,Scymnus caurinus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Scymninae,Scymnini,Scymnus,Scymnus caurinus
Scyra acutifrons,47712,Scyra acutifrons,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Pisinae,,Scyra,Scyra acutifrons
Scytinium palmatum,532308,Scytinium palmatum,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Collemataceae,,,Scytinium,Scytinium palmatum
Sebastes auriculatus,117541,Sebastes auriculatus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes auriculatus
Sebastes caurinus,68597,Sebastes caurinus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes caurinus
Sebastes emphaeus,64468,Sebastes emphaeus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes emphaeus
Sebastes flavidus,64477,Sebastes flavidus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes flavidus
Sebastes maliger,63386,Sebastes maliger,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes maliger
Sebastes melanops,47760,Sebastes melanops,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes melanops
Sebastes nigrocinctus,230757,Sebastes nigrocinctus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes nigrocinctus
Sebastes ruberrimus,63695,Sebastes ruberrimus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes ruberrimus
Sedum spathulifolium,58886,Sedum spathulifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,Sedum spathulifolium
Segestria pacifica,199807,Segestria pacifica,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Haplogynae,Dysderoidea,Segestriidae,,,Segestria,Segestria pacifica
Selaginella wallacei,63875,Selaginella wallacei,Plantae,Tracheophyta,,,Lycopodiopsida,,,Selaginellales,,,,Selaginellaceae,,,Selaginella,Selaginella wallacei
Selaginopsis,701033,Selaginopsis,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Selaginopsis,
Selasphorus rufus,6363,Selasphorus rufus,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,,Trochilidae,,,Selasphorus,Selasphorus rufus
Semibalanus cariosus,47658,Semibalanus cariosus,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,,Balanoidea,Balanidae,,,Semibalanus,Semibalanus cariosus
Semisuberites cribrosa,194571,Semisuberites cribrosa,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Esperiopsidae,,,Semisuberites,Semisuberites cribrosa
Senecio sylvaticus,53210,Senecio sylvaticus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio sylvaticus
Senecio vulgaris,53211,Senecio vulgaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio vulgaris
Serpula columbiana,131207,Serpula columbiana,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Serpula,Serpula columbiana
