iNaturalist taxon name,iNaturalist taxon ID,Observation count,Collection/List,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Date observed,Description,Place name,Common name,Recorded by,coordinateUncertaintyInMeters
Aurelia labiata,130235,8,PMLS,"{""PMLS:31"":[49.126005,-123.717882],""PMLS:76"":[49.087832,-123.684704],""PMLS:2387"":[49.03,-123.58667],""PMLS:2456"":[49.03,-123.58667],""PMLS:2531"":[49.1287,-123.7029],""PMLS:3349"":[49.03,-123.58667],""iNat:13964489"":[49.04285,-123.608606],""iNat:37150234"":[49.125531,-123.703697]}",Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,,Ulmaridae,Aureliinae,,Aurelia,Aurelia labiata,Aurelia labiata,1970-04-03T14:30:00,,,moon jelly,,
Serpula columbiana,131207,49,PMLS,"{""PMLS:32"":[49.126005,-123.717882],""PMLS:169"":[49.1287,-123.7029],""PMLS:269"":[49.1287,-123.7029],""PMLS:381"":[49.1287,-123.7029],""PMLS:483"":[49.1287,-123.7029],""PMLS:573"":[49.12667,-123.69167],""PMLS:673"":[49.1287,-123.7029],""PMLS:762"":[49.1287,-123.7029],""PMLS:988"":[49.1287,-123.7029],""PMLS:1065"":[49.055777,-123.657959],""PMLS:1176"":[49.04,-123.595],""PMLS:1313"":[49.03,-123.58667],""PMLS:1458"":[49.01667,-123.595],""PMLS:1576"":[49.03,-123.58667],""PMLS:1681"":[49.1287,-123.7029],""PMLS:1791"":[49.03,-123.58667],""PMLS:1890"":[49.03,-123.58667],""PMLS:1998"":[49.03,-123.58667],""PMLS:2080"":[49.03,-123.58667],""PMLS:2172"":[49.01833,-123.59],""PMLS:2291"":[49.03,-123.58667],""PMLS:2390"":[49.03,-123.58667],""PMLS:2459"":[49.03,-123.58667],""PMLS:2535"":[49.1287,-123.7029],""PMLS:2612"":[49.03,-123.58667],""PMLS:2718"":[49.1287,-123.7029],""PMLS:2831"":[49.03,-123.58667],""PMLS:2952"":[49.01833,-123.59],""PMLS:3058"":[49.01833,-123.59],""PMLS:3158"":[49.03,-123.58667],""PMLS:3249"":[49.03,-123.58667],""PMLS:3351"":[49.03,-123.58667],""PMLS:3437"":[49.03,-123.58667],""PMLS:3520"":[49.1287,-123.7029],""PMLS:3618"":[49.02333,-123.585],""PMLS:3696"":[49.03,-123.58667],""PMLS:3789"":[49.1287,-123.7029],""PMLS:3874"":[49.01585,-123.611406],""PMLS:3917"":[49.03,-123.58667],""PMLS:3976"":[49.1287,-123.7029],""PMLS:4049"":[49.03,-123.58667],""PMLS:4175"":[49.1287,-123.7029],""PMLS:4306"":[49.087832,-123.684704],""PMLS:4365"":[49.087832,-123.684704],""PMLS:4386"":[49.087832,-123.684704]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Serpula,Serpula columbiana,Serpula columbiana,1970-04-03T14:30:00,,,red-trumpet calcareous tubeworm,,
Dodecaceria fewkesi,192656,39,PMLS,"{""PMLS:33"":[49.126005,-123.717882],""PMLS:82"":[49.087832,-123.684704],""PMLS:170"":[49.1287,-123.7029],""PMLS:270"":[49.1287,-123.7029],""PMLS:378"":[49.1287,-123.7029],""PMLS:480"":[49.1287,-123.7029],""PMLS:574"":[49.12667,-123.69167],""PMLS:670"":[49.1287,-123.7029],""PMLS:764"":[49.1287,-123.7029],""PMLS:874"":[49.1287,-123.7029],""PMLS:990"":[49.1287,-123.7029],""PMLS:1066"":[49.055777,-123.657959],""PMLS:1177"":[49.04,-123.595],""PMLS:1316"":[49.03,-123.58667],""PMLS:1682"":[49.1287,-123.7029],""PMLS:1792"":[49.03,-123.58667],""PMLS:1891"":[49.03,-123.58667],""PMLS:1999"":[49.03,-123.58667],""PMLS:2174"":[49.01833,-123.59],""PMLS:2293"":[49.03,-123.58667],""PMLS:2393"":[49.03,-123.58667],""PMLS:2536"":[49.1287,-123.7029],""PMLS:2613"":[49.03,-123.58667],""PMLS:2720"":[49.1287,-123.7029],""PMLS:2833"":[49.03,-123.58667],""PMLS:2953"":[49.01833,-123.59],""PMLS:3059"":[49.01833,-123.59],""PMLS:3159"":[49.03,-123.58667],""PMLS:3353"":[49.03,-123.58667],""PMLS:3521"":[49.1287,-123.7029],""PMLS:3619"":[49.02333,-123.585],""PMLS:3697"":[49.03,-123.58667],""PMLS:3790"":[49.1287,-123.7029],""PMLS:3916"":[49.03,-123.58667],""PMLS:3974"":[49.1287,-123.7029],""PMLS:4102"":[49.1287,-123.7029],""PMLS:4209"":[49.1287,-123.7029],""PMLS:4344"":[49.087832,-123.684704]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Dodecaceria,Dodecaceria fewkesi,Dodecaceria fewkesi,1970-04-03T14:30:00,,,fringed filament-worm,,
Schizobranchia insignis,339561,3,PMLS,"{""PMLS:34"":[49.126005,-123.717882],""PMLS:2834"":[49.03,-123.58667],""PMLS:3876"":[49.01585,-123.611406]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Schizobranchia,Schizobranchia insignis,Schizobranchia insignis,1970-04-03T14:30:00,,,split-branch feather-duster,,
Bugulina californica,551808,11,PMLS,"{""PMLS:35"":[49.126005,-123.717882],""PMLS:85"":[49.087832,-123.684704],""PMLS:276"":[49.1287,-123.7029],""PMLS:413"":[49.1287,-123.7029],""PMLS:878"":[49.1287,-123.7029],""PMLS:1069"":[49.055777,-123.657959],""PMLS:1323"":[49.03,-123.58667],""PMLS:1466"":[49.01667,-123.595],""PMLS:1898"":[49.03,-123.58667],""PMLS:3526"":[49.1287,-123.7029],""PMLS:3795"":[49.1287,-123.7029]}",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,Bugulina californica,Bugula californica,1970-04-03T14:30:00,,,spiral bryozoan,,
Glebocarcinus oregonensis,429951,23,PMLS,"{""PMLS:36"":[49.126005,-123.717882],""PMLS:98"":[49.087832,-123.684704],""PMLS:204"":[49.1287,-123.7029],""PMLS:305"":[49.1287,-123.7029],""PMLS:409"":[49.1287,-123.7029],""PMLS:524"":[49.1287,-123.7029],""PMLS:601"":[49.12667,-123.69167],""PMLS:703"":[49.1287,-123.7029],""PMLS:789"":[49.1287,-123.7029],""PMLS:912"":[49.1287,-123.7029],""PMLS:1013"":[49.1287,-123.7029],""PMLS:1713"":[49.1287,-123.7029],""PMLS:1918"":[49.03,-123.58667],""PMLS:2088"":[49.03,-123.58667],""PMLS:2213"":[49.01833,-123.59],""PMLS:2552"":[49.1287,-123.7029],""PMLS:2747"":[49.1287,-123.7029],""PMLS:2986"":[49.01833,-123.59],""PMLS:3551"":[49.1287,-123.7029],""PMLS:3815"":[49.1287,-123.7029],""PMLS:4002"":[49.1287,-123.7029],""PMLS:4130"":[49.1287,-123.7029],""PMLS:4260"":[49.1287,-123.7029]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Glebocarcinus,Glebocarcinus oregonensis,Cancer oregonensis,1970-04-03T14:30:00,,,pygmy rock crab,,
Rhinolithodes wosnessenskii,459660,5,PMLS,"{""PMLS:37"":[49.126005,-123.717882],""PMLS:310"":[49.1287,-123.7029],""PMLS:1210"":[49.04,-123.595],""PMLS:2864"":[49.03,-123.58667],""PMLS:3924"":[49.03,-123.58667]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Rhinolithodes,Rhinolithodes wosnessenskii,Rhinolithodes wosnessenskii,1970-04-03T14:30:00,,,rhinoceros crab,,
Balanus nubilus,49127,44,PMLS,"{""PMLS:38"":[49.126005,-123.717882],""PMLS:104"":[49.087832,-123.684704],""PMLS:212"":[49.1287,-123.7029],""PMLS:315"":[49.1287,-123.7029],""PMLS:403"":[49.1287,-123.7029],""PMLS:512"":[49.1287,-123.7029],""PMLS:605"":[49.12667,-123.69167],""PMLS:696"":[49.1287,-123.7029],""PMLS:796"":[49.1287,-123.7029],""PMLS:921"":[49.1287,-123.7029],""PMLS:1020"":[49.1287,-123.7029],""PMLS:1214"":[49.04,-123.595],""PMLS:1367"":[49.03,-123.58667],""PMLS:1503"":[49.01667,-123.595],""PMLS:1595"":[49.03,-123.58667],""PMLS:1722"":[49.1287,-123.7029],""PMLS:1817"":[49.03,-123.58667],""PMLS:1924"":[49.03,-123.58667],""PMLS:2025"":[49.03,-123.58667],""PMLS:2091"":[49.03,-123.58667],""PMLS:2125"":[49.03,-123.58667],""PMLS:2221"":[49.01833,-123.59],""PMLS:2413"":[49.03,-123.58667],""PMLS:2559"":[49.1287,-123.7029],""PMLS:2636"":[49.03,-123.58667],""PMLS:2755"":[49.1287,-123.7029],""PMLS:2867"":[49.03,-123.58667],""PMLS:2991"":[49.01833,-123.59],""PMLS:3097"":[49.01833,-123.59],""PMLS:3188"":[49.03,-123.58667],""PMLS:3273"":[49.03,-123.58667],""PMLS:3380"":[49.03,-123.58667],""PMLS:3451"":[49.03,-123.58667],""PMLS:3560"":[49.1287,-123.7029],""PMLS:3635"":[49.02333,-123.585],""PMLS:3712"":[49.03,-123.58667],""PMLS:3827"":[49.1287,-123.7029],""PMLS:3894"":[49.01585,-123.611406],""PMLS:3921"":[49.03,-123.58667],""PMLS:3993"":[49.1287,-123.7029],""PMLS:4140"":[49.1287,-123.7029],""PMLS:4249"":[49.1287,-123.7029],""PMLS:4311"":[49.087832,-123.684704]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,,Balanoidea,Balanidae,,,Balanus,Balanus nubilus,Balanus nubilus,1970-04-03T14:30:00,empty clusters,,giant acorn barnacle,,
Pisaster ochraceus,49699,35,PMLS,"{""PMLS:39"":[49.126005,-123.717882],""PMLS:105"":[49.087832,-123.684704],""PMLS:213"":[49.1287,-123.7029],""PMLS:316"":[49.1287,-123.7029],""PMLS:421"":[49.1287,-123.7029],""PMLS:534"":[49.1287,-123.7029],""PMLS:714"":[49.1287,-123.7029],""PMLS:797"":[49.1287,-123.7029],""PMLS:922"":[49.1287,-123.7029],""PMLS:1021"":[49.1287,-123.7029],""PMLS:1140"":[49.01585,-123.611406],""PMLS:1368"":[49.03,-123.58667],""PMLS:1723"":[49.1287,-123.7029],""PMLS:2222"":[49.01833,-123.59],""PMLS:2310"":[49.03,-123.58667],""PMLS:2414"":[49.03,-123.58667],""PMLS:2560"":[49.1287,-123.7029],""PMLS:2756"":[49.1287,-123.7029],""PMLS:2868"":[49.03,-123.58667],""PMLS:2992"":[49.01833,-123.59],""PMLS:3098"":[49.01833,-123.59],""PMLS:3189"":[49.03,-123.58667],""PMLS:3561"":[49.1287,-123.7029],""PMLS:3713"":[49.03,-123.58667],""PMLS:3828"":[49.1287,-123.7029],""PMLS:3895"":[49.01585,-123.611406],""PMLS:4011"":[49.1287,-123.7029],""PMLS:4141"":[49.1287,-123.7029],""PMLS:4274"":[49.1287,-123.7029],""iNat:30466573"":[49.064728,-123.654603],""iNat:80490927"":[49.115181,-123.707512],""VIC:357"":[49.059442,-123.624488]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Pisaster,Pisaster ochraceus,Pisaster ochraceus,1970-04-03T14:30:00,,,purple star or ochre star,,
Pisaster brevispinus,49539,35,PMLS,"{""PMLS:40"":[49.126005,-123.717882],""PMLS:106"":[49.087832,-123.684704],""PMLS:214"":[49.1287,-123.7029],""PMLS:606"":[49.12667,-123.69167],""PMLS:923"":[49.1287,-123.7029],""PMLS:1084"":[49.055777,-123.657959],""PMLS:1141"":[49.01585,-123.611406],""PMLS:1215"":[49.04,-123.595],""PMLS:1369"":[49.03,-123.58667],""PMLS:1504"":[49.01667,-123.595],""PMLS:1596"":[49.03,-123.58667],""PMLS:1925"":[49.03,-123.58667],""PMLS:2026"":[49.03,-123.58667],""PMLS:2092"":[49.03,-123.58667],""PMLS:2311"":[49.03,-123.58667],""PMLS:2415"":[49.03,-123.58667],""PMLS:2466"":[49.03,-123.58667],""PMLS:2561"":[49.1287,-123.7029],""PMLS:2637"":[49.03,-123.58667],""PMLS:2869"":[49.03,-123.58667],""PMLS:2993"":[49.01833,-123.59],""PMLS:3099"":[49.01833,-123.59],""PMLS:3190"":[49.03,-123.58667],""PMLS:3274"":[49.03,-123.58667],""PMLS:3381"":[49.03,-123.58667],""PMLS:3452"":[49.03,-123.58667],""PMLS:3636"":[49.02333,-123.585],""PMLS:3714"":[49.03,-123.58667],""PMLS:3829"":[49.1287,-123.7029],""PMLS:3896"":[49.01585,-123.611406],""PMLS:3935"":[49.03,-123.58667],""PMLS:4142"":[49.1287,-123.7029],""PMLS:4273"":[49.1287,-123.7029],""PMLS:4352"":[49.087832,-123.684704]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Pisaster,Pisaster brevispinus,Pisaster brevispinus,1970-04-03T14:30:00,,,giant pink star,,
Evasterias troschelii,84265,45,PMLS,"{""PMLS:41"":[49.126005,-123.717882],""PMLS:107"":[49.087832,-123.684704],""PMLS:215"":[49.1287,-123.7029],""PMLS:317"":[49.1287,-123.7029],""PMLS:419"":[49.1287,-123.7029],""PMLS:607"":[49.12667,-123.69167],""PMLS:712"":[49.1287,-123.7029],""PMLS:798"":[49.1287,-123.7029],""PMLS:924"":[49.1287,-123.7029],""PMLS:1022"":[49.1287,-123.7029],""PMLS:1085"":[49.055777,-123.657959],""PMLS:1142"":[49.01585,-123.611406],""PMLS:1370"":[49.03,-123.58667],""PMLS:1505"":[49.01667,-123.595],""PMLS:1597"":[49.03,-123.58667],""PMLS:1724"":[49.1287,-123.7029],""PMLS:1818"":[49.03,-123.58667],""PMLS:1926"":[49.03,-123.58667],""PMLS:2027"":[49.03,-123.58667],""PMLS:2093"":[49.03,-123.58667],""PMLS:2223"":[49.01833,-123.59],""PMLS:2312"":[49.03,-123.58667],""PMLS:2416"":[49.03,-123.58667],""PMLS:2562"":[49.1287,-123.7029],""PMLS:2638"":[49.03,-123.58667],""PMLS:2757"":[49.1287,-123.7029],""PMLS:2870"":[49.03,-123.58667],""PMLS:2994"":[49.01833,-123.59],""PMLS:3100"":[49.01833,-123.59],""PMLS:3191"":[49.03,-123.58667],""PMLS:3275"":[49.03,-123.58667],""PMLS:3382"":[49.03,-123.58667],""PMLS:3453"":[49.03,-123.58667],""PMLS:3562"":[49.1287,-123.7029],""PMLS:3715"":[49.03,-123.58667],""PMLS:3830"":[49.1287,-123.7029],""PMLS:3897"":[49.01585,-123.611406],""PMLS:3934"":[49.03,-123.58667],""PMLS:4009"":[49.1287,-123.7029],""PMLS:4065"":[49.03,-123.58667],""PMLS:4143"":[49.1287,-123.7029],""PMLS:4272"":[49.1287,-123.7029],""VIC:243"":[49.059442,-123.624488]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Evasterias,Evasterias troschelii,Evasterias troschelii,1970-04-03T14:30:00,,,mottled star,,
Mediaster aequalis,293174,27,PMLS,"{""PMLS:42"":[49.126005,-123.717882],""PMLS:110"":[49.087832,-123.684704],""PMLS:610"":[49.12667,-123.69167],""PMLS:1088"":[49.055777,-123.657959],""PMLS:1218"":[49.04,-123.595],""PMLS:1373"":[49.03,-123.58667],""PMLS:1508"":[49.01667,-123.595],""PMLS:1600"":[49.03,-123.58667],""PMLS:1821"":[49.03,-123.58667],""PMLS:1929"":[49.03,-123.58667],""PMLS:2030"":[49.03,-123.58667],""PMLS:2315"":[49.03,-123.58667],""PMLS:2419"":[49.03,-123.58667],""PMLS:2468"":[49.03,-123.58667],""PMLS:2641"":[49.03,-123.58667],""PMLS:2873"":[49.03,-123.58667],""PMLS:3194"":[49.03,-123.58667],""PMLS:3278"":[49.03,-123.58667],""PMLS:3385"":[49.03,-123.58667],""PMLS:3456"":[49.03,-123.58667],""PMLS:3640"":[49.02333,-123.585],""PMLS:3718"":[49.03,-123.58667],""PMLS:3930"":[49.03,-123.58667],""PMLS:4335"":[49.087832,-123.684704],""PMLS:4354"":[49.087832,-123.684704],""PMLS:4366"":[49.087832,-123.684704]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Goniasteridae,Mediasterinae,,Mediaster,Mediaster aequalis,Mediaster aequalis,1970-04-03T14:30:00,,,vermilion star,,
Pycnopodia helianthoides,47673,47,PMLS,"{""PMLS:43"":[49.126005,-123.717882],""PMLS:113"":[49.087832,-123.684704],""PMLS:218"":[49.1287,-123.7029],""PMLS:320"":[49.1287,-123.7029],""PMLS:422"":[49.1287,-123.7029],""PMLS:535"":[49.1287,-123.7029],""PMLS:612"":[49.12667,-123.69167],""PMLS:715"":[49.1287,-123.7029],""PMLS:801"":[49.1287,-123.7029],""PMLS:927"":[49.1287,-123.7029],""PMLS:1025"":[49.1287,-123.7029],""PMLS:1089"":[49.055777,-123.657959],""PMLS:1143"":[49.01585,-123.611406],""PMLS:1219"":[49.04,-123.595],""PMLS:1377"":[49.03,-123.58667],""PMLS:1511"":[49.01667,-123.595],""PMLS:1603"":[49.03,-123.58667],""PMLS:1728"":[49.1287,-123.7029],""PMLS:1824"":[49.03,-123.58667],""PMLS:1933"":[49.03,-123.58667],""PMLS:2033"":[49.03,-123.58667],""PMLS:2095"":[49.03,-123.58667],""PMLS:2126"":[49.03,-123.58667],""PMLS:2227"":[49.01833,-123.59],""PMLS:2317"":[49.03,-123.58667],""PMLS:2421"":[49.03,-123.58667],""PMLS:2470"":[49.03,-123.58667],""PMLS:2566"":[49.1287,-123.7029],""PMLS:2644"":[49.03,-123.58667],""PMLS:2761"":[49.1287,-123.7029],""PMLS:2874"":[49.03,-123.58667],""PMLS:2998"":[49.01833,-123.59],""PMLS:3104"":[49.01833,-123.59],""PMLS:3196"":[49.03,-123.58667],""PMLS:3282"":[49.03,-123.58667],""PMLS:3387"":[49.03,-123.58667],""PMLS:3457"":[49.03,-123.58667],""PMLS:3567"":[49.1287,-123.7029],""PMLS:3642"":[49.02333,-123.585],""PMLS:3720"":[49.03,-123.58667],""PMLS:3834"":[49.1287,-123.7029],""PMLS:3899"":[49.01585,-123.611406],""PMLS:3936"":[49.03,-123.58667],""PMLS:4012"":[49.1287,-123.7029],""PMLS:4146"":[49.1287,-123.7029],""PMLS:4275"":[49.1287,-123.7029],""iNat:50506302"":[49.119826,-123.712075]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,Pycnopodiinae,,Pycnopodia,Pycnopodia helianthoides,Pycnopodia helianthoides,1970-04-03T14:30:00,,,sunflower star,,
Crossaster papposus,192687,25,PMLS,"{""PMLS:44"":[49.126005,-123.717882],""PMLS:55"":[49.040699,-123.644925],""PMLS:114"":[49.087832,-123.684704],""PMLS:219"":[49.1287,-123.7029],""PMLS:1090"":[49.055777,-123.657959],""PMLS:1220"":[49.04,-123.595],""PMLS:1378"":[49.03,-123.58667],""PMLS:1512"":[49.01667,-123.595],""PMLS:1604"":[49.03,-123.58667],""PMLS:1934"":[49.03,-123.58667],""PMLS:2034"":[49.03,-123.58667],""PMLS:2096"":[49.03,-123.58667],""PMLS:2318"":[49.03,-123.58667],""PMLS:2422"":[49.03,-123.58667],""PMLS:2471"":[49.03,-123.58667],""PMLS:2645"":[49.03,-123.58667],""PMLS:2875"":[49.03,-123.58667],""PMLS:3197"":[49.03,-123.58667],""PMLS:3283"":[49.03,-123.58667],""PMLS:3388"":[49.03,-123.58667],""PMLS:3458"":[49.03,-123.58667],""PMLS:3643"":[49.02333,-123.585],""PMLS:3721"":[49.03,-123.58667],""PMLS:3932"":[49.03,-123.58667],""PMLS:4063"":[49.03,-123.58667]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Crossaster,Crossaster papposus,Crossaster papposus,1970-04-03T14:30:00,,,rose star,,
Corella willmeriana,447661,23,PMLS,"{""PMLS:46"":[49.126005,-123.717882],""PMLS:126"":[49.087832,-123.684704],""PMLS:228"":[49.1287,-123.7029],""PMLS:327"":[49.1287,-123.7029],""PMLS:541"":[49.1287,-123.7029],""PMLS:935"":[49.1287,-123.7029],""PMLS:1099"":[49.055777,-123.657959],""PMLS:1391"":[49.03,-123.58667],""PMLS:1524"":[49.01667,-123.595],""PMLS:1836"":[49.03,-123.58667],""PMLS:1947"":[49.03,-123.58667],""PMLS:2046"":[49.03,-123.58667],""PMLS:2576"":[49.1287,-123.7029],""PMLS:2653"":[49.03,-123.58667],""PMLS:2888"":[49.03,-123.58667],""PMLS:3008"":[49.01833,-123.59],""PMLS:3209"":[49.03,-123.58667],""PMLS:3294"":[49.03,-123.58667],""PMLS:3399"":[49.03,-123.58667],""PMLS:3577"":[49.1287,-123.7029],""PMLS:3733"":[49.03,-123.58667],""PMLS:3845"":[49.1287,-123.7029],""PMLS:4281"":[49.1287,-123.7029]}",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Corellidae,,,Corella,Corella willmeriana,Corella willmeriana,1970-04-03T14:30:00,,,transparent tunicate,,
Rhinogobiops nicholsii,132521,44,PMLS,"{""PMLS:47"":[49.126005,-123.717882],""PMLS:134"":[49.087832,-123.684704],""PMLS:236"":[49.1287,-123.7029],""PMLS:338"":[49.1287,-123.7029],""PMLS:436"":[49.1287,-123.7029],""PMLS:628"":[49.12667,-123.69167],""PMLS:729"":[49.1287,-123.7029],""PMLS:818"":[49.1287,-123.7029],""PMLS:945"":[49.1287,-123.7029],""PMLS:1039"":[49.1287,-123.7029],""PMLS:1104"":[49.055777,-123.657959],""PMLS:1235"":[49.04,-123.595],""PMLS:1395"":[49.03,-123.58667],""PMLS:1530"":[49.01667,-123.595],""PMLS:1618"":[49.03,-123.58667],""PMLS:1747"":[49.1287,-123.7029],""PMLS:1842"":[49.03,-123.58667],""PMLS:1956"":[49.03,-123.58667],""PMLS:2051"":[49.03,-123.58667],""PMLS:2106"":[49.03,-123.58667],""PMLS:2242"":[49.01833,-123.59],""PMLS:2332"":[49.03,-123.58667],""PMLS:2435"":[49.03,-123.58667],""PMLS:2477"":[49.03,-123.58667],""PMLS:2581"":[49.1287,-123.7029],""PMLS:2657"":[49.03,-123.58667],""PMLS:2772"":[49.1287,-123.7029],""PMLS:2894"":[49.03,-123.58667],""PMLS:3014"":[49.01833,-123.59],""PMLS:3112"":[49.01833,-123.59],""PMLS:3211"":[49.03,-123.58667],""PMLS:3296"":[49.03,-123.58667],""PMLS:3404"":[49.03,-123.58667],""PMLS:3584"":[49.1287,-123.7029],""PMLS:3656"":[49.02333,-123.585],""PMLS:3738"":[49.03,-123.58667],""PMLS:3852"":[49.1287,-123.7029],""PMLS:3939"":[49.03,-123.58667],""PMLS:4023"":[49.1287,-123.7029],""PMLS:4075"":[49.03,-123.58667],""PMLS:4161"":[49.1287,-123.7029],""PMLS:4287"":[49.1287,-123.7029],""PMLS:4358"":[49.087832,-123.684704]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Gobiidae,Gobiinae,,Rhinogobiops,Rhinogobiops nicholsii,Rhinogobiops nicholsii,1970-04-03T14:30:00,,,blackeye goby,,
Jordania zonope,222465,39,PMLS,"{""PMLS:50"":[49.126005,-123.717882],""PMLS:145"":[49.087832,-123.684704],""PMLS:244"":[49.1287,-123.7029],""PMLS:347"":[49.1287,-123.7029],""PMLS:449"":[49.1287,-123.7029],""PMLS:551"":[49.1287,-123.7029],""PMLS:635"":[49.12667,-123.69167],""PMLS:738"":[49.1287,-123.7029],""PMLS:831"":[49.1287,-123.7029],""PMLS:957"":[49.1287,-123.7029],""PMLS:1046"":[49.1287,-123.7029],""PMLS:1246"":[49.04,-123.595],""PMLS:1407"":[49.03,-123.58667],""PMLS:1539"":[49.01667,-123.595],""PMLS:1627"":[49.03,-123.58667],""PMLS:1754"":[49.1287,-123.7029],""PMLS:1855"":[49.03,-123.58667],""PMLS:1970"":[49.03,-123.58667],""PMLS:2063"":[49.03,-123.58667],""PMLS:2118"":[49.03,-123.58667],""PMLS:2255"":[49.01833,-123.59],""PMLS:2345"":[49.03,-123.58667],""PMLS:2446"":[49.03,-123.58667],""PMLS:2489"":[49.03,-123.58667],""PMLS:2594"":[49.1287,-123.7029],""PMLS:2666"":[49.03,-123.58667],""PMLS:2779"":[49.1287,-123.7029],""PMLS:2902"":[49.03,-123.58667],""PMLS:3022"":[49.01833,-123.59],""PMLS:3118"":[49.01833,-123.59],""PMLS:3222"":[49.03,-123.58667],""PMLS:3313"":[49.03,-123.58667],""PMLS:3418"":[49.03,-123.58667],""PMLS:3472"":[49.03,-123.58667],""PMLS:3667"":[49.02333,-123.585],""PMLS:3754"":[49.03,-123.58667],""PMLS:3861"":[49.1287,-123.7029],""PMLS:3905"":[49.01585,-123.611406],""PMLS:4030"":[49.1287,-123.7029]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Jordania,Jordania zonope,Jordania zonope,1970-04-03T14:30:00,,,longfin sculpin,,
Solaster dawsoni,117692,33,PMLS,"{""PMLS:56"":[49.040699,-123.644925],""PMLS:115"":[49.087832,-123.684704],""PMLS:220"":[49.1287,-123.7029],""PMLS:416"":[49.1287,-123.7029],""PMLS:530"":[49.1287,-123.7029],""PMLS:613"":[49.12667,-123.69167],""PMLS:709"":[49.1287,-123.7029],""PMLS:928"":[49.1287,-123.7029],""PMLS:1091"":[49.055777,-123.657959],""PMLS:1221"":[49.04,-123.595],""PMLS:1513"":[49.01667,-123.595],""PMLS:1605"":[49.03,-123.58667],""PMLS:1729"":[49.1287,-123.7029],""PMLS:1825"":[49.03,-123.58667],""PMLS:1935"":[49.03,-123.58667],""PMLS:2035"":[49.03,-123.58667],""PMLS:2228"":[49.01833,-123.59],""PMLS:2319"":[49.03,-123.58667],""PMLS:2423"":[49.03,-123.58667],""PMLS:2567"":[49.1287,-123.7029],""PMLS:2646"":[49.03,-123.58667],""PMLS:2876"":[49.03,-123.58667],""PMLS:2999"":[49.01833,-123.59],""PMLS:3105"":[49.01833,-123.59],""PMLS:3198"":[49.03,-123.58667],""PMLS:3284"":[49.03,-123.58667],""PMLS:3389"":[49.03,-123.58667],""PMLS:3459"":[49.03,-123.58667],""PMLS:3568"":[49.1287,-123.7029],""PMLS:3644"":[49.02333,-123.585],""PMLS:3722"":[49.03,-123.58667],""PMLS:3835"":[49.1287,-123.7029],""PMLS:4269"":[49.1287,-123.7029]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,Solaster dawsoni,Solaster dawsoni,1973-08-15T11:30:00,,,morning sun star,,
