iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Author,Common name,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Documenting
Haliotis kamtschatkana,56654,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,Haliotoidea,Haliotidae,,,Haliotis,Haliotis kamtschatkana,Haliotis kamtschatkana,"Jonas, 1845",northern abalone,1981-05-31,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Crepidula adunca,128141,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Crepidula,Crepidula adunca,Crepidula cf adunca,"Menke, 1847",hooked slippersnail,1985-12-08,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Crepidula nummaria,117325,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Crepidula,Crepidula nummaria,Crepidula cf nummaria,"Gould, 1846",northern white slippersnail,1994-09-10,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Trichotropis cancellata,447177,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Capuloidea,Capulidae,,,Trichotropis,Trichotropis cancellata,Trichotropis cancellata,"Hinds, 1843",checkered hairysnail,1999-07-31,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Melanella micans,733259,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Vanikoroidea,Eulimidae,,,Melanella,Melanella micans,Melanella micans,"(Carpenter, 1865)",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Marsenina stearnsii,53555,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,Velutininae,,Marsenina,Marsenina stearnsii,Marsenina stearnsii,"(Dall, 1871)",,,,DATA,2016-04-07,Karolle Wall,observed
Lacuna variegata,339150,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Littorinoidea,Littorinidae,Lacuninae,,Lacuna,Lacuna variegata,Lacuna variegata,"Carpenter, 1864",variable lacuna,2009-02-08,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Littorina scutulata,69995,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Littorinoidea,Littorinidae,Littorininae,,Littorina,Littorina scutulata,Littorina scutulata,"Gould, 1849",checkered periwinkle,,,DATA,2017-02-13,Kathleen Buckley,observed
Littorina sitkana,129298,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Littorinoidea,Littorinidae,Littorininae,,Littorina,Littorina sitkana,Littorina sitkana,"Philippi, 1846",Sitka periwinkle,,,DATA,2017-02-23,Kathleen Buckley,observed
Cryptonatica aleutica,507519,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,Naticinae,,Cryptonatica,Cryptonatica aleutica,Cryptonatica aleutica,"Dall, 1919",Aleutian moonsnail,2009-01-30,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Euspira pallida,873876,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,Polinicinae,,Euspira,Euspira pallida,Euspira pallida,"(Broderip & G.B. Sowerby I, 1829)",pale northern moonsnail,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Neverita lewisii,447427,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,Polinicinae,,Neverita,Neverita lewisii,Neverita lewisii,"(Gould, 1847)",Lewis' moon snail,1961-06-23,,DATA,2016-02-07,Peter Luckham,observed
Fusitriton oregonensis,448389,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Tonnoidea,Cymatiidae,,,Fusitriton,Fusitriton oregonensis,Fusitriton oregonensis,"(Redfield, 1848)",Oregon triton,1973-09-20,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Marsenina rhombica,337741,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,Velutininae,,Marsenina,Marsenina rhombica,Marsenina rhombica,"(Dall, 1871)",marbled lamellarid,2016-02-07,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Velutina plicatilis,482348,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,Velutininae,,Velutina,Velutina plicatilis,Velutina plicatilis,"(O.F.Müller, 1776)",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Velutina velutina,482347,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,Velutininae,,Velutina,Velutina velutina,Velutina velutina,"(O.F. Môller, 1776)",spiral velvet snail,2008-03-07,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Vermetus compactus,873857,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Vermetoidea,Vermetidae,,,Vermetus,Vermetus compactus,Vermetus compactus,"Daudin, 1800",northern compact wormsnail,1985-12-07,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Ophiodermella fancherae,957347,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Conoidea,Borsoniidae,,,Ophiodermella,Ophiodermella fancherae,Ophiodermella fancherae,"(Dall, 1903)",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Lirabuccinum dirum,117642,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Buccinidae,,,Lirabuccinum,Lirabuccinum dirum,Lirabuccinum dirum,"(Reeve, 1846)",dire whelk,1985-12-07,Andy Lamb & Donna Gibbs,DATA,2019-05-05,Kiara Ganon,observed
Alia carinata,129933,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,,Alia,Alia carinata,Alia carinata,"(Hinds, 1844)",carinate dovesnail,,,DATA,2017-05-26,Karolle Wall,observed
Amphissa columbiana,117643,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,,Amphissa,Amphissa columbiana,Amphissa columbiana,"Dall, 1916",wrinkled amphissa,1986-04-08,,DATA,,,unobserved
Amphissa versicolor,129932,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,,Amphissa,Amphissa versicolor,Amphissa versicolor,"Dall, 1871",variegated amphissa,2008-11-12,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Mitrella gausapata,347322,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,,Mitrella,Mitrella gausapata,Mitrella gausapata,"(Gould, 1850)",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Nucella canaliculata,69998,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,Nucella canaliculata,Nucella canaliculata,"(Duclos, 1832)",channelled dogwinkle,2005-12-10,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Nucella ostrina,122704,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,Nucella ostrina,Nucella ostrina,"(Gould, 1852)",northern striped dogwinkle,2008-02-17,Andy Lamb & Donna Gibbs,DATA,2019-04-29,Andrew Simon,observed
Paciocinebrina interfossa,910801,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Paciocinebrina,Paciocinebrina interfossa,Paciocinebrina interfossa,"(Carpenter, 1864)",sculptured rocksnail,2009-10-10,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Paciocinebrina lurida,910800,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Paciocinebrina,Paciocinebrina lurida,Paciocinebrina lurida,"(Middendorff, 1848)",lurid rocksnail,1994-09-10,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Scabrotrophon maltzani,500269,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Trophoninae,,Scabrotrophon,Scabrotrophon maltzani,Scabrotrophon maltzani,"(Kobelt & Kuster, 1878)",sandpaper trophon,1985-12-07,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Trophonopsis orpheus,506559,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Pagodulinae,,Trophonopsis,Trophonopsis orpheus,Trophonopsis orpheus,"(Gould, 1849)",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Nassarius mendicus,129938,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Nassariidae,Nassariinae,,Nassarius,Nassarius mendicus,Nassarius mendicus,"(Gould, 1850)",western lean nassa,2018-06-19,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Nassarius,50763,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Nassariidae,Nassariinae,,Nassarius,,Nassarius sp.,,,1975-06-17,Philip Lambert,DATA,,,unobserved
Neostylidium eschrichtii,897701,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Cerithioidea,Cerithiidae,Bittiinae,,Neostylidium,Neostylidium eschrichtii,Neostylidium eschrichtii,"(Middendorff, 1849)",threaded bittium,,,DATA,2015-08-28,Lauren Magner & Andrew Simon,observed
Aegires albopunctatus,48981,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Aegiridae,,,Aegires,Aegires albopunctatus,Aegires albopunctatus,"MacFarland, 1905",salt-and-pepper nudibranch,1996-05-29,Andy Lamb & Donna Gibbs,DATA,,,observed
Aeolidia loui,498117,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Aeolidiidae,,,Aeolidia,Aeolidia loui,Aeolidia loui,"Kienberger, Carmona, Pola, Padula, Gosliner & Cervera, 2016",shag-rug nudibranch,,,DATA,2016-04-01,Karolle Wall,observed
Aeolidia papillosa,498116,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Aeolidiidae,,,Aeolidia,Aeolidia papillosa,Aeolidia papillosa,"(Linnaeus, 1761)",papillate sea slug,1969-02-22,Andy Lamb & Donna Gibbs,DATA,2016-02-07,Peter Luckham,observed
Apata pricei,631469,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Apataidae,,,Apata,Apata pricei,Apata pricei,"(MacFarland, 1966)",Price's aeolid,2013-05-17,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Armina californica,47499,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Arminoidea,Arminidae,,,Armina,Armina californica,Armina californica,"(J.G. Cooper, 1863)",striped nudibranch,1975-06-17,Philip Lambert,DATA,2013-10-13,Peter Luckham,observed
Aldisa albomarginata,50094,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Aldisa,Aldisa albomarginata,Aldisa albomarginata,"Millen, 1984",white-rimmed nudibranch,2009-03-19,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Aldisa cooperi,50097,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Aldisa,Aldisa cooperi,Aldisa cooperi,"Robilliard & Baba, 1972",Cooper's dorid,1981-05-31,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Aldisa sanguinea,50098,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Aldisa,Aldisa sanguinea,Aldisa sanguinea,"(J.G. Cooper, 1863)",blood-spot dorid,2013-10-10,Andy Lamb & Donna Gibbs,DATA,2017-06-25,Karolle Wall,observed
Aldisa tara,50100,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Aldisa,Aldisa tara,Aldisa tara,"Millen, 1984",Tara's dorid,2018-06-19,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Cadlina luteomarginata,50146,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Cadlina,Cadlina luteomarginata,Cadlina luteomarginata,"MacFarlane, 1966",yellow-rimmed nudibranch,1985-07-29,Andy Lamb & Donna Gibbs,DATA,2016-02-18,Peter Luckham,observed
Cadlina modesta,47400,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Cadlina,Cadlina modesta,Cadlina modesta,"MacFarlane, 1966",modest cadlina,2006-06-23,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Cumanotus fernaldi,50462,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Cumanotidae,,,Cumanotus,Cumanotus fernaldi,Cumanotus fernaldi,"T. E. Thompson & G. H. Brown, 1984",nudibranch,1975-06-17,Philip Lambert,DATA,,,unobserved
Dendronotus albopunctatus,50328,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,,Dendronotus,Dendronotus albopunctatus,Dendronotus albopunctatus,"Robilliard, 1972",white-spotted dendronotid,,,DATA,2015-04-22,Karolle Wall,observed
Dendronotus albus,47773,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,,Dendronotus,Dendronotus albus,Dendronotus albus,"MacFarland, 1966",white dendronotid,1969-02-22,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Dendronotus iris,47706,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,,Dendronotus,Dendronotus iris,Dendronotus iris,"J.G. Cooper, 1863",giant nudibranch,1969-02-21,Andy Lamb & Donna Gibbs,DATA,2013-10-13,Peter Luckham,observed
Dendronotus rufus,50393,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,,Dendronotus,Dendronotus rufus,Dendronotus rufus,"O'Donoghue, 1921",red dendronotid,1985-12-07,Andy Lamb & Donna Gibbs,DATA,2011-10-07,Karolle Wall,observed
Dendronotus venustus,129995,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,,Dendronotus,Dendronotus venustus,Dendronotus venustus,"MacFarland, 1966",branched dendronotus,,,DATA,2016-05-24,Karolle Wall,observed
Dirona albolineata,47477,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Proctonotoidea,Dironidae,,,Dirona,Dirona albolineata,Dirona albolineata,"MacFarland, 1905",frosted nudibranch,1969-02-21,Andy Lamb & Donna Gibbs,DATA,2016-02-07,Peter Luckham,observed
Dirona pellucida,50447,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Proctonotoidea,Dironidae,,,Dirona,Dirona pellucida,Dirona pellucida,"Volodchenko, 1941",golden dirona,1973-09-21,Andy Lamb & Donna Gibbs,DATA,2015-05-16,Peter Luckham,observed
Diaulula lentiginosa,513834,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,,Diaulula,Diaulula lentiginosa,Diaulula lentiginosa,"(Millen, 1982)",freckled pale sea lemon,2006-03-05,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Diaulula odonoghuei,508237,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,,Diaulula,Diaulula odonoghuei,Diaulula odonoghuei,"(Steinberg, 1963)",spotted leopard dorid,1969-02-22,Andy Lamb & Donna Gibbs,DATA,2016-05-25,Chessi Miltner,observed
Geitodoris heathi,47505,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,,Geitodoris,Geitodoris heathi,Geitodoris heathi,"(MacFarlane, 1905)",Heath's dorid,1981-05-31,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Peltodoris nobilis,48450,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,,Peltodoris,Peltodoris nobilis,Peltodoris nobilis,"(MacFarland, 1905)",noble sea lemon,1968-08-02,Andy Lamb & Donna Gibbs,DATA,2016-02-18,Peter Luckham,observed
Doris montereyensis,47469,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Dorididae,,,Doris,Doris montereyensis,Doris montereyensis,"(J.G. Cooper, 1863)",Monterey sea lemon,1968-08-02,Andy Lamb & Donna Gibbs,DATA,2016-02-07,Peter Luckham,observed
Doris odhneri,124210,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Dorididae,,,Doris,Doris odhneri,Doris odhneri,"MacFarlane, 1966",white nudibranch,1973-09-20,Andy Lamb & Donna Gibbs,DATA,2016-02-07,Peter Luckham,observed
Eubranchus rupium,533047,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Eubranchidae,,,Eubranchus,Eubranchus rupium,Eubranchus rupium,"(Moller, 1842)",olive aeolid,2012-10-06,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Eubranchus rustyus,50471,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Eubranchidae,,,Eubranchus,Eubranchus rustyus,Eubranchus rustyus,"(Er. Marcus, 1961)",homely aeolid,,,DATA,2019-05-04,Larry Taylor,observed
Eubranchus sanjuanensis,544965,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Eubranchidae,,,Eubranchus,Eubranchus sanjuanensis,Eubranchus sanjuanensis,"Roller, 1972",,,,DATA,2019-05-04,Larry Taylor,observed
Hermissenda crassicornis,495552,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Myrrhinidae,,,Hermissenda,Hermissenda crassicornis,Hermissenda crassicornis,"(Eschscholtz, 1831)",opalescent nudibranch,1969-02-21,Andy Lamb & Donna Gibbs,DATA,2015-05-19,Karolle Wall,observed
Coryphella verrucosa,633193,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Coryphellidae,,,Coryphella,Coryphella verrucosa,Coryphella verrucosa,"(Sars M., 1829)",red-gilled nudibranch,1994-09-10,Andy Lamb & Donna Gibbs,DATA,2015-07-30,Karolle Wall,observed
Ziminella japonica,877359,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Paracoryphellidae,,,Ziminella,Ziminella japonica,Flabellina japonica,"(Volodchenko, 1941)",pearly nudibranch,2009-02-08,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Himatina trophina,633561,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Coryphellidae,,,Himatina,Himatina trophina,Himatina trophina,"(Bergh, 1890)",red flabellina,1985-12-07,Andy Lamb & Donna Gibbs,DATA,2013-10-13,Peter Luckham,observed
Orienthella trilineata,764704,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Coryphellidae,,,Orienthella,Orienthella trilineata,Orienthella trilineata,"(O'Donoghue, 1921)",three-lined nudibranch,1985-12-07,Andy Lamb & Donna Gibbs,DATA,2019-05-05,Emily Adamczyk,observed
Acanthodoris hudsoni,48447,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Acanthodoris,Acanthodoris hudsoni,Acanthodoris hudsoni,"MacFarlane, 1905",Hudson's dorid,1994-10-23,Andy Lamb & Donna Gibbs,DATA,2015-05-16,Peter Luckham,observed
Acanthodoris nanaimoensis,47476,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Acanthodoris,Acanthodoris nanaimoensis,Acanthodoris nanaimoensis,"O'Donoghue, 1921",Nanaimo nudibranch,1985-12-08,Andy Lamb & Donna Gibbs,DATA,2016-02-18,Peter Luckham,observed
Acanthodoris pilosa,47466,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Acanthodoris,Acanthodoris pilosa,Acanthodoris pilosa,"(Abildgaard, 1789)",pilose doris,2008-06-15,Andy Lamb & Donna Gibbs,DATA,,,observed
Adalaria,554476,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Adalaria,,Adalaria sp.,,tiny white dorid,1996-09-28,Andy Lamb & Donna Gibbs,DATA,,,observed
Diaphorodoris lirulatocauda,48630,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Calycidorididae,,,Diaphorodoris,Diaphorodoris lirulatocauda,Diaphorodoris lirulatocauda,"Millen, 1985",porcupine dorid,2008-05-30,Andy Lamb & Donna Gibbs,DATA,2016-05-15,Karolle Wall,observed
Knoutsodonta jannae,508447,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Knoutsodonta,Knoutsodonta jannae,Knoutsodonta jannae,"Millen, 1987",Janna's adalaria,2018-06-19,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Onchidoris bilamellata,47480,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Onchidoris,Onchidoris bilamellata,Onchidoris bilamellata,"(Linnaeus, 1767)",barnacle-eating nudibranch,2006-06-23,Andy Lamb & Donna Gibbs,DATA,2016-07-18,Karolle Wall,observed
Limacia cockerelli,538830,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,,Limacia,Limacia cockerelli,Limacia cockerelli,"(MacFarland, 1905)",Cockerell's nudibranch,1985-12-07,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Polycera zosterae,501581,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Polycerinae,,Polycera,Polycera zosterae,Polycera zosterae,"O'Donoghue, 1924",sea slug,,,DATA,2010-05-10,Karolle Wall,observed
Triopha catalinae,47454,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,,Triopha,Triopha catalinae,Triopha catalinae,"(J.G. Cooper, 1863)",clown nudibranch,1994-02-27,Andy Lamb & Donna Gibbs,DATA,2016-02-07,Peter Luckham,observed
Triopha maculata,47110,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,,Triopha,Triopha maculata,Triopha maculata,"MacFarland, 1905",spotted triopha,2008-05-30,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Antiopella fusca,886884,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Proctonotoidea,Janolidae,,,Antiopella,Antiopella fusca,Antiopella fusca,"(O'Donoghue, 1924)",white-and-orange-tipped nudibranch,1985-12-07,Andy Lamb & Donna Gibbs,DATA,2015-06-18,Karolle Wall,observed
Rostanga pulchra,47473,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,,Rostanga,Rostanga pulchra,Rostanga pulchra,"MacFarland, 1905",red sponge nudibranch,1985-12-07,Andy Lamb & Donna Gibbs,DATA,2016-05-06,Karolle Wall,observed
Melibe leonina,48455,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Tethydidae,,,Melibe,Melibe leonina,Melibe leonina,"(Gould, 1852)",hooded nudibranch,1994-10-07,Andy Lamb & Donna Gibbs,DATA,2013-08-20,Karolle Wall,observed
Zelentia pustulata,564602,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Trinchesiidae,,,Zelentia,Zelentia pustulata,Zelentia pustulata,"(Alder & Hancock, 1854)",,1982-05-21,Sandra Millen-Crane,DATA,,,unobserved
Tochuina gigantea,873733,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,,Tochuina,Tochuina gigantea,Tochuina gigantea,"(Bergh, 1904)",orange-peel nudibranch,1973-09-20,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Tritonia festiva,48827,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,,Tritonia,Tritonia festiva,Tritonia festiva,"(Stearns, 1873)",diamondback nudibranch,1985-12-07,Andy Lamb & Donna Gibbs,DATA,2013-10-13,Peter Luckham,observed
Berthella californica,1081457,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,Pleurobranchoidea,Pleurobranchidae,,,Berthella,Berthella californica,Berthella californica,"(MacFarlane, 1966)",California berthella,2005-12-10,Andy Lamb & Donna Gibbs,DATA,2015-05-16,Peter Luckham,observed
Berthella chacei,1081461,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,Pleurobranchoidea,Pleurobranchidae,,,Berthella,Berthella chacei,Berthella chacei,"(J. Q. Burch, 1944)",white berthella,,,DATA,2015-04-20,Karolle Wall,observed
Clione limacina,55297,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Pteropoda,Gymnosomata,Clionoidea,Clionidae,,,Clione,Clione limacina,Clione limacina,"(Phipps, 1774)",common clione,,,DATA,2020-01-05,Lillian Rose Crossman,observed
Limacina helicina,345356,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Pteropoda,Euthecosomata,Limacinoidea,Limacinidae,,,Limacina,Limacina helicina,Limacina helicina,"(Phipps, 1774)",helicid pteropod,2009-04-04,Andy Lamb & Donna Gibbs,DATA,,,unobserved
