Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Juncus articulatus,,jointed rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,,,,observed,27-Apr-13,Hans Roemer,Roemer Group 13,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Juncus balticus,,Baltic rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,,,,observed,27-Apr-13,J. & K. Miskelly,DND Lands Area B 13,,,,,,Mt Blinkhorn and Mt. Helmcken;,,PLA
Juncus bufonius,,toad rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,,,,observed,5-May-12,James Fenneman,Fenneman Gatten Blinkhorn 12,,,,,,Albert Head DND;,,PLA
Juncus effusus,,common rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,PLA
Juncus ensifolius,,dagger rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,,,,observed,9-May-16,James/Kristen Miskelly,Albert Head 16,,,,,,DND Rocky Point Area B;,,PLA
Juncus kelloggii,,,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,,,,observed,9-May-16,James/Kristen Miskelly,Albert Head 16,,,,,,Camas Hill;,,PLA
Juncus occidentalis,,,Plantae,Tracheophyta,,,Liliopsida,,,Poales,,,Juncaceae,,,,,observed,9-May-16,James/Kristen Miskelly,Albert Head 16,,,,,,Mt Blinkhorn and Mt. Helmcken;,,PLA
Juncus tenuis,,slender rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,,,,observed,27-Apr-13,Hans Roemer,Roemer Group 13,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Juniperus communis,,Common Juniper,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Cupressaceae,,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Camas Hill;,,PLA
Kindbergia oregana,,Oregon beaked moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Kindbergia praelonga,,,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Koeleria macrantha,,June grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,DND Rocky Point Area B;,,PLA
Laburnum anagyroides,,common laburnum,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,,,observed,24-May-14,Chistene Rafuse,Camosun 14,,,,,,Blinkhorn Lake Park and mountain;,,PLA
Lactuca tatarica,,Blue lettuce,Plantae,Tracheophyta,,,Magnoliopsida,,,Asterales,,,Asteraceae,,,,,unobserved,8-Jun-10,Garry Fletcher,Race Rocks Inventory,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,PLA
Lamium amplexicaule,,Henbit dead-nettle,Plantae,Tracheophyta,,,Magnoliopsida,,,Lamiales,,,Lamiaceae,,,,,observed,5-May-12,Moralea Milne,Milne Camas 12,,,,,,Boys and Girls Club Metchosin;Found by Pauline and Ann,,PLA
Lamium purpureum,,red deadnettle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Lamiaceae,,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Camas Hill;,,PLA
Lathyrus japonicus,,seaside pea,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,,,observed,30-Apr-11,Peter McAuliffe,Race Rocks McAuliffe 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Lathyrus littoralis,,Beach Pea,Plantae,Tracheophyta,,,Magnoliopsida,,,Fabales,,,Fabaceae,,,,,observed,24-May-14,Garry Fletcher,Gooch Creek 14,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,PLA
Lathyrus nevadensis,,purple peavine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Lemna minor,,common duckweed,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Alismatales,,,Araceae,Lemnoideae,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Camas Hill;,,PLA
Leontodon saxatilis,,hairy hawkbit,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,,,observed,9-May-16,James/Kristen Miskelly,William Head 16,,,,,,Blinkhorn Lake Park and mountain;,,PLA
Leontodon taraxacoides,,,Plantae,Tracheophyta,,,Magnoliopsida,,,Asterales,,,Asteraceae,,,,,observed,27-Apr-13,Hans Roemer,Roemer Group 13,,,,,,Camas Hill;,,PLA
Lepidium densiflorum,,,Plantae,Tracheophyta,,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,,,observed,27-Apr-13,J. & K. Miskelly,DND Lands Area B 13,,,,,,adjacent toTaylor beach;,,PLA
Lepidium heterophyllum,,Smith's Pepper-grass,Plantae,Tracheophyta,,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Camas Hill;,,PLA
Lepidozia reptans,,Little hands liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Lepidoziaceae,,,,,observed,27-Apr-13,"S. Joya, O. Lee",Moss Group C Thunderbird 13,,,,,,Glinz Lake;Red alga,,PLA
Leptosiphon minimus,,bicolored linanthus,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Polemoniaceae,,,,,observed,5-May-12,Moralea Milne,Milne Camas 12,,,,,,Race Rocks;,,PLA
Leucanthemum vulgare,,oxeye daisy ,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,PLA
Leucolepis acanthoneura,,Menzies' tree moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Mniaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;Ph Rodophyta;,,PLA
Leymus mollis,,American dune grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,,,observed,30-Apr-11,Peter McAuliffe,Devonian McAuliffe 11,,,,,,Boys and Girls Club Metchosin;,,PLA
Leymus vancouverensis,,,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,,,observed,13-Jun-15,James Miskelly,Witty's Miskelly 15,,,,,,Boys and Girls Club Metchosin;,,PLA
Lilium,,Columbia lily,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Liliaceae,,,,,observed,5-May-12,Peter McAuliffe,Lambert Weir Witty 12,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Lilium columbianum,,Columbia lily,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Liliaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,DND Rocky Point Area B;,,PLA
Lilium oregonum,,White fawn lily,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Liliaceae,,,,,observed,30-Apr-11,Peter McAuliffe,Devonian McAuliffe 11,,,,,,Camas Hill;,,PLA
Limnanthes macounii,,Macoun's meadowfoam,Plantae,Tracheophyta,,,Magnoliopsida,,,Brassicales,,,Limnanthaceae,,,,,observed,30-Apr-11,Richard Winder,Winder Rafuse Devonian 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Linnaea borealis,,twinflower,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Linnaeoideae,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Weir's Beach to Witty's Beach;,,PLA
Lithophragma glabrum,,smooth woodland star,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,,,,unobserved,1-Jan-79,Hans Roemer,"Roemer Sec 64,66,67",,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,PLA
Lithophragma parviflorum,,smallflower woodland star,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,PLA
Lolium perenne,,perennial ryegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,,,observed,5-May-12,Joel Ussery,Ussery witty's 12,,,,,,Witty's Lagoon;,,PLA
Lomatium nudicaule,,consumption plant,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Lomatium utriculatum,,spring gold,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Apiaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Lonicera ciliosa,,orange honeysuckle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;dry,,PLA
Lonicera hispidula,,pink honeysuckle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Lonicera involucrata,,Black twinberry,Plantae,Tracheophyta,,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,,,,,observed,30-Apr-11,Richard Winder,Winder Rafuse Devonian 11,,,,,,Camas Hill;,,PLA
Lophocolea bidentata,,,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Lophocoleaceae,,,,,observed,27-Apr-13,"S. Joya, O. Lee",Moss Group Matheson 13,,,,,,Matheson Lake;,,PLA
Lophocolea cuspidata,,crestwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Lophocoleaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Lophocolea heterophylla,,,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Lophocoleaceae,,,,,unobserved,1-Jan-79,Hans Roemer,"Roemer Sec 64,66,67",,,,,,Race Rocks;Class Holothuroidea:descr by Erin Schwenger,,PLA
Lophozia incisa,,ragged-leaf liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Jungermanniaceae,,,,,observed,27-Apr-13,Hans Roemer,Roemer Group 13,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,PLA
Lophozia ventricosa,,tumid notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Jungermanniaceae,,,,,observed,24-May-14,Hans Roemer,Metchosin General 14,,,,,,"Tower Pt, Westmont, Devonian, Blinkhorn Lk, Veitch Cr;",,PLA
Luina hypoleuca,,,Plantae,Tracheophyta,,,Magnoliopsida,,,Asterales,,,Asteraceae,,,,,unobserved,1-Jan-79,Hans Roemer,"Roemer Sec 64,66,67",,,,,,Metchosin ? see Compiler Notes;Hand-collecting; Pantraps; Berlese Extractions;adult ,,PLA
Lupinus bicolor,,two-coloured lupine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Camas Hill;,,PLA
Lupinus lepidus,,Prairie Lupine,Plantae,Tracheophyta,,,Magnoliopsida,,,Fabales,,,Fabaceae,,,,,unobserved,n.d.,CDC ? See Obs Notes,CDC Extractions,,,,,,Race Rocks;Hand-collecting; Pantraps; Berlese Extractions;adult ,,PLA
Lupinus polycarpus,,small-flowered lupine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,,,observed,5-May-12,Joel Ussery,Ussery witty's 12,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Lupinus polyphyllus,,large-leaved lupine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,,,observed,24-May-14,Hans Roemer,Metchosin General 14,,,,,,Camas Hill;,,PLA
Luzula campestris,,,Plantae,Tracheophyta,,,Liliopsida,,,Poales,,,Juncaceae,,,,,observed,30-Apr-11,Gerry Allen,Antos Allen Pearson 11,,,,,,Albert Head DND;,,PLA
Luzula comosa,,Pacific woodrush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Albert Head DND;,,PLA
Luzula multiflora,,Many-flowered woodrush,Plantae,Tracheophyta,,,Liliopsida,,,Poales,,,Juncaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,PLA
Luzula parviflora,,small-flowered woodrush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Pearson lands;,,PLA
Luzula subsessilis,,many-flowered woodrush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,,,,observed,9-May-16,Ryan Batten,William Head 16,,,,,,Camas Hill;,,PLA
Lysichiton americanus,,skunk cabbage,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Alismatales,,,Araceae,Orontioideae,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Witty's Lagoon Park;,,PLA
Lysimachia minima,,Chaffweed,Plantae,Tracheophyta,,,Magnoliopsida,,,Ericales,,,Primulaceae,,,,,unobserved,n.d.,CDC ? See Obs Notes,CDC Extractions,,,,,,"Metch crown lands secs 64,66,67;Hand-collecting; Pantraps; Berlese Extractions;adult ",,PLA
Madia elegans,,,Plantae,Tracheophyta,,,Magnoliopsida,,,Asterales,,,Asteraceae,,,,,observed,30-Apr-11,Gerry Allen,Antos Allen Pearson 11,,,,,,"Tower Pt, Westmont, Devonian, Blinkhorn Lk, Veitch Cr;",,PLA
Madia exigua,,little tarweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,"Tower Pt, Westmont, Devonian, Blinkhorn Lk, Veitch Cr;",,PLA
Madia gracilis,,elegant tarweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,,,observed,27-Apr-13,Hans Roemer,Roemer Group 13,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Madia sativa,,Chilean tarweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,,,observed,30-Apr-11,Richard Winder,Winder Rafuse Matheson 11,,,,,,Pearson lands;,,PLA
Maianthemum dilatatum,,false lily-of-the-valley,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Asparagaceae,Nolinoideae,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Malus domestica,,,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,,,,observed,27-Apr-13,Hans Roemer,Roemer Group 13,,,,,,Camas Hill;,,PLA
Malus fusca,,Pacific crab apple,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,,,,observed,5-May-12,Joel Ussery,Ussery witty's 12,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,PLA
Marsupella emarginata,,notched rustwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Gymnomitriaceae,,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Camas Hill;,,PLA
Mastocarpus alaskensis,,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Phyllophoraceae,,,,,observed,27-Apr-13,Sandra Lindstrom,Witty Beach Lindstrom 13,,,,,,Witty's Lagoon shoreline;low intertidal,,ALG
Mastocarpus cristatus,,false irish moss,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Phyllophoraceae,,,,,unobserved,30-Nov-05,Ryan Murphy,Race Rocks Inventory,,,,,,Camas Hill;,,ALG
Mastocarpus latissimus,,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Phyllophoraceae,,,,,observed,27-Apr-13,Sandra Lindstrom,Witty Beach Lindstrom 13,,,,,,Witty's Lagoon shoreline;Ph Phaeophyta;descr by Constanza Holzapfel,,ALG
Mastocarpus papillatus,,turkish washcloth,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Phyllophoraceae,,,,,observed,30-Apr-11,Philip Lambert,Lambert Race Rocks 11,,,,,,Race Rocks;,,ALG
Mastocarpus rigidus,,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Phyllophoraceae,,,,,observed,27-Apr-13,Sandra Lindstrom,Witty Beach Lindstrom 13,,,,,,Witty's Lagoon shoreline;Brown alga,,ALG
Matricaria discoidea,,pineapple weed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,,,observed,30-Apr-11,Peter McAuliffe,Race Rocks McAuliffe 11,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,PLA
Matthiola incana,,evening-scented stock,Plantae,Tracheophyta,,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,,,unobserved,8-Apr-06,Garry Fletcher,Race Rocks Inventory,,,,,,"Metch crown lands secs 64,66,67;Hand-collecting; Pantraps; Berlese Extractions;adult ",,PLA
Mazzaella oregona,,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Gigartinaceae,,,,,observed,27-Apr-13,Sandra Lindstrom,Witty Beach Lindstrom 13,,,,,,Witty's Lagoon shoreline;,,ALG
Mazzaella parksii,,iridescent horn-of-plenty,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Gigartinaceae,,,,,unobserved,15-Jan-05,Ryan Murphy,Race Rocks Inventory,,,,,,Matheson Park;,,ALG
Mazzaella splendens,,splendid iridescent seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Gigartinaceae,,,,,observed,5-May-12,Gretchen Markle,Markle Pearson 12,,,,,,Pearson College waterfront by kayak;lower intertidal,,ALG
Medicago arabica,,Spotted Medic,Plantae,Tracheophyta,,,Magnoliopsida,,,Fabales,,,Fabaceae,,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Matheson Park;,,PLA
Medicago lupulina,,black medic,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,,,observed,5-May-12,Joel Ussery,Ussery witty's 12,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Melica subulata,,Alaska oniongrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,"Tower Pt, Westmont, Devonian, Blinkhorn Lk, Veitch Cr;",,PLA
Melobesia mediocris,,seagrass crust,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,,,unobserved,22-Dec-14,Garry Fletcher,Race Rocks Inventory,,,,,,Race Rocks;under intertidal rocks,,ALG
Mentha arvensis,,field mint,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Lamiaceae,,,,,observed,5-May-12,Joe Antos,Mackinnon Winder B&G 12,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Mesophyllum,,,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,,,unobserved,22-Dec-14,Ryan Murphy,Race Rocks Inventory,,,,,,Race Rocks;Class Holothuroidea:descr by Andres Jennings,,ALG
Metaneckera menziesii,,Menzies? metaneckera,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Leucodontales,,,Neckeraceae,,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Camas Hill;,,PLA
Microcladia borealis,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,,,observed,5-May-12,Michelle Spani,Spani Pearson 12,,,,,,Pearson College waterfront;drilly kelp,,ALG
Microcladia coulteri,,delicate sea lace,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,,,observed,27-Apr-13,Sandra Lindstrom,Witty Beach Lindstrom 13,,,,,,Witty's Lagoon shoreline;Brown alga,,ALG
Microseris bigelovii,,Coast Microseris,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Polemoniaceae,,,,,unobserved,n.d.,CDC ? See Obs Notes,CDC Extractions,,,,,,Metchosin ? see Compiler Notes;Hand-collecting; Pantraps; Berlese Extractions;adult ,,PLA
Microsteris gracilis,,annual phlox,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Polemoniaceae,,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Race Rocks;,,PLA
Minuartia tenella,,slender sandwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Camas Hill;,,PLA
Mitella breweri,,Brewer?s mitrewort,Plantae,Tracheophyta,,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,,,observed,5-May-12,Peter McAuliffe,Lambert Weir Witty 12,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Mitella ovalis,,Oval-leaved mitrewort,Plantae,Tracheophyta,,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,"Tower Pt, Westmont, Devonian, Blinkhorn Lk, Veitch Cr;",,PLA
Mnium spinulosum,,red-mouthed leafy-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Mniaceae,,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Camas Hill;previously lactuca,,PLA
Moehringia lateriflora,,,Plantae,Tracheophyta,,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,,,observed,13-Jun-15,James Miskelly,Section 28 Miskelly 15,,,,,,Boys and Girls Club Metchosin;,,PLA
Moehringia macrophylla,,big-leaved sandwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Monotropa hypopithys,,pinesap,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,,,,observed,5-May-12,Heather Phillips,Winder Blinkhorn 12,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Monotropa uniflora,,indian pipe,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Montia chamissoi,,,Plantae,Tracheophyta,,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,,,observed,27-Apr-13,J. & K. Miskelly,DND Lands Area B 13,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Montia fontana,,blinks,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Montia howellii,,Howell?s montia,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,,,,observed,30-Apr-11,James Fenneman,Fenneman Gatten Camas 11,,,,,,Tower Point/Pearson/Matheson/Pedder Bay;,,PLA
Montia linearis,,narrow-leaved montia,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,,,,observed,5-May-12,James Fenneman,Fenneman Gatten Blinkhorn 12,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Montia parvifolia,,flagellate small-leaved blinks,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Trail to Sugarloaf Mountain from Sooke Hwy;,,PLA
Muscari neglectum,,,Plantae,Tracheophyta,,,Liliopsida,,,Asparagales,,,Asparagaceae,,,,,observed,5-May-12,James Fenneman,Fenneman Gatten Blinkhorn 12,,,,,,Camas Hill;,,PLA
Mycelis muralis,,wall lettuce,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,,,observed,30-Apr-11,Hans Roemer,Sugarloaf Expedition 11,,,,,,Mt Blinkhorn and Mt. Helmcken;,,PLA
