iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Subtaxon Author,Common name,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Documenting,Notes,Origin,Critical Notes
Limnodriloides victoriensis,957352,Limnodriloides victoriensis,"Brinkhurst & Baker, 1979",Animalia,Annelida,,,Clitellata,Oligochaeta,,Tubificida,Tubificina,,,Naididae,Limnodriloidinae,,Limnodriloides,victoriensis,,naidid worm,1979-07-05,Randy Baker,RBCM,,,unobserved,,native,
Phyllochaetopterus prolifica,467241,Phyllochaetopterus prolifica,"Potts, 1914",Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,,Chaetopteridae,,,Phyllochaetopterus,prolifica,,prolific three-section tubeworm,2006-11-11,Andy Lamb,PMLS,,,unobserved,,native,
Phyllochaetopterus,374226,Phyllochaetopterus sp.,,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,,Chaetopteridae,,,Phyllochaetopterus,,,three-section tubeworm,2007-10-14,Andy Lamb,PMLS,,,unobserved,misspelled Phyllochaeopterus claparedii,,
Diopatra ornata,339286,Diopatra ornata,"Moore, 1911",Animalia,Annelida,,,Polychaeta,Errantia,,Eunicida,,,,Onuphidae,Onuphinae,,Diopatra,ornata,,ornate tubeworm,1999-10-02,Andy Lamb,PMLS,2020-06-07,Jennifer Grant,observed,,native,
Aphrodita negligens,733687,Aphrodita negligens,"Moore, 1905",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Aphroditidae,,,Aphrodita,negligens,,sea mouse,1914-06-26,,RBCM,,,unobserved,,native,Described from Japan; may not be present in the NEP.
Oxydromus pugettensis,494514,Oxydromus pugettensis,"(Johnson, 1901)",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Hesionidae,Ophiodrominae,Ophiodromini,Oxydromus,pugettensis,,bat star commensal worm,2006-06-23,Andy Lamb,PMLS,2018-08-10,Karolle Wall,observed,,native,
Alitta williami,1115984,Alitta williami,"Villalobos-Guerrero & Bakken, 2018",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Nereididae,Nereidinae,,Alitta,williami,,giant piling sea-nymph worm,,,,2017-04-17,Kristian Sigvardsen,observed,,native,
Nereis zonata,347330,Nereis cf zonata,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Nereididae,Nereidinae,,Nereis,zonata,,ragworm,1986-09-30,,RBCM,,,unobserved,,,"Specimens from the NEP are likely to be mis-identified as this name is a holdover from when European literature dominated polychaete systematics. Northern European specimens have a distinct color pattern similar to our Cheilonereis cyclurus, which is very different from NEP worms identified as N. zonata."
Nereis,81791,Nereis sp.,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Nereididae,Nereidinae,,Nereis,,,sea-nymph worm,2008-03-01,Andy Lamb,PMLS,,,unobserved,,,
Nereis vexillosa,81790,Nereis vexillosa,"Grube, 1851",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Nereididae,Nereidinae,,Nereis,vexillosa,,banner sea-nymph,1969-02-22,Andy Lamb,PMLS,2019-05-04,Lena Dietz Chiasson,observed,,native,
Platynereis bicanaliculata,129876,Platynereis bicanaliculata,"(Baird, 1863)",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Nereididae,Nereidinae,,Platynereis,bicanaliculata,,algae-dwelling sea-nymph,,,,2019-05-04,Emily Adamczyk,observed,,native,
Eulalia,347275,Eulalia sp.,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Phyllodociformia,,,Phyllodocidae,Eteoninae,,Eulalia,,,,1959-12-11,Dan Quayle,RBCM,,,unobserved,,native,
Arctonoe fragilis,69914,Arctonoe fragilis,"(Baird, 1863)",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Arctonoinae,,Arctonoe,fragilis,,fragile ruffled scaleworm,1975-06-18,T. Kessler,RBCM,,,unobserved,,native,
Arctonoe pulchra,465156,Arctonoe pulchra,"(Johnson, 1897)",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Arctonoinae,,Arctonoe,pulchra,,red commensal scaleworm,1975-06-18,T. Kessler,RBCM,2019-05-04,Norah Brown,observed,,native,
Arctonoe vittata,122163,Arctonoe vittata,"(Grube, 1855)",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Arctonoinae,,Arctonoe,vittata,,red-banded commensal scaleworm,1975-06-18,T. Kessler,RBCM,,,unobserved,,native,
Halosydna brevisetosa,71236,Halosydna brevisetosa,"Kinberg, 1856",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Lepidonotinae,,Halosydna,brevisetosa,,eighteen-scaled worm,1969-02-22,Andy Lamb,PMLS,2019-05-05,Dave Metzger,observed,,native,
Harmothoe fragilis,873903,Harmothoe fragilis,"Moore, 1910",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Polynoinae,,Harmothoe,fragilis,,chocolate & white scaleworm,2012-10-06,Andy Lamb,PMLS,,,unobserved,,native,
Epigamia alexandri,1136117,Epigamia cf alexandri,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Syllidae,Autolytinae,Autolytini,Epigamia,alexandri,,noble necklace worm,1986-09-30,,RBCM,,,unobserved,,non-native,"Epigamia alexandri (Malmgren, 1867) describes a European species that is likely not present. What is known to be present is Epigamia magna."
Trypanedenta gemmipara,1136121,Trypanedenta gemmipara,"(Johnson, 1901)",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Syllidae,Syllinae,,Trypanedenta,gemmipara,,brown jewel necklace worm,1986-09-30,,RBCM,,,unobserved,,native,
Trypanosyllis,195014,Trypanosyllis sp.,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Syllidae,Syllinae,,Trypanosyllis,,,necklace-worm,1985-08-02,Andy Lamb,PMLS,,,unobserved,,,
Tomopteris,194976,Tomopteris sp.,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,,,,Tomopteridae,,,Tomopteris,,,,2010-05-30,Andy Lamb,PMLS,,,unobserved,,native,
Bispira pacifica,1199401,Bispira pacifica,"(Berkeley & Berkeley, 1954)",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Bispira,pacifica,,twin-eyed feather duster,1973-09-20,Andy Lamb,PMLS,,,unobserved,,,
Neosabellaria cementarium,339237,Neosabellaria cementarium,"(Moore, 1906)",Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,,Sabellariidae,,,Neosabellaria,cementarium,,cemented sandmason tubeworm,1996-09-28,Charlie Gibbs,PMLS,,,unobserved,reported as Sabellaria cementarium,native,
Chone aurantiaca,356415,Chone aurantiaca,"(Johnson, 1901)",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Chone,aurantiaca,,orange feather-duster,1999-05-04,Andy Lamb,PMLS,,,unobserved,,native,
Eudistylia vancouveri,84864,Eudistylia vancouveri,"(Kinberg, 1866)",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Eudistylia,vancouveri,,Vancouver feather-duster,1969-02-21,Andy Lamb,PMLS,2015-01-01,Peter Luckham,observed,,native,
Myxicola aesthetica,492594,Myxicola aff. aesthetica,,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Myxicola,aesthetica,,petite slime-tube feather-duster,2018-06-19,Andy Lamb,PMLS,,,unobserved,,native,"(Myxicola sp.A sensu Leslie Harris, provisional name); In Europe, M. aesthetica is found on docks & hard-surfaces. However, specimens from the NEP that exhibit this habit are morphologically and genetically different. In the past, several species of Myxicola were described from California, Puget Sound, and Alaska. This material needs to be re-examined."
Myxicola infundibulum,49533,Myxicola aff. infundibulum,,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Myxicola,infundibulum,,slime-tube feather-duster,1993-05-09,Charlie Gibbs,PMLS,,,unobserved,,native,"(Myxicola sp.B sensu Leslie Harris, provisional name); In Europe, M. infundibulum is found in soft-sediments. However, specimens from the NEP that exhibit this habit are morphologically and genetically different. In the past, several species of Myxicola were described from California, Puget Sound, and Alaska. This material needs to be re-examined."
Parasabella media,367054,Parasabella media,"Bush, 1905",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Parasabella,media,,parasol feather-duster,1994-09-10,Andy Lamb,PMLS,2021-03-10,Andrew Simon,observed,,native,
Pseudopotamilla occelata,485471,Pseudopotamilla occelata,"Moore, 1905",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Pseudopotamilla,occelata,,feather-duster,1986-09-30,,RBCM,,,unobserved,,native,
Schizobranchia insignis,339561,Schizobranchia insignis,"Bush, 1905",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Schizobranchia,insignis,,split-branch feather-duster,1969-02-21,Andy Lamb,PMLS,2017-05-26,Karolle Wall,observed,,native,
Apomatus geniculatus,939557,Apomatus geniculatus,"(Moore & Bush, 1904)",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Apomatus,geniculatus,,pearl-topped calcareous worm,2007-10-14,Andy Lamb,PMLS,,,unobserved,,native,
Crucigera zygophora,543574,Crucigera zygophora,"(Johnson, 1901)",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Crucigera,zygophora,,pale calcareous tubeworm,1986-09-30,,RBCM,,,unobserved,,native,
Pileolaria,353085,Pileolaria spp.,,Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,Uredinineae,,,Pileolariaceae,,,Pileolaria,,,dwarf calcareous tubeworm,1994-10-23,Andy Lamb,PMLS,,,unobserved,,,
Protula pacifica,538108,Protula pacifica,"Pixell, 1912",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Protula,pacifica,,white-crown calcareous tubeworm,1981-05-31,Andy Lamb,PMLS,,,unobserved,,native,
Pseudochitinopoma occidentalis,538107,Pseudochitinopoma occidentalis,"(Bush, 1905)",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Pseudochitinopoma,occidentalis,,western calcareous tubeworm,2006-03-05,Andy Lamb,PMLS,,,unobserved,,native,
Salmacina tribranchiata,194972,Salmacina tribranchiata,"(Moore, 1923)",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Salmacina,tribranchiata,,three-branch calcareous tubeworm,2006-11-18,Andy Lamb,PMLS,,,unobserved,,native,
Serpula columbiana,131207,Serpula columbiana,"Johnson, 1901",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Serpula,columbiana,,red-trumpet calcareous tubeworm,1986-04-08,,RBCM,2015-09-25,Karolle Wall,observed,,native,Listed in older references as Serpula vermicularis which is a valid species but now restricted in range to Europe.
Cirratulus spectabilis,1136116,Cirratulus spectabilis,"(Kinberg, 1866)",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Cirratulus,spectabilis,,red threads worm,1986-09-30,,RBCM,,,unobserved,,native,
Dodecaceria concharum,464813,Dodecaceria concharum,"Örsted, 1843",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Dodecaceria,concharum,,coralline-encased filament-worm,1999-07-31,Charlie Gibbs,PMLS,2021-01-09,Andrew Simon,observed,,non-native,Dodecaceria concharum is a European species which may not be present in the NEP; molecular analysis is required to confirm.
Dodecaceria fewkesi,192656,Dodecaceria fewkesi,"Berkeley & Berkeley, 1954",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Dodecaceria,fewkesi,,fringed filament-worm,1969-02-21,Andy Lamb,PMLS,2016-02-07,Peter Luckham,observed,,native,Dodecaceria fewkesi creates its own calcareous tube while D. concharum burrows into calcareous substrates.
Neoleprea spiralis,1136118,Neoleprea spiralis,"(Johnson, 1901)",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,,Terebellidae,Terebellinae,,Neoleprea,spiralis,,spaghetti worm,1986-09-30,,RBCM,,,unobserved,,native,
Pista elongata,338339,Pista elongata,"Moore, 1909",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,,Terebellidae,Terebellinae,,Pista,elongata,,basket-top spaghetti worm,1993-08-16,Andy Lamb,PMLS,,,unobserved,,native,
Thelepus,117588,Thelepus spp.,,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,,Terebellidae,Thelepodinae,,Thelepus,,,curly-head spaghetti worm,1985-08-02,Andy Lamb,PMLS,,,unobserved,,,
Chaetopterus variopedatus,216631,Chaetopterus variopedatus complex,,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,,Chaetopteridae,,,Chaetopterus,variopedatus,,U-shaped parchment tubeworm,2006-03-05,Andy Lamb,PMLS,,,unobserved,,,More research is required to determine which species of Chaetopterus is present in the region.
Spiochaetopterus costarum,130236,Spiochaetopterus costarum,"(Claparède, 1869)",Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,,Chaetopteridae,,,Spiochaetopterus,costarum,,jointed three-section tubeworm,1985-12-07,Andy Lamb,PMLS,,,unobserved,misspelled Spiochaeopterus costarum,native,"Reported as Spiochaetopterus costarum pottsi (Berkeley, 1927), an unaccepted infrataxon (WoRMS Editorial Board 2021)."
Sagittoidea,246116,Sagittoidea,,Animalia,Chaetognatha,,,Sagittoidea,,,,,,,,,,,,,arrow worm,1995-02-23,Charlie Gibbs,PMLS,,,unobserved,,,"PMLS records of Parasagitta elegans cannot be confirmed. Eukrohnia hamata Mijbius (1875) has been documented within the Salish Sea, where it occurs infrequently, being an oceanic species occasionally borne in by the intrusion of offshore waters"
Emplectonema gracile,337279,Emplectonema gracile,"(Johnston, 1837)",Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Emplectonema,gracile,,green ribbon worm,1969-02-22,Andy Lamb,PMLS,,,unobserved,,native,
Paranemertes peregrina,51284,Paranemertes peregrina,"Coe, 1901",Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Neesiidae,,,Paranemertes,peregrina,,purple ribbon worm,,,,2019-05-04,Dave Metzger,observed,,native,
Tubulanus albocinctus,873878,Tubulanus albocinctus,"(Coe, 1904)",Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,albocinctus,,white-ringed ribbon worm,1996-05-29,Charlie Gibbs,PMLS,,,unobserved,,native,
Tubulanus polymorphus,117581,Tubulanus polymorphus,"Renier, 1804",Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,polymorphus,,orange ribbon worm,2008-08-23,Andy Lamb,PMLS,2017-05-27,Karolle Wall,observed,,native,
Tubulanus sexlineatus,121950,Tubulanus sexlineatus,"(Griffin, 1898)",Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,sexlineatus,,six-lined ribbon worm,1969-02-22,Andy Lamb,PMLS,2018-08-10,Karolle Wall,observed,,native,
Micrura verrilli,117598,Micrura verrilli,"Coe, 1901",Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,,Lineidae,,,Micrura,verrilli,,purple ribbon worm,2006-09-28,Andy Lamb,PMLS,,,unobserved,,native,
Eurylepta leoparda,447179,Eurylepta leoparda,"Freeman, 1933",Animalia,Platyhelminthes,Rhabditophora,,,,,Polycladida,Cotylea,,,Euryleptidae,,,Eurylepta,leoparda,,spotted flatworm,1996-09-28,Charlie Gibbs,PMLS,2015-04-22,Karolle Wall,observed,,native,
Kaburakia excelsa,56699,Kaburakia excelsa,"Bock, 1925",Animalia,Platyhelminthes,Rhabditophora,,,,,Polycladida,Acotylea,,Stylochoidea,Callioplanidae,,,Kaburakia,excelsa,,giant flatworm,2016-07-24,Andy Lamb,PMLS,2019-04-27,Andrew Simon,observed,,native,
Golfingia vulgaris,874030,Golfingia vulgaris,"(de Blainville, 1827)",Animalia,Annelida,,,,,,Sipuncula,,,,Golfingiidae,,,Golfingia,vulgaris,,brown peanut worm,2007-12-15,Andy Lamb,PMLS,,,unobserved,,native,
Terebratalia transversa,122157,Terebratalia transversa,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,,transverse lamp shell,1981-05-31,Andy Lamb,PMLS,,,unobserved,,native,
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,,spiral bryozoan,1969-02-22,Andy Lamb,PMLS,2017-05-26,Karolle Wall,observed,,native,
Caulibugula californica,802658,Caulibugula californica,"Robertson, 1905",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Caulibugula,californica,,parasol bryozoan,2007-12-15,Andy Lamb,PMLS,,,unobserved,,native,
Dendrobeania lichenoides,339213,Dendrobeania lichenoides,"(Robertson, 1900)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Dendrobeania,lichenoides,,leaf crust bryozoan,1985-07-29,Andy Lamb,PMLS,,,unobserved,,native,
Dendrobeania murrayana,205170,Dendrobeania murrayana,"(Bean in Johnston, 1847)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Dendrobeania,murrayana,,fan bryozoan,1985-08-02,Andy Lamb,PMLS,,,unobserved,,native,
Cellaria diffusa,196077,Cellaria diffusa,"Robertson, 1905",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Cellarioidea,Cellariidae,,,Cellaria,diffusa,,spindly rabbit-ear bryozoan,1995-02-24,Charlie Gibbs,PMLS,,,unobserved,,native,
Celleporina robertsoniae,485340,Celleporina robertsoniae,"(Canu & Bassler, 1923)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Celleporoidea,Celleporidae,,,Celleporina,robertsoniae,,rusty bryozoan,1997-04-15,Donna Gibbs,PMLS,,,unobserved,misspelled Celleprina robertsoni,native,
Membranipora villosa,360867,Membranipora villosa,"Hincks, 1880",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Membraniporina,,Membraniporoidea,Membraniporidae,,,Membranipora,villosa,,kelp-encrusting bryozoan,1993-08-16,Andy Lamb,PMLS,2019-08-04,Andrew Simon,observed,reported as Membranipora serrilamella (synonymous),native,
Primavelans insculpta,429861,Primavelans insculpta,"(Hincks, 1883)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Schizoporelloidea,Pacificincolidae,,,Primavelans,insculpta,,fluted bryozoan,1995-02-26,Charlie Gibbs,PMLS,,,unobserved,reported as Hippodiplosia insculpta,native,
Phidolopora pacifica,51796,Phidolopora pacifica,"(Robertson, 1908)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Celleporoidea,Phidoloporidae,,,Phidolopora,pacifica,,lattice-work bryozoan,1985-12-07,Andy Lamb,PMLS,,,unobserved,,native,
Schizoporella japonica,519486,Schizoporella japonica,"Ortmann, 1890",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Schizoporelloidea,Schizoporellidae,,,Schizoporella,japonica,,orange ripple bryozoan,1973-09-20,Andy Lamb,PMLS,2019-05-04,Joan Septembre,observed,misspelled Schizoporella japonicus,non-native,"Schizoporella japonica is an introduced species in the NEP, although we have at least one other introduced Schizoporella in California. Schizoporella unicornis is now restricted to Europe."" (Jim Carlton pers. comm 2019)"
Alcyonidium pedunculatum,873864,Alcyonidium pedunculatum,"Robertson, 1902",Animalia,Bryozoa,,,Gymnolaemata,,,Ctenostomatida,Alcyonidiina,,Alcyonidioidea,Alcyonidiidae,,,Alcyonidium,pedunculatum,,smooth leather bryozoan,1994-02-26,Charlie Gibbs,PMLS,,,unobserved,,native,
Amathia,195986,Amathia sp.,,Animalia,Bryozoa,,,Gymnolaemata,,,Ctenostomatida,Vesicularina,,Vesicularioidea,Vesiculariidae,,,Amathia,,,tubeworm fuzz,2006-06-23,Andy Lamb,PMLS,,,unobserved,,,"Reported as Bowerbankia Farre, 1837, an unaccepted synonym (WoRMS Editorial Board 2022)."
Crisia,192680,Crisia spp.,,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Articulina,,,Crisiidae,,,Crisia,,,white tuft bryozoans,1985-07-29,Andy Lamb,PMLS,,,unobserved,,,
Diaperoforma californica,345872,Diaperoforma californica,"(d'Orbigny, 1853)",Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,,,,,,,Diaperoforma,californica,,southern staghorn bryozoan,1985-12-07,Andy Lamb,PMLS,,,unobserved,,native,
Heteropora alaskensis,873902,Heteropora alaskensis,"Borg, 1933",Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,,Heteroporidae,,,Heteropora,alaskensis,,delicate staghorn bryozoan,2008-07-19,Andy Lamb,PMLS,,,unobserved,,native,
Heteropora pacifica,465163,Heteropora pacifica,"Borg, 1933",Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,,Heteroporidae,,,Heteropora,pacifica,,northern staghorn bryozoan,1971-08-21,Andy Lamb,PMLS,,,unobserved,,native,
Disporella separata,465160,Disporella separata,"Osburn, 1953",Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Rectangulata,,,Lichenoporidae,,,Disporella,separata,,purple encrusting bryozoan,1997-04-15,Donna Gibbs,PMLS,,,unobserved,,native,
Barentsia,211513,Barentsia sp.,,Animalia,Entoprocta,,,,,,,,,,Barentsiidae,,,Barentsia,,,nodding heads,1985-12-07,Andy Lamb,PMLS,,,unobserved,,,
Phoronis ijimai,372139,Phoronis ijimai,"Oka, 1897",Animalia,Phoronida,,,,,,,,,,Phoronidae,,,Phoronis,ijimai,,white colonial Phoronid,2008-04-27,Andy Lamb,PMLS,2013-06-26,Karolle Wall,observed,,native,
Anthopleura artemisia,51658,Anthopleura artemisia,"(Pickering in Dana, 1846)",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Anthopleura,artemisia,,burrowing anemone,1996-09-29,Charlie Gibbs,PMLS,2013-10-13,Peter Luckham,observed,,native,
Anthopleura elegantissima,52564,Anthopleura elegantissima,"(Brandt, 1835)",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Anthopleura,elegantissima,,pink-tipped anemone,1985-12-07,Andy Lamb,PMLS,2013-10-13,Bridget Spencer,observed,,native,
Cribrinopsis fernaldi,465158,Cribrinopsis fernaldi,"Siebert & Spaulding, 1976",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Cribrinopsis,fernaldi,,snakelock anemone,1971-08-21,Andy Lamb,PMLS,,,unobserved,,native,
Cribrinopsis rubens,936577,Cribrinopsis rubens,"Sanamyan, Sanamyan, McDaniel, Martynov, Korshunova & Bocharova, 2019",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Cribrinopsis,rubens,,crimson anemone,2006-11-11,Andy Lamb,PMLS,,,unobserved,,native,
Epiactis lisbethae,429853,Epiactis lisbethae,"Fautin & Chia, 1986",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Epiactis,lisbethae,,brooding anemone,1999-07-31,Charlie Gibbs,PMLS,,,unobserved,,native,
Epiactis prolifera,49060,Epiactis prolifera,"Verrill, 1869",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Epiactis,prolifera,,proliferating anemone,1973-09-20,Andy Lamb,PMLS,,,unobserved,,native,
Urticina clandestina,898651,Urticina clandestina,"Sanamyan N., Sanamyan K. & McDaniel, 2013",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Urticina,clandestina,,stubby rose anemone,1969-02-22,Andy Lamb,PMLS,2016-02-07,Peter Luckham,observed,,native,
Urticina grebelnyi,492672,Urticina grebelnyi,"Sanamyan & Sanamyan, 2006",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Urticina,grebelnyi,,painted anemone,1986-09-30,,RBCM,2013-10-13,Peter Luckham,observed,,native,Reported as Urticina crassicornis in collections at the RBCM (986-00197-009). This European species concept is commonly misapplied to U. grebelnyi. See Sanamyan and Sanamyan 2006.
