Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID
Epilobium foliosum,(Torr. & A. Gray) Suksd.,California willowherb,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S4S5,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,76829
Epilobium halleanum,Hausskn.,Hall's willowherb,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S3S4 (2018),reported,unobserved,2009-01-01,Quentin Cronk,Mayne Flora List,,,,,,,
Epilobium minutum,Lindl. ex Lehm.,little willowherb,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S5,confirmed,observed,1996-05-22,"Jenifer Penny, Charlotte Norris & Harvey Janszen",RBCM,V185504,5/8/2019,Andrew Simon,https://www.inaturalist.org/observations/24874225,https://static.inaturalist.org/photos/38474812/medium.jpeg?1557466609,,57150
Nuphar polysepala,Engelm.,western yellow pond lily,Plantae,Magnoliophyta,,,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,native,S5,new 2019,observed,,,,,5/31/2019,Andrew Simon,https://www.inaturalist.org/observations/26153577,https://static.inaturalist.org/photos/40581395/medium.jpeg?1559354980,,78234
Nymphaea odorata,,American white waterlily,Plantae,Magnoliophyta,,,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,,,new 2016,observed,,,,,6/4/2016,Richard Hartnup,https://www.inaturalist.org/observations/19440230,https://static.inaturalist.org/photos/29906710/medium.jpg?1546690504,,51119
Oxalis corniculata,L.,creeping woodsorel,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Oxalidales,,,Oxalidaceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,53168
Oxalis sp.,,woodsorrels,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Oxalidales,,,Oxalidaceae,,,,confirmed,observed,,,,,6/3/2019,Andrew Simon,https://www.inaturalist.org/observations/26372179,https://static.inaturalist.org/photos/40946008/medium.jpeg?1559624516,,47758
Oxalis stricta,L.,common yellow oxalis,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Oxalidales,,,Oxalidaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,53183
Achlys triphylla,DC.,vanilla leaf,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Berberidaceae,,native,S5,confirmed,observed,1899-05-09,Anonymous,UBC,V6237,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13349294,,,75263
Berberis aquifolium,Pursh,tall Oregon grape,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Berberidaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,4/5/2019,Andrew Simon,https://www.inaturalist.org/observations/22070912,https://static.inaturalist.org/photos/34178737/medium.jpeg?1554525710,,126887
Berberis nervosa,Pursh,Cascade Oregon-grape,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Berberidaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,8/2/2017,derrillt,http://inaturalist.ca/observations/7322925,https://static.inaturalist.org/photos/9484183/medium.jpg?1501704046,,75756
Eschscholzia californica ,Cham.,California poppy,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Papaveraceae,,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,7/4/2019,Andrew Simon,https://www.inaturalist.org/observations/28204821,https://static.inaturalist.org/photos/43949897/medium.jpeg?1562284296,,48225
Papaver somniferum,L.,opium poppy,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Papaveraceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,78346
Aquilegia formosa,Fisch. ex DC.,red columbine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S5 (2015),confirmed,observed,1975-05-28,Harvey Janszen,RBCM,V083427,5/29/2019,Andrew Simon,https://www.inaturalist.org/observations/26031778,https://static.inaturalist.org/photos/40385119/medium.jpeg?1559176231,,48244
Clematis vitalba,L.,traveller's joy,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,exotic,unlisted,reported,unobserved,7/26/1980,Harvey Janszen,SEM,V107425,,,,,,
Consolida ajacis,(L.) Schur,giant larkspur,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,exotic,unlisted,reported,unobserved,1912-07-11,John Macoun,RBCM,V001909,,,,,,76430
Delphinium menziesii,DC.,Menzies' larkspur,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S4,confirmed,observed,4/6/1979,Harvey Janszen,SEM,V098033X,5/8/2019,Andrew Simon,https://www.inaturalist.org/observations/24874228,https://static.inaturalist.org/photos/38474832/medium.jpeg?1557466639,,153479
Myosurus minimus,L.,tiny mousetail,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S3S4 (2015),reported,unobserved,2016-04-09,MICS,Edith Point Ecological Baseline Report,,,,,,,58306
Ranunculus acris,L.,meadow buttercup,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,exotic,unlisted,confirmed,observed,1975-05-28,Harvey Janszen,RBCM,V083426,6/5/2019,Andrew Simon,https://www.inaturalist.org/observations/26624259,https://static.inaturalist.org/photos/41351201/medium.jpeg?1560020025,,56064
Ranunculus aquatilis,L.,common water crowfoot,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S3S4 (2007),reported,unobserved,1979-05-31,Harvey Janszen,RBCM,V097847,,,,,"""Ranunculus aquatilis var. hispidulus"" in collection; that taxon does not appear to be recogonized by the province",78817
Ranunculus cymbalaria,Pursh,seaside buttercup,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S5 (2015),reported,unobserved,1975-08-04,Harvey Janszen,RBCM,V083251,,,,,,
Ranunculus flammula,L.,lesser spearwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S5 (2008),confirmed,observed,1914-05-24,John Macoun,RBCM,V001942,5/31/2019,Andrew Simon,https://www.inaturalist.org/observations/26153600,https://static.inaturalist.org/photos/40582978/medium.jpeg?1559356390,Ranunculus flammula ssp. reptans reported,67826
Ranunculus occidentalis,Nutt.,western buttercup,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S5,reported,unobserved,1975-05-29,Harvey Janszen,RBCM,V083282,,,,,,68057
Ranunculus repens,L.,creeping buttercup,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,exotic,unlisted,confirmed,observed,1975-05-29,Harvey Janszen,RBCM,V083432,4/17/2019,Andrew Simon,https://www.inaturalist.org/observations/22685429,https://static.inaturalist.org/photos/35150577/medium.jpeg?1555635693,,48229
Ranunculus uncinatus,D. Don ex G. Don,woodland buttercup,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S5,reported,unobserved,1975-05-28,Harvey Janszen,RBCM,V083333,,,,,,63898
Sedum acre,L.,Biting Stonecrop,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Crassulaceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,55734
Sedum lanceolatum ssp. nesioticum,(G.N. Jones) R.T. Clausen,lanceleaf stonecrop,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Crassulaceae,,native,S3S4 (2001),reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,238479
Sedum spathulifolium,Hook.,broad-leaved Stonecrop,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Crassulaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13350941,https://static.inaturalist.org/photos/19567938/medium.jpeg?1528762849,,58886
Sedum stenopetalum,Pursh,wormleaf stonecrop,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Crassulaceae,,native,S4 (2001),reported,unobserved,1895-06,Albert J. Hill,UBC,V12156,,,,,,79033
Shepherdia canadensis,(L.) Nutt.,sopalali,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Elaeagnaceae,,native,S5 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,79072
Ribes divaricatum,Douglas,wild gooseberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Grossulariaceae,,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,4/19/2019,Andrew Simon,https://www.inaturalist.org/observations/22740107,https://static.inaturalist.org/photos/35240431/medium.jpeg?1555729534,,53448
Ribes lobbii,A. Gray,gummy gooseberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Grossulariaceae,,native,S4 (2015),reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,78861
Ribes sanguineum,Pursh,red-flowering currant,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Grossulariaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,4/9/2019,Andrew Simon,https://www.inaturalist.org/observations/22308518,https://static.inaturalist.org/photos/34549554/medium.jpeg?1554946497,,53435
Frangula purshiana,Cooper,cascara,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rhamnaceae,,native,S5,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,77156
Amelanchier alnifolia var. semiintegrifolia ,(Hook.) C.L. Hitchc.,Saskatoon serviceberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S4S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,5/9/2018,Roger Steeb,https://www.inaturalist.org/observations/12524548,https://static.inaturalist.org/photos/18085199/medium.jpg?1526504314,our coastal variety may alternatively be referred to as Amelanchier florida (Lindl.),363449
Aphanes arvensis,L.,field parsley piert,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,5/8/2019,Andrew Simon,https://www.inaturalist.org/observations/24874235,https://static.inaturalist.org/photos/38474989/medium.jpeg?1557466940,,158445
Aphanes occidentalis,(Nutt. ex Torr. & A. Gray) Rydb.,western parsley-piert,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5 (2015),reported,unobserved,2009-01-01,Quentin Cronk,Mayne Flora List,,,,,,,64548
Crataegus douglasii,Lindl.,black hawthorn,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S4 (2015)  ,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,5/17/2019,Bob Kennedy,https://www.inaturalist.org/observations/25625992,https://static.inaturalist.org/photos/39707417/medium.jpg?1558629048,,76469
Crataegus monogyna,Jacq.,common hawthorn,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,exotic,unlisted,confirmed,observed,1979-05-10,Harvey Janszen,RBCM,V098057,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13351326,https://static.inaturalist.org/photos/19568623/medium.jpeg?1528763603,,51147
Fragaria chiloensis,(L.) Duchesne,beach strawberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S4 (2001),reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,55367
Fragaria vesca var. bracteata,(A.Heller) R.J.Davis,woodland strawberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,5/21/2019,Don Enright,https://www.inaturalist.org/observations/25498898,https://static.inaturalist.org/photos/39502572/medium.jpg?1558445566,,50298
Geum macrophyllum,Willd.,large-leaved avens,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13350032,https://static.inaturalist.org/photos/19566256/medium.jpeg?1528761063,,77266
Holodiscus discolor,(Pursh) Maxim.,oceanspray,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,6/26/2016,Lauren Magner,http://www.inaturalist.org/observations/3531251,https://static.inaturalist.org/photos/4114088/medium.JPG?1467004885,,53414
Malus fusca,(Raf.) C.K. Schneid,Pacific crab apple,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5 (2000),confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,4/28/2019,Andrew Simon,https://www.inaturalist.org/observations/24711265,https://static.inaturalist.org/photos/38211709/medium.jpeg?1557197640,,77948
Physocarpus capitatus,(Pursh) Kuntze,Pacific ninebark,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S4S5 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,57249
Potentilla anserina ssp. pacifica,(Howell) Rousi,Pacific silverweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,5/21/2019,Andrew Simon,https://www.inaturalist.org/observations/25541064,https://static.inaturalist.org/photos/39574717/medium.jpeg?1558494465,,61097
Potentilla egedii,Wormskj.,coastal silverweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,reported,unobserved,1975-07-09,Harvey Janszen,RBCM,V083313,,,,,,62216
Potentilla recta,L.,sulphur cinquefoil,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,exotic,unlisted,reported,unobserved,1979-06-04,Harvey Janszen,RBCM,V097994,,,,,,
Poterium sanguisorba var. polygamum,L.,fodder burnet,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,exotic,unlisted,reported,unobserved,7/23/1987,Gerald B. Straley,UBC,V193231,,,,,,
Prunus avium,(L.) L.,sweet cherry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,exotic,unlisted,reported,unobserved,2016-04-09,MICS,Edith Point Ecological Baseline Report,,,,,,,61964
Prunus emarginata,(Douglas ex Hook.) Walp.,bitter cherry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,4/19/2019,Andrew Simon,https://www.inaturalist.org/observations/22740102,https://static.inaturalist.org/photos/35240133/medium.jpeg?1555729198,,63905
Prunus serrulata,,Japanese Cherry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,,,new 2019,observed,,,,,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25454737,https://static.inaturalist.org/photos/39424019/medium.jpeg?1558373987,,125742
Prunus virginiana,L.,choke cherry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,54835
Rosa canina,L.,Dog-rose,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,55884
Rosa gymnocarpa,Nutt. ex Torr. & A. Gray,baldhip rose,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,53441
Rosa nutkana,C. Presl,Nootka rose,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,confirmed,observed,8/27/1957,T.R. Ashlee,UBC,V765655,8/6/2017,Riley Pollom,https://www.inaturalist.org/observations/7536410,https://static.inaturalist.org/photos/9831123/medium.jpeg?1503013482,,78883
Rosa rubiginosa,L.,sweet-brier,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,1/28/2019,Andrew Simon,https://www.inaturalist.org/observations/19942064,https://static.inaturalist.org/photos/30766941/medium.jpeg?1548732640,,78886
Rubus armeniacus,Focke,Himalayan blackberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,61317
Rubus idaeus,L.,red raspberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,
Rubus laciniatus,(Weston) Willd.,cutleaf blackberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,78891
Rubus leucodermis,Douglas ex Torr. & A. Gray (unresolved),blackcap raspberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,63960
Rubus parviflorus,Nutt.,thimbleberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,5/17/2019,Bob Kennedy,https://www.inaturalist.org/observations/25625986,https://static.inaturalist.org/photos/39707373/medium.jpg?1558629020,,51646
Rubus spectabilis ,Pursh,salmonberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,8/7/2017,Riley Pollom,https://www.inaturalist.org/observations/7536413,https://static.inaturalist.org/photos/9831128/medium.jpeg?1503013494,,47543
Rubus ursinus,Cham. & Schltdl.,trailing blackberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13349700,https://static.inaturalist.org/photos/19565684/medium.jpeg?1528760360,,53445
Sanguisorba minor ssp. muricata,(Spach ex Bonnier & Layens) Briq.,blue elderberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,exotic,unlisted,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,55736
Sorbus aucuparia,L.,rowan,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,56063
Spiraea douglasii,Hook.,rose spiraea,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,5/21/2019,Andrew Simon,https://www.inaturalist.org/observations/25541065,https://static.inaturalist.org/photos/39574718/medium.jpeg?1558494465,,62493
Urtica dioica,L.,nettle,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Urticaceae,,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13349661,https://static.inaturalist.org/photos/19565545/medium.jpeg?1528760203,,51884
Acer glabrum var. douglasii ,(Hook.) Dippel,mountain maple,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Sapindales,,,Sapindaceae,,native,S5 (2015),confirmed,observed,8/10/1956,T.R. Ashlee,UBC,V765694,5/24/2019,Andrew Simon,https://www.inaturalist.org/observations/25720390,https://static.inaturalist.org/photos/39867140/medium.jpeg?1558767968,,63078
Acer macrophyllum,Pursh,big leaf maple,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Sapindales,,,Sapindaceae,,native,S5,confirmed,observed,3/25/1972,John Pinder-Moss,UBC,V138418,2/1/2019,Andrew Simon,https://www.inaturalist.org/observations/20023023,https://static.inaturalist.org/photos/30907106/medium.jpeg?1549077095,,48227
Myriophyllum spicatum,L.,spiked water-milfoil,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Haloragaeae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,78157
Heuchera micrantha var. diversifolia,Douglas ex Lindl.,crevice alumroot,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,native,S4,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,4/27/2019,Don Enright,https://www.inaturalist.org/observations/23554001,https://static.inaturalist.org/photos/36471440/medium.jpg?1556421249,,51274
Lithophragma glabrum,Nutt.,smooth woodland star,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,native,S5 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,77789
Lithophragma parviflorum,(Hook.) Nutt.,smallflower woodland star,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,4/5/2019,Andrew Simon,https://www.inaturalist.org/observations/22070924,https://static.inaturalist.org/photos/34178910/medium.jpeg?1554526086,,77791
Micranthes integrifolia,(Hook.) Small,grassland saxifrage,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,native,S4 (2001),confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,4/5/2019,Andrew Simon,https://www.inaturalist.org/observations/22070911,https://static.inaturalist.org/photos/34178717/medium.jpeg?1554525675,,78027
Saxifraga cespitosa,L.,tufted saxifrage,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,native,S4 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,78985
Tellima grandiflora,(Pursh) Douglas ex Lindl.,fringe cups,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,native,S5,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,8/7/2017,Riley Pollom,https://www.inaturalist.org/observations/7536414,https://static.inaturalist.org/photos/9831132/medium.jpeg?1503013500,,51655
Tiarella trifoliata,L.,threeleaf foamflower,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,native,S5,reported,unobserved,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,,,,51643
Calystegia sepium ,(L.) R. Br.,hedge bindweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Solanales,,,Convolvulaceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,57481
Convolvulus arvensis,L.,field bindweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Solanales,,,Convolvulaceae,,exotic,unlisted,confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,7/4/2019,Andrew Simon,https://www.inaturalist.org/observations/28204820,https://static.inaturalist.org/photos/43949841/medium.jpeg?1562284266,,53021
Cuscuta epithymum,,goldenthread,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Solanales,,,Convolvulaceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,
Cuscuta pacifica,Costea & M.A.R. Wright,goldenthread,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Solanales,,,Convolvulaceae,,native,S4 (2015)  ,reported,unobserved,1913-07-11,John Macoun,RBCM,V003976A,,,,,reported as C. salina,76553
Solanum sarrachoides,Sendtn.,hairy nightshade,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Solanales,,,Solanaceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,120519
Solanum americanum var. nodiflorum,Mill.,American black nightshade,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Solanales,,,Solonaceae,,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,59035
