Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First Observed,Observer,iNaturalist Link,iNaturalist photo,Notes,ID
Suillus lakei  ,,western painted Suillus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,,native,unlisted,new 2019,unobserved,5/5/2019,Juliet Pendray & James Holkko,Bioblitz 2019,,,,,,,118159
Suillus spraguei,,Painted Suillus,Fungi,Basidiomycota,,,Agaricomycetes,,,Boletales,,,Suillaceae,,,,new 2019,observed,,,,,5/5/2019,Scott Gilmore,https://www.inaturalist.org/observations/24738423,https://static.inaturalist.org/photos/38257091/medium.jpg?1557250295,,782231
Clavulina rugosa,(Bull.) J. Schröt.,wrinkled coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Clavulinaceae,,native,unlisted,new 2019,observed,,,,,1/29/2019,Andrew Simon,https://www.inaturalist.org/observations/19956814,https://static.inaturalist.org/photos/30792942/medium.jpeg?1548803025,,81961
Byssomerulius corium,(Pers.) Parmasto,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Phanerochaetaceae,,native,unlisted,new 2019,unobserved,5/5/2019,Juliet Pendray & James Holkko,Bioblitz 2019,,,,,,,
Cryptoporus volvatus,(Peck) Shear,cryptic globe fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Polyporaceae,,native,unlisted,new 2019,unobserved,5/5/2019,Juliet Pendray & James Holkko,Bioblitz 2019,,,,,,,
Trametes hirsuta,(Wulfen) Lloyd,hairy turkey-tail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Polyporaceae,,native,unlisted,new 2018,observed,,,,,12/30/2018,flyonthewall,https://www.inaturalist.org/observations/19329012,https://static.inaturalist.org/photos/29719217/medium.jpg?1546242447,,116695
Trametes versicolor,(L.) Lloyd,turkey-tail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Polyporaceae,,native,unlisted,new 2019,unobserved,5/5/2019,Juliet Pendray & James Holkko,Bioblitz 2019,,,,,,,54134
Aleurodiscus sp.,,corticioid fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,native,unlisted,new 2019,unobserved,5/5/2019,Juliet Pendray & James Holkko,Bioblitz 2019,,,,,,Aleurodiscus sp. ,
Stereum hirsutum,,false turkey-tail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,native,unlisted,new 2019,observed,,,,,3/4/2019,Andrew Simon,https://www.inaturalist.org/observations/20960491,https://static.inaturalist.org/photos/32361167/medium.jpeg?1551752981,,55501
Thelephora palmata,(Scop.) Fr.,stinking earthfan,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Thelephoraceae,,native,unlisted,new 2019,observed,,,,,1/29/2019,Andrew Simon,https://www.inaturalist.org/observations/19956816,https://static.inaturalist.org/photos/30792946/medium.jpeg?1548803038,,118100
Dacrymyces stillatus,Nees,jelly fungus,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,Dacrymycetaceae,,native,unlisted,new 2019,observed,,,,,1/17/2019,Andrew Simon,https://www.inaturalist.org/observations/19703789,https://static.inaturalist.org/photos/30353078/medium.jpeg?1547775730,,53276
Pucciniastrum goeppertianum,(Kühn) Kleb.,fir-blueberry rust,Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,,,Pucciniastraceae,,native,unlisted,new 2019,unobserved,2019-05-05,Juliet Pendray & James Holkko,Bioblitz 2019,,,,,,,207609
Tremella cf globospora,,,Fungi,Basidiomycota,Agaricomycotina,,Tremellomycetes,,,Tremellales,,,Tremellaceae,,,,new 2019,observed,,,,,3/26/2019,Andrew Simon,https://www.inaturalist.org/observations/21652921,https://static.inaturalist.org/photos/33522176/medium.jpeg?1553652252,,823479
Fuligo septica,(L.) F.H. Wigg.,dog vomit slime,Protozoa,Mycetozoa,,,Myxomycetes,,,Physarales,,,Physaraceae,,native,unlisted,new 2018,observed,,,,,9/23/2018,mikewy,https://www.inaturalist.org/observations/19430634,https://static.inaturalist.org/photos/29890833/medium.jpeg?1546651593,,55483
Melanohalea elegantula,"(Zahlbr.) O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. & Lumbsch. ",progressive camouflage,,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S4S5 (2018),new 2019,unobserved,2019-05-05,Juliet Pendray & James Holkko,Bioblitz 2019,,,,,,,
