iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Infra taxa,Habitat,Islands,id
Eriophorum chamissonis,162678,Eriophorum chamissonis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Scirpeae,Eriophorum,chamissonis,,Wetland,1,DUN:382
Eriophorum gracile,77045,Eriophorum gracile,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Scirpeae,Eriophorum,gracile,,Wetland,1,DUN:383
Rhynchospora alba,57862,Rhynchospora alba,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Rhynchosporeae,Rhynchospora,alba,,Wetland,1,DUN:384
Schoenoplectus acutus,59205,Schoenoplectus acutus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Fuireneae,Schoenoplectus,acutus,,Wetland,6,DUN:385
Schoenoplectus americanus,59066,Schoenoplectus americanus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Fuireneae,Schoenoplectus,americanus,,Shoreline,2,DUN:386
Schoenoplectus subterminalis,78997,Schoenoplectus subterminalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Fuireneae,Schoenoplectus,subterminalis,,Wetland,1,DUN:387
Schoenoplectus tabernaemontani,78998,Schoenoplectus tabernaemontani,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Fuireneae,Schoenoplectus,tabernaemontani,,Wetland,3,DUN:388
Scirpus atrocinctus,168640,Scirpus atrocinctus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Scirpeae,Scirpus,atrocinctus,,Wetland,1,DUN:389
Scirpus cyperinus,79002,Scirpus cyperinus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Scirpeae,Scirpus,cyperinus,,Wetland,1,DUN:390
Scirpus microcarpus,59068,Scirpus microcarpus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Scirpeae,Scirpus,microcarpus,,Wetland,5,DUN:391
Cystopteris fragilis,58755,Cystopteris fragilis,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Cystopteridaceae,,,Cystopteris,fragilis,,Forest,7,DUN:392
Pteridium aquilinum,52681,Pteridium aquilinum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Dennstaedtiineae,,,Dennstaedtiaceae,,,Pteridium,aquilinum,var. pubescens,Forest,30,DUN:393
Dipsacus fullonum,56002,Dipsacus fullonum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Dipsacoideae,,Dipsacus,fullonum,,Open,5,DUN:394
Drosera rotundifolia,52658,Drosera rotundifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Droseraceae,,,Drosera,rotundifolia,,Wetland,3,DUN:395
Dryopteris arguta,52671,Dryopteris arguta,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,arguta,,Forest,1,DUN:396
Dryopteris expansa,64055,Dryopteris expansa,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,expansa,,Forest,14,DUN:397
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,,Forest,50,DUN:398
Elaeagnus umbellata,64697,Elaeagnus umbellata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Elaeagnaceae,,,Elaeagnus,umbellata,,Open,1,DUN:399
Shepherdia canadensis,79072,Shepherdia canadensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Elaeagnaceae,,,Shepherdia,canadensis,,Forest,21,DUN:400
Equisetum arvense,52724,Equisetum arvense,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,arvense,,Open,13,DUN:401
Equisetum × ferrissii,181476,Equisetum ferrissii,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,,,Open,1,DUN:402
Equisetum fluviatile,47745,Equisetum fluviatile,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,fluviatile,,Wetland,3,DUN:403
Equisetum hyemale,52673,Equisetum hyemale,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,hyemale,ssp. affine,Wetland,9,DUN:404
Equisetum palustre,76846,Equisetum palustre,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,palustre,,Wetland,5,DUN:405
Equisetum telmateia braunii,57032,Equisetum telmateia,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,telmateia,ssp. braunii,Wetland,13,DUN:406
Allotropa virgata,62481,Allotropa virgata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Allotropa,virgata,,Forest,2,DUN:407
Arbutus menziesii,51046,Arbutus menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arbutus,menziesii,,Forest,62,DUN:408
Arctostaphylos columbiana,75505,Arctostaphylos columbiana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arctostaphylos,columbiana,,Open,2,DUN:409
Arctostaphylos × media,181436,Arctostaphylos media,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arctostaphylos,,,Open,1,DUN:410
Arctostaphylos uva-ursi,68049,Arctostaphylos uva-ursi,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arctostaphylos,uva-ursi,,Open,7,DUN:411
Chimaphila menziesii,62238,Chimaphila menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,menziesii,,Forest,3,DUN:412
Chimaphila umbellata,62236,Chimaphila umbellata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,umbellata,ssp. umellata,Forest,4,DUN:413
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,,Forest,37,DUN:414
Kalmia microphylla,67810,Kalmia microphylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Phyllodoceae,Kalmia,microphylla,var. occidentalis,Wetland,3,DUN:415
Moneses uniflora,60376,Moneses uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Moneses,uniflora,,Forest,1,DUN:416
Monotropa hypopitys,59986,Monotropa hypopitys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,,Forest,2,DUN:417
Monotropa uniflora,49477,Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,,Forest,13,DUN:418
Orthilia secunda,78288,Orthilia secunda,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Orthilia,secunda,,Forest,2,DUN:419
Pterospora andromedea,52118,Pterospora andromedea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Pterospora,andromedea,,Forest,2,DUN:420
Pyrola aphylla,630966,Pyrola aphylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Pyrola,aphylla,,Forest,1,DUN:421
Pyrola asarifolia,78793,Pyrola asarifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Pyrola,asarifolia,"ssp. asarifolia, ssp. bracteata",Forest,4,DUN:422
Pyrola chlorantha,63802,Pyrola chlorantha,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Pyrola,chlorantha,,Forest,2,DUN:423
Pyrola dentata,707672,Pyrola dentata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Pyrola,dentata,,Forest,1,DUN:424
Pyrola minor,78794,Pyrola minor,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Pyrola,minor,,Forest,1,DUN:425
Pyrola picta,62239,Pyrola picta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Pyrola,picta,,Forest,3,DUN:426
Rhododendron columbianum,78847,Rhododendron columbianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,columbianum,,Forest,1,DUN:427
Rhododendron groenlandicum,180413,Rhododendron groenlandicum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,groenlandicum,,Forest,5,DUN:428
Rhododendron macrophyllum,57360,Rhododendron macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,macrophyllum,,Forest,1,DUN:429
Vaccinium cespitosum,79470,Vaccinium cespitosum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,cespitosum,,Forest,1,DUN:430
Vaccinium ovatum,48349,Vaccinium ovatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,ovatum,,Forest,4,DUN:431
Vaccinium oxycoccos,126560,Vaccinium oxycoccos,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,oxycoccos,,Forest,2,DUN:432
Vaccinium parvifolium,48354,Vaccinium parvifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,parvifolium,,Forest,21,DUN:433
Vaccinium uliginosum,64714,Vaccinium uliginosum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,uliginosum,,Forest,1,DUN:434
Euphorbia characias,181594,Euphorbia characias,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Euphorbiaceae,Euphorbioideae,Euphorbieae,Euphorbia,characias,,Open,1,DUN:435
Euphorbia cyparissias,55766,Euphorbia cyparissias,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Euphorbiaceae,Euphorbioideae,Euphorbieae,Euphorbia,cyparissias,,Open,4,DUN:436
Euphorbia myrsinites,82511,Euphorbia myrsinites,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Euphorbiaceae,Euphorbioideae,Euphorbieae,Euphorbia,myrsinites,,Open,1,DUN:438
Euphorbia peplus,57036,Euphorbia peplus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Euphorbiaceae,Euphorbioideae,Euphorbieae,Euphorbia,peplus,,Open,3,DUN:439
Acmispon americanus,57049,Acmispon americanus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Loteae,Acmispon,americanus,var. americanus,Open,4,DUN:440
Acmispon denticulatus,60194,Acmispon denticulatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Loteae,Acmispon,denticulatus,,Open,10,DUN:441
Acmispon parviflorus,57048,Acmispon parviflorus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Loteae,Acmispon,parviflorus,,Open,17,DUN:442
Cytisus scoparius,48538,Cytisus scoparius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Cytisus,scoparius,,Open,8,DUN:443
Lathyrus aphaca,57311,Lathyrus aphaca,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,aphaca,,Open,1,DUN:445
Lathyrus japonicus,77638,Lathyrus japonicus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,japonicus,,Shoreline,57,DUN:446
Lathyrus latifolius,61009,Lathyrus latifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,latifolius,,Open,4,DUN:447
Lathyrus littoralis,61005,Lathyrus littoralis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,littoralis,,Shoreline,1,DUN:448
Lathyrus nevadensis,77640,Lathyrus nevadensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,nevadensis,var. nevadensis,Forest,47,DUN:449
Lathyrus palustris,77642,Lathyrus palustris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,palustris,,Shoreline,5,DUN:450
Lathyrus sylvestris,82740,Lathyrus sylvestris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,sylvestris,,Open,1,DUN:451
Lotus corniculatus,47435,Lotus corniculatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Loteae,Lotus,corniculatus,,Open,8,DUN:452
Lotus tenuis,77838,Lotus tenuis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Loteae,Lotus,tenuis,,Open,2,DUN:453
Lupinus arboreus,61010,Lupinus arboreus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Lupinus,arboreus,,Open,4,DUN:454
Lupinus bicolor,50614,Lupinus bicolor,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Lupinus,bicolor,,Open,15,DUN:455
Lupinus latifolius,67379,Lupinus latifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Lupinus,latifolius,var. latifolius,Open,2,DUN:456
Lupinus littoralis,77872,Lupinus littoralis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Lupinus,littoralis,var. littoralis,Open,2,DUN:457
Lupinus microcarpus,57069,Lupinus microcarpus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Lupinus,microcarpus,var. microcarpus,Open,7,DUN:458
Lupinus pachylobus,50613,Lupinus pachylobus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Lupinus,pachylobus,,Open,1,DUN:459
Lupinus rivularis,77887,Lupinus rivularis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Lupinus,rivularis,,Open,1,DUN:460
Medicago arabica,61012,Medicago arabica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Medicago,arabica,,Open,1,DUN:461
Medicago lupulina,57056,Medicago lupulina,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Medicago,lupulina,,Open,7,DUN:462
Medicago sativa,1093263,Medicago sativa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Medicago,sativa,,Open,2,DUN:463
Melilotus albus,58907,Melilotus albus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Melilotus,albus,,Open,2,DUN:464
Melilotus officinalis,57066,Melilotus officinalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Melilotus,officinalis,,Open,2,DUN:465
Oxytropis campestris,154238,Oxytropis campestris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Galegeae,Oxytropis,campestris,var. spicata,Shoreline,3,DUN:466
Pisum sativum,54522,Pisum sativum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Pisum,sativum,,Open,1,DUN:467
Rupertia physodes,53198,Rupertia physodes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Psoraleeae,Rupertia,physodes,,Open,2,DUN:468
Trifolium arvense,79408,Trifolium arvense,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,arvense,,Open,2,DUN:469
Trifolium campestre,57076,Trifolium campestre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,campestre,,Open,8,DUN:470
Trifolium depauperatum,58164,Trifolium depauperatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,depauperatum,,Open,1,DUN:471
Trifolium dichotomum,61179,Trifolium dichotomum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,dichotomum,,Open,8,DUN:472
Trifolium dubium,53313,Trifolium dubium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,dubium,,Open,50,DUN:473
Trifolium fragiferum,58167,Trifolium fragiferum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,fragiferum,,Open,1,DUN:474
Trifolium hybridum,61824,Trifolium hybridum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,hybridum,,Open,1,DUN:475
Trifolium incarnatum,64268,Trifolium incarnatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,incarnatum,,Open,2,DUN:476
Trifolium microcephalum,58911,Trifolium microcephalum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,microcephalum,,Open,58,DUN:477
Trifolium microdon,57079,Trifolium microdon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,microdon,,Open,53,DUN:478
Trifolium oliganthum,71122,Trifolium oliganthum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,oliganthum,,Open,43,DUN:479
Trifolium pratense,51875,Trifolium pratense,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,pratense,,Open,14,DUN:480
Trifolium repens,55745,Trifolium repens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,repens,,Open,17,DUN:481
Trifolium retusum,79430,Trifolium retusum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,retusum,,Open,1,DUN:482
Trifolium striatum,79432,Trifolium striatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,striatum,,Open,1,DUN:483
Trifolium subterraneum,60201,Trifolium subterraneum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,subterraneum,,Open,17,DUN:484
Trifolium suffocatum,338471,Trifolium suffocatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,suffocatum,,Open,2,DUN:485
Trifolium variegatum,57080,Trifolium variegatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,variegatum,,Open,40,DUN:486
Trifolium willdenovii,57081,Trifolium willdenovii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,willdenovii,,Open,87,DUN:487
Trifolium wormskioldii,71146,Trifolium wormskioldii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,wormskioldii,,Open,2,DUN:488
Ulex europaeus,51751,Ulex europaeus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Ulex,europaeus,,Open,1,DUN:489
Vicia americana,53320,Vicia americana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Vicia,americana,var. americana,Forest,76,DUN:490
Vicia cracca,52471,Vicia cracca,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Vicia,cracca,,Open,2,DUN:491
Vicia hirsuta,56188,Vicia hirsuta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Vicia,hirsuta,,Open,57,DUN:492
Vicia lathyroides,79503,Vicia lathyroides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Vicia,lathyroides,,Open,1,DUN:493
Vicia nigricans,170213,Vicia nigricans,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Vicia,nigricans,var. gigantea,Forest,32,DUN:494
Vicia sativa,53324,Vicia sativa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Vicia,sativa,"var. angustifolia, var. sativa",Open,71,DUN:495
Vicia tetrasperma,57310,Vicia tetrasperma,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Vicia,tetrasperma,,Open,1,DUN:496
Vicia villosa,57317,Vicia villosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Vicia,villosa,var. glabrescens,Open,4,DUN:497
Quercus garryana,68632,Quercus garryana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Fagaceae,,,Quercus,garryana,var. garryana,Open,38,DUN:498
Centaurium erythraea,56236,Centaurium erythraea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Gentianaceae,,Chironieae,Centaurium,erythraea,,Open,5,DUN:499
Centaurium pulchellum,76217,Centaurium pulchellum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Gentianaceae,,Chironieae,Centaurium,pulchellum,,Open,1,DUN:500
Gentianella amarella,60389,Gentianella amarella,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Gentianaceae,,Gentianeae,Gentianella,amarella,ssp. acuta,Wetland,3,DUN:501
Erodium cicutarium,47687,Erodium cicutarium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Erodium,cicutarium,ssp. cicutarium,Open,26,DUN:502
Geranium bicknellii,77251,Geranium bicknellii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,bicknellii,,Forest,1,DUN:503
Geranium carolinianum,58917,Geranium carolinianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,carolinianum,,Forest,5,DUN:504
Geranium dissectum,53075,Geranium dissectum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,dissectum,,Open,23,DUN:505
Geranium lucidum,77255,Geranium lucidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,lucidum,,Open,2,DUN:506
Geranium molle,1178020,Geranium molle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,molle,,Open,99,DUN:507
Geranium pusillum,60204,Geranium pusillum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,pusillum,,Open,2,DUN:508
Geranium robertianum,55925,Geranium robertianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,robertianum,,Forest,6,DUN:509
Ribes divaricatum,53448,Ribes divaricatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,divaricatum,var. divaricatum,Forest,63,DUN:510
Ribes lacustre,78858,Ribes lacustre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,lacustre,,Forest,10,DUN:511
Ribes sanguineum,53435,Ribes sanguineum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,sanguineum,var. sanguineum,Forest,54,DUN:512
