Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID,Critical Notes
Wildemania occidentalis,(Setchell & Hus)S.C.Lindstrom,,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859910,https://static.inaturalist.org/photos/40101653/medium.jpg?1558933905,,,
Smithora naiadum,(C.L.Anderson) Hollenberg,red fringe,Plantae,Rhodophyta,,,Compsopogonophyceae,,,Erythropeltidales,,,Erythrotrichiaceae,,unlisted,unlisted,reported,unobserved,2007-12-15,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added"
Bonnemaisonia nootkana,(Esper) P.C.Silva,delicately-branched red seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Bonnemaisoniales,,,Bonnemaisoniaceae,,unlisted,unlisted,reported,unobserved,2005-12-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"B. nootkana is recorded from the area based on records from herbaria, however it is not included in the keys to the area. This record is difficult to confirm without a photo or specimen."
Antithamnionella pacifica,(Harvey) E.M.Wollaston,red alga,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,reported,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57488,,,,,,reported as Antithamnionella pacifica,,"name updated, UBC accession has no photo to check, but species distribution includes Galiano; Depending on source A. pacifica and I. pacifica are the same (see notes in taxonomic key and algaebase)"
Callithamnion acutum,Kylin,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859555,https://static.inaturalist.org/photos/40100988/medium.jpg?1558933223,,,
Callithamnion pikeanum,Harvey,beauty bush,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,reported,unobserved,2006-09-29,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,no change (KH). Common here and we observed during the Bioblitz
Ceramium gardneri,Kylin,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25859909,https://static.inaturalist.org/photos/40101650/medium.jpg?1558933903,,,
Ceramium pacificum,(Collins) Kylin,hairy pottery seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,confirmed,observed,2006-11-11,Andy Lamb & Donna Gibbs,Ocean Wise,,,2016-09-01,Andrew Simon,http://www.inaturalist.org/observations/4017037,https://static.inaturalist.org/photos/4745328/medium.jpg?1472820211,,,no change (KH). Common here and we observed during the Bioblitz. Confirmed iNaturalist record.
Irtugovia pacifica,(Harvey) Perestenko,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25861010,https://static.inaturalist.org/photos/40103030/medium.jpg?1558935456,,,
Microcladia borealis,Ruprecht,coarse sea lace,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,confirmed,observed,2006-11-11,Andy Lamb & Donna Gibbs,Ocean Wise,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25860480,https://static.inaturalist.org/photos/40102388/medium.jpg?1558934777,,,"No UBC accession or iNat record to check, but species distribution includes Galiano; authority added"
Microcladia coulteri,Harvey,delicate sea lace,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,confirmed,observed,2006-11-18,Andy Lamb & Donna Gibbs,Ocean Wise,,,2016-07-11,Adam Huggins & Tyrel Froese,http://www.inaturalist.org/observations/3684449,https://static.inaturalist.org/photos/4272144/medium.?1468629241,,,"No update, iNaturalist record used for species confirmation"
Pterothamnion pectinatum,(Kylin) Athanasiadis & Kraft,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-25,Bridgette Clarkston,https://www.inaturalist.org/observations/25861436,https://static.inaturalist.org/photos/40104301/medium.jpg?1558937070,,,
Pterothamnion sp.,,red alga,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,reported,unobserved,1986-02-09,B. E. Lippert,HPSU,?,,,,,,,,"name updated, no UBC accession or iNat record to check"
Scagelia occidentalis,(Kylin) E.M. Wollaston,red alga,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,reported,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57487,,,,,,reported as Scagelia corallina var. occidentale,,"Taxon ID corrected (S. corallina is old name for S. pylaisaei, which is not reported in BC); authority updated"
Rhodoptilum plumosum,(Harvey & Bailey) Kylin,plumose red braid,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Dasyaceae,,unlisted,unlisted,confirmed,observed,1977-11-27,Michael W. Hawkes,UBC,A57500,,2017-04-08,Tyrel Froese,https://www.inaturalist.org/observations/5620532,https://static.inaturalist.org/photos/6948563/medium.jpeg?1491711324,,,"No update, iNaturalist record used for species confirmation"
Cryptopleura sp.,,,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,,unlisted,unlisted,reported,unobserved,1999-10-02,Andy Lamb & Donna Gibbs,Ocean Wise,,,2016-08-21,Tyrel Froese,http://www.inaturalist.org/observations/4005089,https://static.inaturalist.org/photos/4730731/medium.jpeg?1472687638,,,
Cumathamnion decipiens,(J.Agardh) M.J.Wynne & G.W.Saunders,winged rib,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,,unlisted,unlisted,reported,unobserved,2002-03-23,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,reported as Delesseria decipiens,,"no change (KH), common and has been recorded from the area."
Hymenena sp.,,black-lined red seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,,unlisted,unlisted,reported,unobserved,2005-12-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area. Difficult to ID to species (and genus! -often confused with Cryptopleura)"
Membranoptera platyphylla,(Setchell & N.L.Gardner) Kylin,feather-veined red seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,Delesserioideae,unlisted,unlisted,reported,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57497,,,,,,reported as Membranoptera multiramosa,,"name updated, UBC accession has no photo to check, but species distribution includes Galiano"
Polyneura latissima,(Harvey) Kylin,network red seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,,unlisted,unlisted,reported,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57496,,,,,,syn. Nitophyllum nottii,,"No UBC accession or iNat record to check, but species distribution includes Salish Sea"
Schizymenia sp.,(J.Agardh) Kylin,ruffled red seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,,unlisted,unlisted,confirmed,observed,1999-10-02,Andy Lamb & Donna Gibbs,Ocean Wise,,,2019-05-04,Joan Septembre,https://www.inaturalist.org/observations/24711788,https://static.inaturalist.org/photos/38215170/medium.jpeg?1557200103,,,"no change (KH). It is common, although difficult to ID to species. —iNat photo needs assessment (AS); updated iNat record. Appears to be Schizymenia"
Neorhodomela larix,(Turner) Masuda,black pine seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Rhodomelaceae,,unlisted,unlisted,confirmed,observed,2008-02-17,Andy Lamb & Donna Gibbs,Ocean Wise,,,2017-01-27,Tyrel Froese,https://www.inaturalist.org/observations/5020868,https://static.inaturalist.org/photos/6143657/medium.jpeg?1485668525,,,"No update, iNaturalist record used for species confirmation"
Osmundea spectabilis,(Postels & Ruprecht) K.W. Nam,sea laurel,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Rhodomelaceae,,unlisted,unlisted,confirmed,observed,2006-03-05,Andy Lamb & Donna Gibbs,Ocean Wise,,,2016-08-07,Tyrel Froese,http://www.inaturalist.org/observations/3925818,https://static.inaturalist.org/photos/4619711/medium.jpeg?1471719177,,,"No update, iNaturalist record used for species confirmation"
Pterochondria woodii,(Harvey) Hollenberg,cartilage-wing seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Rhodomelaceae,,unlisted,unlisted,reported,unobserved,2005-12-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added"
Griffithsia pacifica,Kylin,orange-coloured red alga,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Wrangeliaceae,,unlisted,unlisted,reported,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57492,,,,,,,,no change (KH). Has a type locality from San Juan islands.
Pleonosporium vancouverianum,(J. Agardh) Setchell,red alga,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Wrangeliaceae,,unlisted,unlisted,reported,unobserved,1977-11-27,Michael W. Hawkes,UBC,A57491,,,,,,,,"No update, UBC accession has no photo to check, but species distribution includes Galiano"
Ptilota serrata,Kützing,northern sea fern,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Wrangeliaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-25,Bridgette Clarkston,https://www.inaturalist.org/observations/25861438,https://static.inaturalist.org/photos/40104314/medium.jpg?1558937086,,,
Bossiella sp.,,leaf coral seaweed,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,Corallinaceae,Corallinoideae,unlisted,unlisted,confirmed,observed,1985-12-08,Andy Lamb & Donna Gibbs,Ocean Wise,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25861026,https://static.inaturalist.org/photos/40103122/medium.jpg?1558935538,,,"no change (KH), there are many species of Bossiella in this area."
Calliarthron sp.,,leaf coral seaweed,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,Corallinaceae,Corallinoideae,unlisted,unlisted,reported,unobserved,1995-02-26,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"no change (KH). Common here, most likely C. tuberculosum"
Clathromorphum sp.,,crustose coralline,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,Corallinaceae,Melobesioideae,unlisted,unlisted,reported,unobserved,1993-08-16,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,It is difficult to know what Andy was refering to here. This taxon now falls under two genera so I cannot give an updated name without a species epithet.
Corallina officinalis var. chilensis,(Decaisne) Kützing,pink feather coralline,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,Corallinaceae,Corallinoideae,unlisted,unlisted,reported,unobserved,2006-09-28,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"no change (KH), common and has been recorded from the area."
Corallina vancouveriensis,Yendo,graceful coralline,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,Corallinaceae,Corallinoideae,unlisted,unlisted,reported,unobserved,1995-02-24,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"no change (KH), common and has been recorded from the area."
Constantinea simplex,Setchell,cup and saucer seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Dumontiaceae,,unlisted,unlisted,reported,unobserved,1995-02-24,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"no change (KH), common and has been recorded from the area."
Constantinea subulifera,Setchell,giant cup and saucer seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Dumontiaceae,,unlisted,unlisted,confirmed,observed,2016-02-07,Andy Lamb & Donna Gibbs,Ocean Wise,,,2019-05-05,Bridgette Clarkston,https://www.inaturalist.org/observations/25927075,https://static.inaturalist.org/photos/40213359/medium.jpeg?1559018300,,,"no change (KH), common and has been recorded from the area."
Cryptosiphonia woodii,(J.Agardh) J.Agardh,dark branching-tube seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Dumontiaceae,,unlisted,unlisted,confirmed,observed,2009-03-20,Andy Lamb & Donna Gibbs,Ocean Wise,,,2019-05-04,John D. Reynolds,https://www.inaturalist.org/observations/24708735,https://static.inaturalist.org/photos/38209365/medium.jpg?1557196165,,,no change (KH). Common and easy to identify. We observed on our blitz.
Farlowia mollis,(Harvey & Bailey) Farlow & Setchell,tattered red seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Dumontiaceae,,unlisted,unlisted,confirmed,observed,2006-03-05,Andy Lamb & Donna Gibbs,Ocean Wise,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25861009,https://static.inaturalist.org/photos/40103025/medium.jpg?1558935449,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area. We observed during the blitz."
Endocladia muricata,(Endlicher) J.Agardh,nail brush seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Endocladiaceae,,unlisted,unlisted,confirmed,observed,2006-11-11,Andy Lamb & Donna Gibbs,Ocean Wise,,,2019-05-05,Bridgette Clarkston,https://www.inaturalist.org/observations/25927063,https://static.inaturalist.org/photos/40213249/medium.jpeg?1559018173,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area. We observed during the blitz."
Opuntiella californica,(Farlow) Kylin,prickly pear seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Furcellariaceae,,unlisted,unlisted,reported,unobserved,1994-09-10,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"family updated, No UBC accession or iNat record to check, but species distribution includes Galiano; authority added"
Chondracanthus exasperatus,(Harvey & Bailey) Hughey,Turkish towel,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Gigartinaceae,,unlisted,unlisted,confirmed,observed,1996-04-02,E. McNeil,UBC,A82321,,2015-08-28,Lauren Magner,http://www.inaturalist.org/observations/3734901,https://static.inaturalist.org/photos/4340063/medium.jpeg?1469331030,,,no change (KH). Common here and we observed during the Bioblitz. Confirmed iNaturalist record.
Mazzaella oregona,"(Doty) Hughey, P.C.Silva & Hommersand, 2001",,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Gigartinaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25861031,https://static.inaturalist.org/photos/40103127/medium.jpg?1558935542,,,
Mazzaella splendens,(Setchell & N.L. Gardner) Fredericq,iridescent seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Gigartinaceae,,unlisted,unlisted,confirmed,observed,1993-05-09,Andy Lamb & Donna Gibbs,Ocean Wise,,,2016-07-11,Adam Huggins & Tyrel Froese,http://www.inaturalist.org/observations/3684445,https://static.inaturalist.org/photos/4272137/medium.?1468629173,,,"No update, iNaturalist record used for species confirmation"
Callophyllis edentata,Kylin,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Kallymeniaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25861012,https://static.inaturalist.org/photos/40103034/medium.jpg?1558935460,,,
Callophyllis flabellulata,Harvey,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Kallymeniaceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25860491,https://static.inaturalist.org/photos/40102450/medium.jpg?1558934826,,,
Fredericqia chiton,"(M.Howe) Maggs, L.Le Gall, Mineur, Provan & G.W. Saunders",thin forked seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Phyllophoraceae,,unlisted,unlisted,reported,unobserved,2016-03-27,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,reported as Gymnogongrus chiton,,Updated genus name to current and added authorities (KH)
Fredericqia deveauniensis,"Maggs, L.Le Gall, Mineur, Provan & G.W.Saunders",,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Phyllophoraceae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-05,Bridgette Clarkston,https://www.inaturalist.org/observations/25927077,https://static.inaturalist.org/photos/40213362/medium.jpeg?1559018303,,,
Mastocarpus papillatus,(C.Agardh) Kützing,Turkish washcloth,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Phyllophoraceae,,unlisted,unlisted,new 2015,observed,,,,,,2015-08-05,Andrew Simon,http://www.inaturalist.org/observations/2599389,https://static.inaturalist.org/photos/2902307/medium.JPG?1453227516,,,"questionable?; Could be this, difficult to ID to species (KH)."
Stenogramma californicum,Harvey,midrib seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Phyllophoraceae,,unlisted,unlisted,reported,unobserved,2007-10-21,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,reported as Stenogramma interruptum,,taxon ID corrected (Stennogramma interruptum [incorrect spelling] is S. californicum in Pacific NE). No iNat record or UBC accession; authority updated
Schizymenia pacifica,(Kylin) Kylin,slimy leaf,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Schizymeniaceae,,unlisted,unlisted,reported,unobserved,2006-06-30,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,"No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added"
Sarcodiotheca furcata,(Setchell & N.L.Gardner) Kylin,furcated fleshy red seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Solieriaceae,,unlisted,unlisted,confirmed,observed,2007-10-21,Andy Lamb & Donna Gibbs,Ocean Wise,,,2019-05-04,Bridgette Clarkston,https://www.inaturalist.org/observations/25861008,https://static.inaturalist.org/photos/40103018/medium.jpg?1558935444,,,"No update, No UBC accession or iNat record to check, but species distribution includes Salish Sea; authority added"
Sarcodiotheca gaudichaudii,(Montagne) P.W. Gabrielson,succulent seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,Solieriaceae,,unlisted,unlisted,confirmed,observed,1996-02-24,Andy Lamb & Donna Gibbs,Ocean Wise,,,2017-05-29,Karolle Wall,https://www.inaturalist.org/observations/7659463,https://static.inaturalist.org/photos/10025946/medium.jpg?1503767581,,,"No update, iNaturalist record used for species confirmation"
Gracilaria pacifica,Abbott,California limu,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gracilariales,,,Gracilariaceae,,unlisted,unlisted,reported,unobserved,1996-04-02,E. McNeil,UBC,A82320,,,,,,,,"no change (KH). Cannot compare to collection or photo, but it is common and found in the area. Looked at UBC accession but there is no photo."
