"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","inBioBlitz"
Asplenium trichomanes ssp. trichomanes,"L.",79637,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniinae,,,Aspleniaceae,Asplenium,,trichomanes,trichomanes,subspecies,,,HUNTERSTON2010:32,Hunterston Farm,HUNTERSTON2010:32,,,Zone: 7,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94473341,-123.5108315,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,Douglas-fir / arbutus - Oregon grape,,,present,,,,,native,S5,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Athyrium filix-femina ssp. cyclosorum,"(L.) Roth ex Mertens",61002,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniinae,,,Athyriaceae,Athyrium,,filix-femina,cyclosorum,subspecies,,,HUNTERSTON2010:33,Hunterston Farm,HUNTERSTON2010:33,,,Zone: 11,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94361488,-123.5116161,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,pond,,,present,,,,,native,S5,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Athyrium filix-femina ssp. cyclosorum,"(L.) Roth ex Mertens",61002,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniinae,,,Athyriaceae,Athyrium,,filix-femina,cyclosorum,subspecies,,,,iNaturalist,165064224,Zeke Gilmore,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.94538,-123.51673,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Athyrium filix-femina ssp. cyclosorum,"(L.) Roth ex Mertens",61002,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniinae,,,Athyriaceae,Athyrium,,filix-femina,cyclosorum,subspecies,,,,iNaturalist,164049889,andytaggartsmith,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9453092007,-123.5120338484,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Atriplex dioica,"Raf.",75701,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,,,,Amaranthaceae,Atriplex,,dioica,,species,,,,iNaturalist,30217318,Andrew Simon,,,2019-08-04,2019,8,4,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9433428871,-123.5100084652,,,,,,,,,present,,,,,exotic,unlisted,,,,,,,,
Bellis perennis,"L.",55563,Plantae,Tracheophyta,Magnoliopsida,Asterales,,,,Asteraceae,Bellis,,perennis,,species,,,HUNTERSTON2010:34,Hunterston Farm,HUNTERSTON2010:34,,,Zone: 1,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94471706,-123.5131164,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,pasture / grounds,,,present,,,,,exotic,unlisted,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Bellis perennis,"L.",55563,Plantae,Tracheophyta,Magnoliopsida,Asterales,,,,Asteraceae,Bellis,,perennis,,species,,,HUNTERSTON2010:35,Hunterston Farm,HUNTERSTON2010:35,,,Zone: 3,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94288128,-123.5116576,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,Douglas-fir - salal,,,present,,,,,exotic,unlisted,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Bellis perennis,"L.",55563,Plantae,Tracheophyta,Magnoliopsida,Asterales,,,,Asteraceae,Bellis,,perennis,,species,,,HUNTERSTON2010:36,Hunterston Farm,HUNTERSTON2010:36,,,Zone: 4,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94348025,-123.5125266,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,Douglas-fir sword fern,,,present,,,,,exotic,unlisted,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Bellis perennis,"L.",55563,Plantae,Tracheophyta,Magnoliopsida,Asterales,,,,Asteraceae,Bellis,,perennis,,species,,,HUNTERSTON2010:37,Hunterston Farm,HUNTERSTON2010:37,,,Zone: 5,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94402296,-123.5126318,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,western redcedar / red alder - salmonberry,,,present,,,,,exotic,unlisted,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Bellis perennis,"L.",55563,Plantae,Tracheophyta,Magnoliopsida,Asterales,,,,Asteraceae,Bellis,,perennis,,species,,,HUNTERSTON2010:38,Hunterston Farm,HUNTERSTON2010:38,,,Zone: 6,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94586904,-123.5137497,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,Douglas-fir - salal (grazed),,,present,,,,,exotic,unlisted,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Bellis perennis,"L.",55563,Plantae,Tracheophyta,Magnoliopsida,Asterales,,,,Asteraceae,Bellis,,perennis,,species,,,,iNaturalist,164056774,andytaggartsmith,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9450546365,-123.5131689779,,,,,,,,,present,,,,,exotic,unlisted,,,,,,,,1
Berberis aquifolium,"Pursh",126887,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,aquifolium,,species,,,HUNTERSTON2010:39,Hunterston Farm,HUNTERSTON2010:39,,,Zone: 3,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94288128,-123.5116576,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,Douglas-fir - salal,,,present,,,,,native,S5,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Berberis aquifolium,"Pursh",126887,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,aquifolium,,species,,,HUNTERSTON2010:40,Hunterston Farm,HUNTERSTON2010:40,,,Zone: 5,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94402296,-123.5126318,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,western redcedar / red alder - salmonberry,,,present,,,,,native,S5,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Berberis aquifolium,"Pursh",126887,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,aquifolium,,species,,,,iNaturalist,164354146,Joan Septembre,,,2023-05-28,2023,5,28,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9443866667,-123.5176,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Berberis aquifolium,"Pursh",126887,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,aquifolium,,species,,,,iNaturalist,165063062,Zeke Gilmore,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.942875,-123.5126033333,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Berberis aquifolium,"Pursh",126887,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,aquifolium,,species,,,,iNaturalist,164022509,isaacbibb,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9443966667,-123.5177833333,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Berberis nervosa,"Pursh",75756,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,nervosa,,species,,,HUNTERSTON2010:41,Hunterston Farm,HUNTERSTON2010:41,,,Zone: 2,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94248665,-123.5120439,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,Douglas-fir - arbutus,,,present,,,,,native,S5,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Berberis nervosa,"Pursh",75756,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,nervosa,,species,,,HUNTERSTON2010:42,Hunterston Farm,HUNTERSTON2010:42,,,Zone: 3,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94288128,-123.5116576,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,Douglas-fir - salal,,,present,,,,,native,S5,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Berberis nervosa,"Pursh",75756,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,nervosa,,species,,,HUNTERSTON2010:43,Hunterston Farm,HUNTERSTON2010:43,,,Zone: 4,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94348025,-123.5125266,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,Douglas-fir sword fern,,,present,,,,,native,S5,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Berberis nervosa,"Pursh",75756,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,nervosa,,species,,,HUNTERSTON2010:44,Hunterston Farm,HUNTERSTON2010:44,,,Zone: 5,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94402296,-123.5126318,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,western redcedar / red alder - salmonberry,,,present,,,,,native,S5,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Berberis nervosa,"Pursh",75756,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,nervosa,,species,,,HUNTERSTON2010:45,Hunterston Farm,HUNTERSTON2010:45,,,Zone: 8,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94517734,-123.5119473,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,Douglas-fir - sword fern (grazed),,,present,,,,,native,S5,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Berberis nervosa,"Pursh",75756,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,nervosa,,species,,,,iNaturalist,107193904,Andrew Simon,,,2022-02-20,2022,2,20,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9444986984,-123.5173280371,,,,,,,,,present,,,,,native,S5,,,,,,,,
Berberis nervosa,"Pursh",75756,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,nervosa,,species,,,,iNaturalist,164042184,Spencer Shields,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.944974,-123.51113037,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Berberis nervosa,"Pursh",75756,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,nervosa,,species,,,,iNaturalist,164055694,Andrew Simon,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9441978678,-123.5101960619,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Berberis nervosa,"Pursh",75756,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,nervosa,,species,,,,iNaturalist,164067587,Emily Yungwirth,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9434883333,-123.5098883333,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Berberis nervosa,"Pursh",75756,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,nervosa,,species,,,,iNaturalist,164148508,Jackson W.F. Chu,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9435015383,-123.510025,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Berberis nervosa,"Pursh",75756,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,nervosa,,species,,,,iNaturalist,164148515,Jackson W.F. Chu,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.943752,-123.50982,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Berberis nervosa,"Pursh",75756,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,nervosa,,species,,,,iNaturalist,164150234,Jackson W.F. Chu,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9439,-123.51001,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Berberis nervosa,"Pursh",75756,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,,Berberidaceae,Berberis,,nervosa,,species,,,,iNaturalist,165063446,Zeke Gilmore,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9440466667,-123.513,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Brodiaea coronaria,"(Salisb.) Jeps.",57126,Plantae,Tracheophyta,Liliopsida,Asparagales,,,,Asparagaceae,Brodiaea,,coronaria,,species,,,,iNaturalist,164090212,isaacbibb,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9438383333,-123.5164116667,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Bromus sitchensis,"Trin.",75912,Plantae,Tracheophyta,Liliopsida,Poales,,,,Poaceae,Bromus,,sitchensis,,species,,,HUNTERSTON2010:46,Hunterston Farm,HUNTERSTON2010:46,,,Zone: 5,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94402296,-123.5126318,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,western redcedar / red alder - salmonberry,,,present,,,,,native,S5,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Bromus sterilis,"L.",57163,Plantae,Tracheophyta,Liliopsida,Poales,,,,Poaceae,Bromus,,sterilis,,species,,,,iNaturalist,164021079,andytaggartsmith,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9434129837,-123.5100609355,,,,,,,,,present,,,,,exotic,unlisted,,,,,,,,1
Bromus tectorum,"L.",58369,Plantae,Tracheophyta,Liliopsida,Poales,,,,Poaceae,Bromus,,tectorum,,species,,,HUNTERSTON2010:47,Hunterston Farm,HUNTERSTON2010:47,,,Zone: 1,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94471706,-123.5131164,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,pasture / grounds,,,present,,,,,exotic,unlisted,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Bromus vulgaris,"(Hook.) Shear",75915,Plantae,Tracheophyta,Liliopsida,Poales,,,,Poaceae,Bromus,,vulgaris,,species,,,,iNaturalist,164055448,Andrew Simon,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9437818195,-123.5099065402,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Bromus vulgaris,"(Hook.) Shear",75915,Plantae,Tracheophyta,Liliopsida,Poales,,,,Poaceae,Bromus,,vulgaris,,species,,,,iNaturalist,164029105,andytaggartsmith,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9437590135,-123.5095818801,,,,,,,,,present,,,,,native,S5,,,,,,,,1
Cakile maritima ssp. maritima,"Scop.",337699,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,,,Brassicaceae,Cakile,,maritima,maritima,subspecies,,,,iNaturalist,30217319,Andrew Simon,,,2019-08-04,2019,8,4,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9433428871,-123.5100084652,,,,,,,,,present,,,,,exotic,unlisted,,,,,,,,
Cakile maritima ssp. maritima,"Scop.",337699,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,,,Brassicaceae,Cakile,,maritima,maritima,subspecies,,,,iNaturalist,164148494,Jackson W.F. Chu,,,2023-05-27,2023,5,27,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.94344,-123.509458235,,,,,,,,,present,,,,,exotic,unlisted,,,,,,,,1
Cakile maritima ssp. maritima,"Scop.",337699,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,,,Brassicaceae,Cakile,,maritima,maritima,subspecies,,,,iNaturalist,221023217,Steven Esau,,,2024-06-05,2024,6,5,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9432249758,-123.5101540611,,,,,,,,,present,,,,,exotic,unlisted,,,,,,,,
Calypso bulbosa var. occidentalis,"(L.) Oakes",57724,Plantae,Tracheophyta,Liliopsida,Asparagales,,,,Orchidaceae,Calypso,,bulbosa,occidentalis,varietas,,,HUNTERSTON2010:48,Hunterston Farm,HUNTERSTON2010:48,,,Zone: 6,2010-05-22,2010,5,22,HumanObservation,Hunterston Farms,,Galiano Island,British Columbia,Canada,CA,48.94586904,-123.5137497,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,,Douglas-fir - salal (grazed),,,present,,,,,native,S5,,,,,,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,Hunterston Farms 2010 Hunterston Farm Stewardship Report: A Review of the 2010 BioBlitz. Unpublished species list.,
Calypso bulbosa var. occidentalis,"(L.) Oakes",57724,Plantae,Tracheophyta,Liliopsida,Asparagales,,,,Orchidaceae,Calypso,,bulbosa,occidentalis,varietas,,,,iNaturalist,150033746,Jonah Timms,,,2018-04-17,2018,4,17,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.9434075202,-123.5129370235,,,,,,,,,present,,,,,native,S5,,,,,,,,
Camassia leichtlinii ssp. suksdorfii,"(Baker) S.Watson",79659,Plantae,Tracheophyta,Liliopsida,Asparagales,,,,Asparagaceae,Camassia,,leichtlinii,suksdorfii,subspecies,,,,iNaturalist,2604245,felixerhard,,,2013-05-04,2013,5,4,HumanObservation,,,Galiano Island,British Columbia,Canada,CA,48.94361,-123.509824,,,,,,,,,present,,,,,native,S4,,,,,,,,
