Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Carex micropoda,Wahlenb.,,Pyrenean sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,micropoda,,,,native,S5 (2015),,reported,unobserved,1965-07-22,B. Fraser,UBC,UBC: V161040,,,,,UBC:  herbarium record C. pyrenaica,520225,,accepted,520225,Carex micropoda,Carex micropoda,
Carex microptera,Mack.,,small-winged sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,microptera,,,,native,S5 (2015),,reported,unobserved,1957-09-11,Vernon C. Brink,UBC,UBC: V210609,,,,,UBC:  Garibaldi PP near Warren Glacier,76079,,accepted,76079,Carex microptera,Carex microptera,
Carex nardina,Fr.,,nard sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,nardina,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-08-22,judithofsquamish,https://www.inaturalist.org/observations/57459094,iNat: needs i.d.,160034,,accepted,160034,Carex nardina,Carex nardina,Carex nardina
Carex nigricans,C.A. Mey,,black alpine sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,nigricans,,,,native,S5 (2015),,confirmed,observed,1969-09-03,Thomas C. Brayshaw,UBC,UBC: V215353,,2019-07-13,northvandad,https://www.inaturalist.org/observations/28918630,UBC:   between Black Tusk and Helm Lake,76084,,accepted,76084,Carex nigricans,Carex nigricans,Carex nigricans
Carex obnupta,L.H. Bailey,,slough sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,obnupta,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-12-28,benkeen,https://www.inaturalist.org/observations/37048702,,61000,,accepted,61000,Carex obnupta,Carex obnupta,Carex obnupta
Carex pachystachya,Cham. ex Steud.,,awl-fruited sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,pachystachya,,,,native,S5,,reported,unobserved,1969-09-04,Thomas C. Brayshaw,UBC,UBC: V215399,,,,,,76089,,accepted,76089,Carex pachystachya,Carex pachystachya,
Carex pauciflora,Lightf.,,few-flowered sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,pauciflora,,,,native,S5 (2000),,new 2019,observed,,,,,,2019-07-01,judithofsquamish,https://www.inaturalist.org/observations/28058975,UBC:  NW end Garibaldi Lake,62577,,accepted,62577,Carex pauciflora,Carex pauciflora,Carex pauciflora
Carex pendula,Huds,,hanging sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,pendula,,,,exotic,SNA (2013),,reported,unobserved,2000-05-03,Terry Taylor,UBC,UBC: V226430,,,,,UBC:  Horseshoe Bay Marine Dr beside electrical substation,49365,,accepted,49365,Carex pendula,Carex pendula,
Carex phaeocephala,Piper,,dunhead,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,phaeocephala,,,,native,S5,,reported,unobserved,1969-09-03,Thomas C. Brayshaw,UBC,UBC: V215394,,,,,UBC:  Garibaldi PP Black Tusk Meadows,76093,,accepted,76093,Carex phaeocephala,Carex phaeocephala,
Carex preslii,Steud.,,presl's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,preslii,,,,native,S5,,reported,unobserved,2007-08-20,Hans Roemer,RBCM,V199077,,,,,RBCM:  Brandywine Falls PP,76096,,accepted,76096,Carex preslii,Carex preslii,
Carex pyrenaica,wahlenb.,,pyrenean sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,pyrenaica,,,,native,S5 (2015),,reported,unobserved,,,,,,,,,,160078,,accepted,160078,Carex pyrenaica,Carex pyrenaica,
Carex rossii,Boott,,ross' sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,rossii,,,,native,S5,,reported,unobserved,1967-08-21,V. Bednar,UBC,UBC: V161039,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,76099,,accepted,76099,Carex rossii,Carex rossii,
Carex saxatilis,L.,,russet sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,saxatilis,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-08-27,cgbc,https://www.inaturalist.org/observations/92745265,,160096,,accepted,160096,Carex saxatilis,Carex saxatilis,Carex saxatilis
Carex scirpoidea,Michaux,,canadian single-spike sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,scirpoidea,,,,native,S4 (2000),,new 2013,observed,,,,,,2013-09-08,judithofsquamish,https://www.inaturalist.org/observations/32725312,iNat: needs i.d.,234898,,accepted,76103,Carex scirpoidea,Carex scirpoidea scirpoidea,Carex scirpoidea
Carex spectabilis,Dewey,,showy sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,spectabilis,,,,native,S5,,confirmed,observed,1973-08-27,Vladimir J. Krajina,UBC,UBC: V150066,,2017-09-26,judithofsquamish,https://www.inaturalist.org/observations/8274051,iNat: needs i.d.,76111,,accepted,76111,Carex spectabilis,Carex spectabilis,Carex spectabilis
Carex stipata,Muhl. ex Willd,,awl-fruited sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,stipata,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-06-04,rworcest,https://www.inaturalist.org/observations/81651055,iNat: needs i.d.,76114,,accepted,76114,Carex stipata,Carex stipata,Carex stipata
Carex stylosa,C.A. Mey.,,long-styled sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,stylosa,,,,native,S5,,confirmed,observed,1941-09-06,John W. Eastham,UBC,UBC: V15079,,2021-08-27,cgbc,https://www.inaturalist.org/observations/92745268,UBC:  Hollyburn Plateau,160115,,accepted,160115,Carex stylosa,Carex stylosa,Carex stylosa
Carex viridula ssp. viridula,Michx.,,little green sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,flava,,viridula,,native,S5 (2019),,confirmed,observed,1991-08-15,Frank Lomer,UBC,UBC: V203880,,2017-06-24,judithofsquamish,https://www.inaturalist.org/observations/6798800,sole subp of C. viridula recorded in BC,79679,,accepted,79679,Carex viridula viridula,Carex viridula viridula,Carex viridula
Carex zikae,E.H. Roalson & M.J. Waterway,,short-stemmed sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,zikae,,,,native,S4,,reported,unobserved,1981-06-01,Adolf Ceska,RBCM,V191463,,,,,RBCM:  Grantham's Landing Witherby Pt (bet Gibsons & Langdale),494316,,accepted,494316,Carex zikae,Carex zikae,
Dulichium arundinaceum,(L.) Britton,,three-way sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Dulichieae,Dulichium,arundinaceum,,,,native,S5,,confirmed,observed,1940-08-06,John W. Eastham,UBC,UBC: V15274,,2018-09-06,benkeen,https://www.inaturalist.org/observations/16276536,,76745,,accepted,76745,Dulichium arundinaceum,Dulichium arundinaceum,Dulichium arundinaceum
