Taxon,Author,Common Name,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,Catalogue Number,iNaturalist Link,ID,iNaturalist photo,Notes
Holodiscus discolor,(Pursh) Maxim.,ocean spray,native,S5 (2015),new 2013,,,,2013-07-16,hillanddale,,https://www.inaturalist.org/observations/9513603,53414,https://static.inaturalist.org/photos/12967130/medium.jpg?1516238787,
Honckenya peploides,(L.) Ehrh.,sea sandwort,native,S5 (2000),new 2018,,,,2018-05-12,judithofsquamish,,https://www.inaturalist.org/observations/12437330,129446,https://static.inaturalist.org/photos/17937195/medium.jpeg?1526263583,
Hordeum brachyantherum,Nevski,meadow barley,native,S5 (2000) ,confirmed,1916-06-22,,RBCM,2015-07-09,judithofsquamish,V000615,http://www.inaturalist.org/observations/4390161,57173,https://static.inaturalist.org/photos/5267830/medium.jpeg?1476849411,
Hordeum murinum ,L.,wall barley,exotic,SNA (2000) ,reported,2006-05-27,Jeffery M. Saarela ,UBC,,,UBC: V228358,,52796,,
Hordeum murinum subsp. murinum ,L.,hare barley,exotic,SNA (2000) ,reported,2001-05-29,Frank Lomer,UBC,,,UBC: V235041,,63333,,
Huperzia continentalis,"Testo, A. Haines & A.V. Gilman",Alpine firmoss,native,S4? (2015) ,new 2018,,,,2018-07-03,judithofsquamish,,https://www.inaturalist.org/observations/14171019,531603,https://static.inaturalist.org/photos/21009710/medium.jpeg?1531070089,
Huperzia miyoshiana ,(Makino) Ching,none,native,S4? (2015) ,reported,1974-06-07,Charles E. Beil,UBC,,,UBC: V176177,,179422,,
Huperzia occidentalis ,(Clute) Kartesz & Gandhi,Pacific clubmoss,native,S4 (2004),reported,1977-08-06, ,RBCM,,,V110320,,143696,,
Hyacinthoides sp.,(Mill.) Rothm.,Bluebells,,genus is in CDC records,new 2019,,,,2019-05-02,benkeen,,https://www.inaturalist.org/observations/24412556,56095,https://static.inaturalist.org/photos/37749638/medium.jpg?1556847356,
Hypericum anagalloides,Cham. & Schltdl.,bog St. John's-wort,native,S4 (2015) ,new 2018,,,,2018-09-23,benkeen,,https://www.inaturalist.org/observations/16857672,61032,https://static.inaturalist.org/photos/25458079/medium.jpg?1537754304,
Hypericum androsaemum ,L.,tutsan,exotic,SNA (2000),reported,1991-08-03,Frank Lomer,UBC,,,UBC: V203934,,77480,,
Hypericum calycinum,L.,rose-of-sharon,exotic,SNA (2012),new 2018,,,,2018-09-08,benkeen,,https://www.inaturalist.org/observations/16328618,77481,https://static.inaturalist.org/photos/24534542/medium.jpg?1536434944,
Hypericum perforatum,L.,common St. John's-wort,exotic,SNA (2001),new 2018,,,,2018-07-12,judithofsquamish,,https://www.inaturalist.org/observations/14556914,56077,https://static.inaturalist.org/photos/21686343/medium.jpeg?1532130999,
Hypochaeris radicata,L.,common cat's-ear,exotic,SNA (2001),new 2018,,,,2018-06-03,judithofsquamish,,https://www.inaturalist.org/observations/13095067,53104,https://static.inaturalist.org/photos/19079094/medium.jpeg?1528067665,
Ilex aquifolium,L.,European holly,exotic,SNA (2001),confirmed,,,,2018-08-30,benkeen,,https://www.inaturalist.org/observations/16058359,53856,https://static.inaturalist.org/photos/24043614/medium.jpg?1535681694,
Impatiens capensis,Meerb.,spotted jewelweed,exotic,SNA (2018),new 2018,,,,2018-06-28,carl1986,,https://www.inaturalist.org/observations/13945786,47888,https://static.inaturalist.org/photos/20611425/medium.jpg?1530455723,
Impatiens glandulifera,Royle ,Himalayan balsam,exotic,SNA (2001),new 2016,,,,2016-07-02,hillanddale,,https://www.inaturalist.org/observations/9532556,47892,https://static.inaturalist.org/photos/13000230/medium.jpeg?1516403681,
Impatiens parviflora,DC.,small balsam,exotic,SNA (2019),new 2016,,,,2016-05-21,judithofsquamish,,https://www.inaturalist.org/observations/22489581,51736,https://static.inaturalist.org/photos/34839326/medium.jpeg?1555283368,
Iris pseudacorus,L.,yellow iris,exotic,SNA (2001),new 2018,,,,2018-09-20,keeganjd,,https://www.inaturalist.org/observations/16718236,47779,https://static.inaturalist.org/photos/25224661/medium.jpg?1537457239,
Isolepis cernua,(Vahl) Roem. & Schult.,slender clubrush,native,S5 (2001),new 2018,,,,2015-06-26,judithofsquamish,,https://www.inaturalist.org/observations/9974123,60257,https://static.inaturalist.org/photos/13704170/medium.jpeg?1519444471,
Jacobaea vulgaris,Gaertn.,ragwort,exotic,SNA (2001),new 2018,,,,2018-09-16,benkeen,,https://www.inaturalist.org/observations/16605277,62498,https://static.inaturalist.org/photos/25019515/medium.jpg?1537134853,
Juglans regia,L.,Persian walnut,exotic,SNA ,reported,1978-08-15,John Pinder-Moss,UBC,,,UBC: V166524,,63935,,
Juncus acuminatus ,Michx.,tapered rush,native,S4 (2001) ,reported,1940-08-07,John W. Eastham,RBCM,,,V013462,,77549,,
Juncus articulatus,L.,jointed rush,native,S5 (2019),reported,1943-09-05,,RBCM,,,V016468,,77552,,
Juncus balticus,Willd.,Baltic rush,native,S5 (2015),new 2015,,,,2015-05-20,judithofsquamish,,http://www.inaturalist.org/observations/4390183,58347,https://static.inaturalist.org/photos/5267861/medium.jpeg?1476849835,
Juncus bufonius ,L.,toad rush,native,S5 (2017),reported,1903-06-29,James Fowler,,,,V085755,,57107,,
Juncus conglomeratus ,L.,compact rush,exotic,SNA (2000),reported,2007-11-13,P. F. Zika ,CIC,,,CIC: 41809,,204335,,
Juncus drummondii,E. Mey.,Drummond's rush,native,S5 ,confirmed,1914-08-22,John Davidson,UBC,2017-09-26,judithofsquamish,UBC: V22132,https://www.inaturalist.org/observations/8198379,77565,https://static.inaturalist.org/photos/10859393/medium.jpeg?1506830432,
Juncus effusus,L.,soft rush,native,S5 (2015) ,confirmed,1941-09-06,,RBCM,2015-06-05,judithofsquamish,V014143,http://www.inaturalist.org/observations/4390234,56153,https://static.inaturalist.org/photos/5267961/medium.jpeg?1476850790,
Juncus ensifolius,Wikstr. ,dagger rush,native,S5 (2015),confirmed,1943-07-17,,RBCM,2015-06-07,judithofsquamish,V016413,http://www.inaturalist.org/observations/4390265,77569,https://static.inaturalist.org/photos/5268032/medium.jpeg?1476851486,
Juncus filiformis,L.,thread rush,native,S5 (2019),confirmed,1941-06-09,,RBCM,2019-06-22,citizen1,V014150,https://www.inaturalist.org/observations/27594650,164262,https://static.inaturalist.org/photos/42950843/medium.jpg?1561413509,
Juncus mertensianus,Bong.,Mertens' rush,native,S5 (2015) ,new 2017,,,,2017-09-26,judithofsquamish,,https://www.inaturalist.org/observations/8216251,77584,https://static.inaturalist.org/photos/10889467/medium.jpeg?1506917934,
Juncus parryi,Engelm.,Parry's rush,native,S5 (2019),reported,1938-07-09,,RBCM,,,V012280B,,77589,,
Juncus supiniformis ,Engelm.,spreading rush,native,S5 (2019)   ,reported,1941-09-06,,RBCM,,,V014145A,,77594,,
Juncus tenuis,Willd.,slender path rush,native,S5 (2015),new 2018,,,,2018-10-06,judithofsquamish,,https://www.inaturalist.org/observations/17954329,69930,https://static.inaturalist.org/photos/27436405/medium.jpeg?1540875235,
Juniperus communis,Willd.,common juniper,native,S5 (2017) ,new 2015,,,,2018-10-09,judithofsquamish,,https://www.inaturalist.org/observations/18003121,58725,https://static.inaturalist.org/photos/27521682/medium.jpeg?1541049360,
Kalmia microphylla,(Hook.) A. Heller,Western bog laurel,native,S4 (2001) ,new 2015,,,,2015-05-23,judithofsquamish,,https://www.inaturalist.org/observations/5999820,67810,https://static.inaturalist.org/photos/7503676/medium.jpeg?1493417830,
Kopsiopsis hookeri,(Walp.) Govaerts,small ground-cone,native,S4 (2015),confirmed,2001-06-05,Frank Lomer,UBC,2012-06-17,judithofsquamish,UBC: V235042,https://www.inaturalist.org/observations/6040661,77611,https://static.inaturalist.org/photos/7567347/medium.jpeg?1493667593,
Lamium galeobdolon,(L.) Crantz,yellow archangel,exotic,SNA (2007),new 2018,,,,2018-09-20,benkeen,,https://www.inaturalist.org/observations/16736221,204339,https://static.inaturalist.org/photos/25256154/medium.jpg?1537493899,
Lamium purpureum,L.,red deadnettle,exotic,SNA (2000),new 2018,,,,2018-11-18,benkeen,,https://www.inaturalist.org/observations/18481970,55851,https://static.inaturalist.org/photos/28262238/medium.jpg?1542576779,
Lapsana communis,L.,nipplewort,exotic,SNA (2001),new 2015,,,,2015-06-09,hillanddale,,https://www.inaturalist.org/observations/9530719,55981,https://static.inaturalist.org/photos/12996841/medium.jpeg?1516394153,
Lathyrus japonicus,Willd.,seaside pea,native,S4 (2015),confirmed,1913-06-15,F. Perry,UBC,2017-06-12,judithofsquamish,UBC: V23677,https://www.inaturalist.org/observations/9106602,77638,https://static.inaturalist.org/photos/12302943/medium.jpeg?1512878197,
Lathyrus latifolius,L.,broad-leaved sweet pea,exotic,SNA (2019),new 2019,,,,2019-07-11,benkeen,,https://www.inaturalist.org/observations/28651432,61009,https://static.inaturalist.org/photos/44677999/medium.jpeg?1562897598,
Lathyrus nevadensis ,S. Watson,Sierra Nevada peavine,native,S5 (2000),reported,1913-06-01,W. Taylor,UBC,,,UBC: V23664,,77640,,
Lathyrus palustris,L.,marsh pea,native,S3S4 (2015),new 2015,,,,2015-05-21,judithofsquamish,,https://www.inaturalist.org/observations/9106752,77642,https://static.inaturalist.org/photos/12303200/medium.jpg?1512879221,
Lathyrus sylvestris,L.,narrow-leaved everlasting-pea,exotic,SNA (2019),new 2019,,,,2019-08-11,benkeen,,https://www.inaturalist.org/observations/30648550,82740,https://static.inaturalist.org/photos/47893051/medium.jpeg?1565563671,
Lemna minor,"L,",common duckweed,native,S5 (2019) ,new 2019,,,,2019-12-28,benkeen,,https://www.inaturalist.org/observations/37048511,54518,https://static.inaturalist.org/photos/58667515/medium.jpeg?1577581758,
Lepidium campestre,(L.) W.T. Aiton,field peppergrass,exotic,SNA (2019),new 2019,,,,2019-06-29,benkeen,,https://www.inaturalist.org/observations/27890320,77663,https://static.inaturalist.org/photos/43439004/medium.jpeg?1561840512,
Leptarrhena pyrolifolia,(D. Don) R. Br. ex Ser. ,leather-leaf saxifrage,native,S5 (2015),new 2017,,,,2017-07-02,judithofsquamish,,https://www.inaturalist.org/observations/6939927,128870,https://static.inaturalist.org/photos/8868381/medium.jpeg?1499316202,
Leucanthemum vulgare,Lam.,oxeye daisy,exotic,SNA (2001) ,new 2017,,,,2017-06-25,judithofsquamish,,https://www.inaturalist.org/observations/6798009,56057,https://static.inaturalist.org/photos/8647219/medium.jpeg?1498428698,
Leymus mollis,(Trin.) Pilg.,American dune grass,native,S4S5 (2015),new 2018,,,,2018-09-07,judithofsquamish,,https://www.inaturalist.org/observations/16359520,61067,https://static.inaturalist.org/photos/24594224/medium.jpeg?1536514741,
Ligustrum vulgare,L.,common privet,exotic,SNA (2001) ,new 2018,,,,2018-09-26,benkeen,,https://www.inaturalist.org/observations/16953216,119805,https://static.inaturalist.org/photos/25624476/medium.jpg?1538015028,
Lilaeopsis occidentalis,J.M. Coult. & Rose,western grasswort,native,S4 (2015),confirmed,1980-01-01,,RBCM,2018-07-16,judithofsquamish,V199575,https://www.inaturalist.org/observations/14463274,77742,https://static.inaturalist.org/photos/21525578/medium.jpeg?1531872711,
Lilium columbianum,Leichtlin,Columbia lily,native,S5 (2015) ,confirmed,1924-05-31,T.R. Ashlee,UBC,2018-05-29,judithofsquamish,UBC: V223468,https://www.inaturalist.org/observations/13099371,77744,https://static.inaturalist.org/photos/19087328/medium.jpeg?1528075750,
Limosella aquatica,L.,water mudwort,native,S4 (2015),new 2018,,,,2018-07-14,judithofsquamish,,https://www.inaturalist.org/observations/14398709,59016,https://static.inaturalist.org/photos/21414739/medium.jpeg?1531697780,
Linaria purpurea,(L.) Mill.,purple toadflax,exotic,SNA (2001) ,new 2018,,,,2018-09-06,benkeen,,https://www.inaturalist.org/observations/16276507,77778,https://static.inaturalist.org/photos/24440916/medium.jpg?1536286453,
Linaria vulgaris,Mill.,butter-and-eggs,exotic,SNA (2001),new 2016,,,,2016-06-12,hillanddale,,https://www.inaturalist.org/observations/9628127,50790,https://static.inaturalist.org/photos/13143848/medium.jpg?1517028003,
Linnaea borealis,L.,twinflower,native,S5 (2000) see 'notes',new 2017,,,,2017-07-04,hillanddale,,https://www.inaturalist.org/observations/9525360,77780,https://static.inaturalist.org/photos/12987877/medium.jpg?1516336007,
Liriodendron tulipifera ,L.,tuliptree,exotic,"not in CDC records, see 'notes'",reported,1978-08-15,John Pinder-Moss,UBC,,,UBC: V166523,,53582,,because likely PLANTED
Lonicera ciliosa,(Pursh) Poir. ex DC. ,orange honeysuckle,native,S5 (2000) ,confirmed,,,,2017-06-13,hillanddale,,https://www.inaturalist.org/observations/8568264,77832,https://static.inaturalist.org/photos/11447853/medium.jpg?1509062520,
Lonicera hispidula,(Lindl.) Doug. ex Torr. & Gray,pink honeysuckle,native,S5 (2000),new 2018,,,,2018-11-11,benkeen,,https://www.inaturalist.org/observations/18337800,53416,https://static.inaturalist.org/photos/28022744/medium.jpg?1541974297,
Lonicera involucrata,(Richardson) Banks ex Spreng.,twinberry honeysuckle,native,S5 ,new 2015,,,,2015-07-19,judithofsquamish,,http://www.inaturalist.org/observations/4392130,60881,https://static.inaturalist.org/photos/5270856/medium.jpeg?1476893118,
Lotus corniculatus,L.,bird's-foot trefoil,exotic,SNA (2001),new 2011,,,,2011-07-10,hillanddale,,https://www.inaturalist.org/observations/9630962,47435,https://static.inaturalist.org/photos/13148990/medium.jpeg?1517067087,
Luetkea pectinata,(Pursh) Kuntze.,partridgefoot,native,S5 (2015),confirmed,1997-07-13,Gerald B. Straley,UBC,2017-07-30,judithofsquamish,UBC: V226169,https://www.inaturalist.org/observations/7359849,77842,https://static.inaturalist.org/photos/9542652/medium.jpeg?1501946227,
Lunaria annua,L.,annual honesty,exotic,SNA (2019),new 2019,,,,2019-04-15,judithofsquamish,,https://www.inaturalist.org/observations/22636498,55886,https://static.inaturalist.org/photos/35073123/medium.jpeg?1555548716,
Lupinus arcticus,S. Watson,Arctic lupine,native,S5 (2000),new 2017,,,,2017-09-05,judithofsquamish,,https://www.inaturalist.org/observations/8897750,143688,https://static.inaturalist.org/photos/11972734/medium.jpeg?1511374426,
Lupinus latifolius ,Lindl. ex J. Agardh,broadleaf lupine,native,S4S5 (2015) ,confirmed,1914-06-29,Fred Perry,UBC,2019-09-08,benkeen,UBC: V45369,https://www.inaturalist.org/observations/32379715,67379,https://static.inaturalist.org/photos/50777988/medium.jpeg?1567984972, 
Lupinus littoralis,Douglas,seashore lupine,native,S3S4 (2005),new 2018,,,,2018-05-13,judithofsquamish,,https://www.inaturalist.org/observations/12441883,77872,https://static.inaturalist.org/photos/17945613/medium.jpeg?1526273935,
Lupinus polyphyllus polyphyllus,Lindl.,large-leaved lupine,native,S4 (2001),confirmed,1963-06-19,,RBCM,2017-05-31,sea2skynaturebc,V045326,http://inaturalist.ca/observations/6444270,61016,https://static.inaturalist.org/photos/8142064/medium.jpg?1496245695,
Luzula campestris ,(L.) DC.,field woodrush,exotic,SNA (2001),reported,1973-08-01,Charles E. Beil,UBC,,,UBC: V176060,,55795,,
Luzula comosa,E. Mey.,Pacific woodrush,native,S4 (2000),confirmed,1974-07-04,Charles E. Biel,UBC,2019-05-25,judithofsquamish,UBC: V176167,https://www.inaturalist.org/observations/26158737,57111,https://static.inaturalist.org/photos/40593234/medium.jpeg?1559365988,
Luzula hitchcockii,HΣmet-Ahti ,Hitchcock's woodrush,native,S4S5 (2015),new 2014,,,,2014-07-26,judithofsquamish,,https://www.inaturalist.org/observations/8898086,143686,https://static.inaturalist.org/photos/11973310/medium.jpeg?1511377164,
Luzula macrantha ,Zika & B.L. Wilson,prairie woodrush,native,S1S2 (2017),reported,2008-06-23,P. F. Zika ,WTU,,,WTU: 374586,,890265,, 
Luzula multiflora multiflora,(Ehrh.) Lej.,heath woodrush,exotic,SNA (2015),confirmed,1912-04-13,John Davidson,UBC,2016-05-17,judithofsquamish,UBC: V49223,https://www.inaturalist.org/observations/9187510,237139,https://static.inaturalist.org/photos/12434621/medium.jpeg?1513564888,
Luzula parviflora,(Ehrh.) Desv,small-flower woodrush,native,S5 (2000),confirmed,1977-08-06,Chris Clement ,RBCM,2018-07-03,judithofsquamish,V146581,https://www.inaturalist.org/observations/14171647,77897,https://static.inaturalist.org/photos/21010868/medium.jpeg?1531071487,
Luzula subsessilis ,(S. Watson) Buchenau,Pacific woodrush,native,S5 (2000) ,reported,2008-06-23,Peter F. Zika,CIC,,,CIC: 39047,,77901,,
Lycopodium clavatum,L.,stag's-horn clubmoss,native,S5 (2015),confirmed,1974-06-07,Charles E. Beil,UBC,2014-06-17,judithofsquamish,UBC: V176176,https://www.inaturalist.org/observations/6161007,77914,https://static.inaturalist.org/photos/7725107/medium.jpeg?1494432885,
Lycopus uniflorus,Michx.,northern bugleweed,native,S5 (2015),confirmed,2015-08-00,Fred Perry,UBC,2018-09-23,benkeen,UBC: V49211,https://www.inaturalist.org/observations/16857648,77915,https://static.inaturalist.org/photos/25458063/medium.jpg?1537754287,
Lysichiton americanus,Hultén & H. St. John,western skunk cabbage,native,S5 (2000) ,new 2016,,,,2016-04-03,judithofsquamish,,http://www.inaturalist.org/observations/4392189,48537,https://static.inaturalist.org/photos/5270949/medium.jpeg?1476894007,
Lysimachia europaea,(L.) U. Manns & Anderb.,chickweed-wintergreen,native,"S4S5 (2015), see 'notes'",new 2018,,,,2019-06-13,citizen1,,https://www.inaturalist.org/observations/27236230,716947,https://static.inaturalist.org/photos/42355203/medium.jpg?1560896412,syn. L.europaea arctica
Lysimachia latifolia,(Hook.) Cholewa,Western star flower,native,S4S5 (2015),confirmed,1974-07-02,Charles E. Beil ,UBC,2015-05-09,judithofsquamish,UBC: V176158,http://www.inaturalist.org/observations/4509281,496537,https://static.inaturalist.org/photos/5455184/medium.jpeg?1478478467,
Lysimachia maritima,"(L.) Galasso, Banfi & Soldano",sea milkwort,native,S5 (2001),new 2016,,,,2016-05-21,judithofsquamish,,http://www.inaturalist.org/observations/4394931,204175,https://static.inaturalist.org/photos/5275234/medium.jpeg?1476912656,
Lysimachia thyrsiflora,L.,tufted loosestrife,native,S4S5 (2015),new 2015,,,,2015-05-31,judithofsquamish,,http://www.inaturalist.org/observations/4395046,77917,https://static.inaturalist.org/photos/5275311/medium.jpeg?1476913038,
Lythrum salicaria,L.,purple loosestrife,exotic,SNA (2001),new,,,,2018-07-23,judithofsquamish,,https://www.inaturalist.org/observations/14699261,61321,https://static.inaturalist.org/photos/21917207/medium.jpeg?1532468465,
Maianthemum dilatatum,(Alph. Wood) A. Nelson & J.F. Macbr.,Western lily of the valley,native,S5 (2000) ,confirmed,1997-05-18,Gerald B. Straley,UBC,2017-04-16,sea2skynaturebc,UBC: V226289,http://inaturalist.ca/observations/5762841,63939,https://static.inaturalist.org/photos/7153543/medium.jpg?1492369872,
Maianthemum racemosum amplexicaule,(L.) Link (Nutt.) LaFrankie,Solomon's plume,native,S5 (2015),confirmed,1961-05-25,F. Vrugtman ,UBC,2014-06-21,judithofsquamish,UBC: V101047,https://www.inaturalist.org/observations/8894052,53012,https://static.inaturalist.org/photos/11966538/medium.jpeg?1511330388,
Maianthemum stellatum,(L.) Link. ,starry false Solomon's-seal,native,S5 (2015),confirmed,1960-06-09,L. Orloci,UBC,2017-07-02,judithofsquamish,UBC: V90716,https://www.inaturalist.org/observations/7270508,53268,https://static.inaturalist.org/photos/9398207/medium.jpeg?1501378113,
Malus fusca,(Raf.) C.K. Schneid.,Pacific crab apple,native,S5 (2000),confirmed,1997-05-18,Gerald B. Straley ,UBC,2015-04-29,judithofsquamish,UBC: V226207,http://www.inaturalist.org/observations/4395315,77948,https://static.inaturalist.org/photos/5276032/medium.jpeg?1476916750,
Matricaria discoidea,DC.,pineapple-weed,native,S5 (2015) ,new 2018,,,,2018-07-16,judithofsquamish,,https://www.inaturalist.org/observations/14469550,52992,https://static.inaturalist.org/photos/21536833/medium.jpeg?1531886942,
Medicago lupulina,L.,black medick,exotic,SNA (2001) ,new 2016,,,,2016-05-21,judithofsquamish,,https://www.inaturalist.org/observations/5460652,57056,https://static.inaturalist.org/photos/6722677/medium.jpeg?1490492915,
Melampyrum lineare var. lineare ,Desr. ,American cow-wheat,native,S5 (2015),reported,1942-08-18,John W. Eastham,UBC,,,UBC: V29830,,241667,,
Melica subulata ,(Griseb.) Scribn.,Alaska oniongrass,native,S5 (2000),reported,1974-07-08,Charles E. Biel ,UBC,,,UBC: V176149,,77986,,
Melilotus albus,Medik.,white sweet-clover,native,SNA (2001),new 2015,,,,2015-06-07,judithofsquamish,,https://www.inaturalist.org/observations/9974458,58907,https://static.inaturalist.org/photos/13704677/medium.jpeg?1519446104,
Melissa officinalis,L.,lemon balm,exotic,SNA (2019),new 2019,,,,2019-07-18,benkeen,,https://www.inaturalist.org/observations/29096537,59901,https://static.inaturalist.org/photos/45395925/medium.jpeg?1563518752,
Mentha arvensis,L.,corn mint,native,S5 (2015) ,new 2018,,,,2018-07-14,judithofsquamish,,https://www.inaturalist.org/observations/14398923,58188,https://static.inaturalist.org/photos/21415045/medium.jpeg?1531698132,
Mentha canadensis?,L.,American cornmint,native,not in CDC records,new 2019,,,,2019-08-27,benkeen,,https://www.inaturalist.org/observations/31649568,77991,https://static.inaturalist.org/photos/49556283/medium.jpeg?1566959545,
Menyanthes trifoliata,L.,bogbean,native,S5 (2000),new 2015,,,,2015-05-24,judithofsquamish,,https://www.inaturalist.org/observations/6017963,78016,https://static.inaturalist.org/photos/7530257/medium.jpeg?1493520638,
Micranthes ferruginea,(Graham) Brouillet & Gornall,russethair saxifrage,native,S5 (2015),confirmed,1989-09-24,T. C. Wells ,WTU,2017-09-02,judithofsquamish,WTU: 371325,https://www.inaturalist.org/observations/7762103,78024,https://static.inaturalist.org/photos/10194885/medium.jpeg?1504449663,
Micranthes integrifolia,(Hooker) Small ,wholeleaf saxifrage,native,S4 (2001),confirmed,1974-05-15,J. Hett ,UBC,2019-04-13,benkeen,UBC: V157758,https://www.inaturalist.org/observations/22436300,78027,https://static.inaturalist.org/photos/34750961/medium.jpg?1555194948,
Micranthes lyallii,(Engl.) Small,redstem saxifrage,native,S5 (2012),reported,1951-08-09,W. Cottle,UBC,,,UBC: V27374,,357929,,
Micranthes nelsoniana,(D. Don) Small,heartleaf saxifrage,native,status depends on which variety,confirmed,1965-07-24,B. Fraser ,UBC,2013-08-17,judithofsquamish,UBC: V195885,https://www.inaturalist.org/observations/7376686,357930,https://static.inaturalist.org/photos/9570307/medium.jpeg?1502037729,
Micranthes nelsoniana var. cascadensis ,(D. Don) Small,Cascade saxifrage,native,S5 (2000) ,reported,1965-08-15,B. Fraser ,UBC,,,UBC: V194886,,357961,,
Micranthes porsildiana ,(D. Don) Small,heartleaf saxifrage,native,S4S5 (2005,reported,1960-08-03,E.B. Peterson ,UBC,,,UBC: V97788,,772262,,herbarium record M. nelsoniana var. porsildiana
Micranthes occidentalis ,(S. Watson) Small,western saxifrage,native,S5 (2000),reported,1967-08-19,Vladimir J. Krajina,UBC,,,UBC: V158359,,357953,,
Micranthes odontoloma ,(Piper) A. Heller,brook saxifrage,native,S4 (2015),reported,1973-08-27,Vladimir J. Krajina ,UBC,,,UBC: V151752,,78030,,
Micranthes rufidula ,Small,rustyhair saxifrage,native,S4S5 (2015),reported,1942-07-12,Vernon C. Brink,UBC,,,UBC: V55338,,357949,,
Micranthes tolmiei,(Torr. & A. Gray) Brouillet & Gornall,Tolmie's saxifrage,native,S4 (2015) ,confirmed,1966-08-15,B. Fraser ,UBC,2017-09-26,judithofsquamish,UBC: V194892,https://www.inaturalist.org/observations/8898581,78032,https://static.inaturalist.org/photos/11974165/medium.jpeg?1511380055,
Mitella breweri,A. Gray,Brewer's miterwort,native,S4S5 (2015),confirmed,1979-07-23,B. A. Bohm,UBC,2017-07-02,judithofsquamish,UBC: V164212,https://www.inaturalist.org/observations/7270574,165475,https://static.inaturalist.org/photos/9398305/medium.jpeg?1501378462,herbarium record Pectaniana breweri
Mitella pentandra,Hook.,Alpine mitrewort,native,S4 (2015),confirmed,1962-03-14,B. Fraser,UBC,2017-07-02,judithofsquamish,UBC: V158382,https://www.inaturalist.org/observations/7270574,117307,https://static.inaturalist.org/photos/43128106/medium.jpeg?1561566520,
Mitella trifida ,(Graham) Rydb.,Pacific bishop's-cap,native,S4 (2015),reported,1916-08-06,W. Taylor ,UBC,,,UBC: V137883,,128871,,
Moneses uniflora,(L.) A. Gray,single delight,native,S4 (2015) ,confirmed,1912-07-21,Fred Perry,UBC,2016-05-17,judithofsquamish,UBC: V242458,https://www.inaturalist.org/observations/19534223,60376,https://static.inaturalist.org/photos/30063667/medium.jpeg?1547053322,
Monotropa hypopitys,L.,pinesap,native,S3S4 (2001),confirmed,2012-07-25,Erin R. Manton ,UBC,2016-06-02,judithofsquamish,UBC: V238915,https://www.inaturalist.org/observations/6033596,59986,https://static.inaturalist.org/photos/7554233/medium.jpeg?1493611535,
Monotropa uniflora,L.,Indian pipe,native,S4 (2015),confirmed,1974-10-21,P.C. Martin,UBC,2017-07-09,sea2skynaturebc,UBC: V148161,http://inaturalist.ca/observations/6980419,49477,https://static.inaturalist.org/photos/8933508/medium.jpg?1499614853,
Montia fontana ,L.,blinks,native,S4? (2015),reported,1916-04-29,John Davidson,UBC,,,UBC: V45786,,58990,,
Montia parvifolia parvifolia,(Moc. ex DC.) Greene,littleleaf miner's-lettuce,native,S5 (2015) ,confirmed,1974-06-01,Charles E. Biel ,UBC,2018-05-06,judithofsquamish,UBC: V176105,https://www.inaturalist.org/observations/12215192,237322,https://static.inaturalist.org/photos/17550710/medium.jpeg?1525651511,historical record AB534
Muscari neglectum ,Guss. ex Ten.,grape hyacinths,exotic,SNA (2012) ,reported,2014-04-12,Frank Lomer,UBC,,,UBC: V241862,,68846,,
Mycelis muralis,(L.) Dumort.,wall lettuce,exotic,SNA (2006),confirmed,1974-07-02,Charles E. Beil,UBC,2016-03-19,judithofsquamish,UBC: V176162,http://www.inaturalist.org/observations/4395516,48543,https://static.inaturalist.org/photos/5276310/medium.jpeg?1476919139,
Myosotis arvensis,(L.) Hill,field forget-me-not,exotic,SNA (2001),confirmed,1976-07-01,Murray Clark ,UBC,2019-05-26,citizen1,UBC: V161945,https://www.inaturalist.org/observations/26126226,51726,https://static.inaturalist.org/photos/40538280/medium.jpg?1559323672,
Myosotis laxa,Lehm.,bay forget-me-not,native,S5 (2015),reported,1977-00-00,Kelowna Resource Analysis Branch,RBCM,,,V111299,,78150,,
Myosotis sylvatica,Ehrh.,wood forget-me-not,exotic,SNA (2019),new 2019,,,,2019-04-07,benkeen,,https://www.inaturalist.org/observations/22164476,55826,https://static.inaturalist.org/photos/34315359/medium.jpg?1554675292,
Myrica gale,L.,sweet gale,native,S5 (2000),confirmed,1997-05-18,Gerald B. Straley,UBC,2015-03-27,judithofsquamish,UBC: V226286,http://www.inaturalist.org/observations/4395945,82203,https://static.inaturalist.org/photos/5276855/medium.jpeg?1476921929,
Nabalus alatus ,Hook.,western rattlesnake root,native,S4 (2015),reported,1914-07-01,A. E. Baggs ,UBC,,,UBC: V47169,,130955,,aka Prenanthes alata
Nasturtium officinale ,W.T. Aiton,watercress,exotic,SNA (2000) ,reported,1912-08-05,John Davidson,UBC,,,UBC: V13061,,78174,,
Nemophila parviflora,Douglas ex Benth,small-flowered nemophila,native,S5 (2000),confirmed,1916-04-29,W. Taylor,UBC,2019-02-24,benkeen,UBC: V21347,https://www.inaturalist.org/observations/20737124,57353,https://static.inaturalist.org/photos/31972550/medium.jpg?1551041936,
