iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Author,Common name,Origin,Status,Reporting,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Catalogue Number,sinceTimestamp,sinceRecordedBy,sinceCollection,Documenting,iNaturalist Observation Link,Notes
Sorex vagrans,46348,Sorex vagrans,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,,Soricidae,Soricinae,Soricini,Sorex,vagrans,Baird,vagrant shrew,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Lampetrinae,788524,Lampetrinae,Animalia,Chordata,Vertebrata,Agnatha,Petromyzonti,,,Petromyzontiformes,,,,Petromyzontidae,Lampetrinae,,,,Fowler,a subfamily of lamprey,Origin,Status,new 2017,,,,,,4/26/2017,sea2skynaturebc,iNat,documented,https://www.inaturalist.org/observations/9035734,
Charina bottae,243962,Charina bottae,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Boidae,Charininae,,Charina,bottae,Blainville,northern rubber boa,Origin,Status,reported,,, ,,,,,iNat,undocumented,,
Contia tenuis,26916,Contia tenuis,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Dipsadinae,,Contia,tenuis,Baird & Girard,sharp-tailed snake,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Elgaria coerulea,32064,Elgaria coerulea,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,,Anguidae,Gerrhonotinae,,Elgaria,coerulea,Wiegmann,northern alligator lizard,Origin,Status,new 2015,,,,,,2005-07-10,hillanddale,iNat,documented,https://www.inaturalist.org/observations/8527742,
Elgaria coerulea principis,32065,Elgaria coerulea principis,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,,Anguidae,Gerrhonotinae,,Elgaria,coerulea,Baird & Girard ,northwestern alligator lizard,Origin,Status,confirmed,1932-08-19,,RBCM,,505,2010-07-25,elsemikkelsen,iNat,documented,https://www.inaturalist.org/observations/9226524,historical record Keats Island
Nerodia sipedon,29305,Nerodia sipedon,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Nerodia,sipedon,L.,northern water snake,Origin,Status,reported,1967-07-13,,RBCM,,1074,,,iNat,undocumented,,historical record West Vancouver
Pituophis catenifer catenifer,51440,Pituophis catenifer catenifer,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Colubrinae,,Pituophis,catenifer,Blainville,"gopher snake, catenifer species",Origin,Status,reported,,,,,,,,iNat,undocumented,,
Plestiodon skiltonianus,37769,Plestiodon skiltonianus,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,,Scincidae,Scincinae,,Plestiodon,skiltonianus,Baird & Girard,western skink,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Thamnophis elegans,28398,Thamnophis elegans,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,elegans,Baird & Girard,Western terrestrial garter snake,Origin,Status,confirmed,,,,,,2018-08-29,alexc243,iNat,documented,https://www.inaturalist.org/observations/16031675,
Thamnophis elegans vagrans,28403,Thamnophis elegans vagrans,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,elegans,Baird & Girard ,wandering garter snake,Origin,Status,new 2015,,,,,,2015-09-01,benkeen,iNat,documented,https://www.inaturalist.org/observations/32016869,
Thamnophis ordinoides,28389,Thamnophis ordinoides,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,ordinoides,Baird & Girard ,northwestern garter snake,Origin,Status,confirmed,1970-04-23,,RBCM,,1050,2013-05-13,birdspaz,iNat,documented,http://inaturalist.ca/observations/6207112,
Thamnophis sirtalis,28362,Thamnophis sirtalis,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,sirtalis,Linnaeus,common garter snake,Origin,Status,confirmed,,,,,,2010-05-11,hillanddale,iNat,documented,https://www.inaturalist.org/observations/8547265,
Thamnophis sirtalis fitchi,28371,Thamnophis sirtalis fitchi,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,sirtalis,Fox,valley garter snake,Origin,Status,new 2014,,,,,,2018-06-10,the_rainbow_bee,iNat,documented,https://www.inaturalist.org/observations/13336964,
Thamnophis sirtalis pickeringii,28363,Thamnophis sirtalis pickeringii,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,sirtalis,Baird & Girard,Puget Sound garter snake,Origin,Status,new 2019,,,,,,2019-03-20,vilnoori,iNat,documented,https://www.inaturalist.org/observations/21683773,
Actinemys marmorata,73592,Actinemys marmorata,Animalia,Chordata,Vertebrata,,Reptilia,,,Testudines,,,,Emydidae,Emydinae,,Actinemys,marmorata,Baird & Girard,western pond turtle,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Trachemys scripta,39782,Trachemys scripta,Animalia,Chordata,Vertebrata,,Reptilia,,,Testudines,,,,Emydidae,Deirochelyinae,,Trachemys,scripta,Thunberg in Schoepff,common slider,Origin,Status,new 2020,,,,,,2020-10-06,northvandad,iNat,documented,https://www.inaturalist.org/observations/61925155,
Trachemys scripta elegans,51271,Trachemys scripta elegans,Animalia,Chordata,Vertebrata,,Reptilia,,,Testudines,,,,Emydidae,Deirochelyinae,,Trachemys,scripta,Wied-Neuwied,red-eared slider,Origin,Status,new 2020,,,,,,2020-07-05,bonniefairbairn,iNat,documented,https://www.inaturalist.org/observations/53693333,
Pachycerianthus fimbriatus,47702,Pachycerianthus fimbriatus ,Animalia,Cnidaria,,,Anthozoa,Ceriantharia,,Spirularia,,,,Cerianthidae,,,Pachycerianthus,fimbriatus,McMurrich,tube-dwelling anemone,Origin,Status,reported,2018-03-16T12:11:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,"Gibbs: Defence Islands, shore bioherm"
Edwardsiella loveni,939651,Edwardsiella loveni,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Anenthemonae,,Edwardsioidea,Edwardsiidae,,,Edwardsiella,loveni,Carlgren,tiny lined anemone,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Anthopleura artemisia,51658,Anthopleura artemisia ,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Anthopleura,artemisia,Pickering in Dana,moonglow anemone,Origin,Status,reported,2004-08-10T14:17:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,"Gibbs: Britannia mine, north"
Anthopleura elegantissima,52564,Anthopleura elegantissima,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Anthopleura,elegantissima,Brandt,pink-tipped anemone,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Cribrinopsis fernaldi,465158,Cribrinopsis fernaldi ,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Cribrinopsis,fernaldi,Siebert & Spaulding,crimson anemone,Origin,Status,reported,2018-01-16T13:37:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,"Gibbs:  Defence Islands, sponge garden"
Diadumene lineata,81783,Diadumene lineata,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Metridioidea,Diadumenidae,,,Diadumene,lineata,Verrill,Striped Green Sea Anemone,Origin,Status,new 2019,,,,,,8/17/2019,mws,iNat,documented,https://www.inaturalist.org/observations/31037236,
Metridium farcimen,51812,Metridium farcimen ,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Metridioidea,Metridiidae,,,Metridium,farcimen,Brandt,giant plumose anemone,Origin,Status,reported,2018-03-16T12:11:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,"Gibbs: Defence Islands, shore bioherm"
Metridium senile,49071,Metridium senile ,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Metridioidea,Metridiidae,,,Metridium,senile,L.,short plumose anemone,Origin,Status,reported,2015-10-15T12:37:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,"Gibbs: Porteau, pilings"
Peachia quinquecapitata,47814,Peachia quinquecapitata,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Haloclavidae,,,Peachia,quinquecapitata,McMurrich,twelve-tentacled parasitic anemone,Origin,Status,reported,2005-06-09T12:38:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,Gibbs: Porteau shoreline north
Phacellophora camtschatica,52966,Phacellophora camtschatica,Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,,Phacellophoridae,,,Phacellophora,camtschatica,Brandt,egg-yolk jelly,Origin,Status,reported,2003-09-18T14:38:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,Gibbs: Porteau
Stomphia coccinea,459981,Stomphia coccinea,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinostoloidea,Actinostolidae,,,Stomphia,coccinea,Müller,spotted swimming anemone,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Stomphia didemon,501276,Stomphia didemon ,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinostoloidea,Actinostolidae,,,Stomphia,didemon,Siebert  ,swimming anemone,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Urticina clandestina,898651,Urticina clandestina ,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Urticina,clandestina,"Sanamyan N., Sanamyan K. & McDaniel",stubby rose anemone,Origin,Status,reported,2003-10-13T12:26:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,Gibbs: Porteau
Urticina columbiana,479764,Urticina columbiana ,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Urticina,columbiana,Verrill,sand-rose anemone,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Urticina grebelnyi,492672,Urticina grebelnyi ,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Urticina,grebelnyi,Müller,painted anemone,Origin,Status,reported,2018-01-16T00:29:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,"Gibbs: Defence Islands, shore bioherm"
Paracyathus stearnsii,293284,Paracyathus stearnsii ,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,,,,Caryophylliidae,,,Paracyathus,stearnsii,Verrill,brown oval cup coral,Origin,Status,reported,2018-03-16T12:11:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,"Gibbs: Defence Islands, shore bioherm"
Caryophyllia alaskensis,459907,Caryophyllia alaskensis,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,,,,Caryophylliidae,,,Caryophyllia,alaskensis,Vaughan,tan cup coral,Origin,Status,confirmed,2013-07-04T12:27:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,6/26/2020,rachmunger,iNat,documented,https://www.inaturalist.org/observations/69996335,Gibbs: Miniaty Bay
Balanophyllia elegans,51799,Balanophyllia elegans ,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,,,,Dendrophylliidae,,,Balanophyllia,elegans,Verrill,orange cup coral,Origin,Status,reported,2012-05-01T12:00:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,Gibbs: Miniaty Bay
Epizoanthus scotinus,429859,Epizoanthus scotinus,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Zoantharia,Macrocnemina,,,Epizoanthidae,,,Epizoanthus,scotinus,Wood,orange zoanthid,Origin,Status,reported,2013-07-04T12:27:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,, 
Balticina willemoesi,1283181,Balticina willemoesi ,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subselliflorae,,,Balticinidae,,,Balticina,willemoesi,Kölliker,sea whip,Origin,Status,reported,2012-08-14T12:33:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,Gibbs: Miniaty Bay  (original record: Halipteris willemoesi)
Ptilosarcus gurneyi,448320,Ptilosarcus gurneyi ,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subselliflorae,,,Pennatulidae,,,Ptilosarcus,gurneyi,Gray,orange sea pen,Origin,Status,reported,2017-09-21T10:00:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,Gibbs: Porteau shoreline south
Stomphia coccinea,459981,Stomphia coccinea,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinostoloidea,Actinostolidae,,,Stomphia,coccinea,Müller,Swimming Anemone,Origin,Status,reported,2012-05-01T12:00:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,Gibbs: Miniaty Bay 
Stomphia didemon,501276,Stomphia didemon,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinostoloidea,Actinostolidae,,,Stomphia,didemon,Siebert  ,none,Origin,Status,reported,2018-03-16T12:11:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,"Gibbs: Defence Islands, shore bioherm"
Virgularia,195571,Virgularia sp. ,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subselliflorae,,,Virgulariidae,,,Virgularia,,Lamarck ,white sea pen,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Ectopleura crocea,324497,Ectopleura crocea,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,,Tubulariidae,,,Ectopleura,crocea,Agassiz,bushy pink-mouth hydroid,Origin,Status,reported,2002-09-23T13:50:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,Gibbs: Pinauay crocea updated to current iNaturalist taxonomy; Porteau shoreline north
Ectopleura marina,492142,Ectopleura marina,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,,Tubulariidae,,,Ectopleura,marina,Torrey,solitary pink-mouth hydroid,Origin,Status,reported,2017-03-04T13:00:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,Gibbs: Pinauay marina updated to current iNaturalist taxonomy
Euphysa,247163,Euphysa spp. ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,,Corymorphidae,,,Euphysa,,Forbes,tiny red sausage jellies,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Polyorchis penicillatus,51640,Polyorchis penicillatus ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,,Corynidae,,,Polyorchis,penicillatus,Eschscholtz,red-eye medusa,Origin,Status,reported,1993-03-21T14:47:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,Gibbs: Porteau
Sarsia tubulosa,448319,Sarsia tubulosa ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,,Corynidae,,,Sarsia,tubulosa,Sars,clapper hydroid,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Bougainvillia,247135,Bougainvillia sp.   ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Bougainvilliidae,,,Bougainvillia,,Lesson,cluster-tentacled jelly,Origin,Status,reported,,,,,,,,iNat,undocumented,, 
Neoturris breviconis,491131,Neoturris breviconis,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Pandeidae,,,Neoturris,breviconis,Murbach & Shearer,blob-top jelly,Origin,Status,reported,2013-05-09T11:43:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,Gibbs: Miniaty Bay
Bythotiara huntsmani,1072677,Bythotiara huntsmani ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Bythotiaridae,,,Bythotiara,huntsmani,Fraser,tunicate siphon hydroid,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Catablema multicirratum,888775,Catablema multicirratum ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Pandeidae,,,Catablema,multicirratum,Kishinouye,constricted jelly,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Garveia annulata,63662,Garveia annulata ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Bougainvilliidae,,,Garveia,annulata,Nutting,orange hydroid,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Hydractinia,203798,Hydractinia sp. (H. aggregata?) ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Hydractiniidae,,,Hydractinia,,van Beneden,snail fur hydroid,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Leuckartiara,246862,Leuckartiara spp.,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Pandeidae,,,Leuckartiara,,Hartlaub,tall-top jellies,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Neoturris breviconis,491131,Neoturris breviconis ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Pandeidae,,,Neoturris,breviconis,Murbach & Shearer,blob-top jelly,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Rhizorhagium roseum,547422,Rhizorhagium roseum,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Bougainvilliidae,,,Rhizorhagium,roseum,Levinson,creeping orange hydroid,Origin,Status,reported,,,,,,,,iNat,undocumented,,Gibbs: original record Garveia groenlandica updated to current iNaturalist taxonomy
Schuchertinia milleri,854771,Schuchertinia milleri  ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Hydractiniidae,,,Schuchertinia,milleri,Torrey,hedge-hog hydroid,Origin,Status,reported,,,,,,,,iNat,undocumented,,Gibbs: original record: Clavactinia milleri  updated to current iNaturalist taxonomy
Similiclava nivea,873890,Similiclava nivea ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Similiclavidae,,,Similiclava,nivea,"Calder, Choong & McDaniel",white hydroid,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Stylantheca papillosa,131205,Stylantheca papillosa ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Stylasteridae,,,Stylantheca,papillosa,Dall,encrusting hydrocoral,Origin,Status,reported,,,,,,,,iNat,undocumented,,
Abietinaria inconstans,424310,Abietinaria inconstans,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,inconstans,Clark,a sp of hydroid,Origin,Status,new 2021,,,,,,3/6/2021,rachmunger,iNat,documented,https://www.inaturalist.org/observations/70697390,iNat: needs i.d.
Abietinaria,55322,Abietinaria spp.,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,L.,coarse Sea fir hydroids,Origin,Status,,2005-12-05T12:30:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,,,Gibbs: Britannia bioherm
Aequorea victoria,325995,Aequorea victoria,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Aequoreidae,,,Aequorea,victoria,Murbach & Shearer,victoria's crystal jelly,Origin,Status,new 2020,,,,,,5/9/2020,rachmunger,iNat,documented,https://www.inaturalist.org/observations/69990609,
Aequorea,191502,Aequorea spp.,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Aequoreidae,,,Aequorea,,Péron & Lesueur,crystal jellies,Origin,Status,reported,2013-07-04T14:07:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,Gibbs: Porteau shoreline south
Aglaophenia,51218,Aglaophenia spp. ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Plumularioidea,Aglaopheniidae,,,Aglaophenia,,Lamouroux,ostrich-plume hydroid,Origin,Status,reported,1968-07-03T13:00:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,undocumented,,Gibbs: Porteau
Clytia gregaria,195428,Clytia gregaria ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Campanulariidae,,,Clytia,gregaria,Agassiz,gregarious jellyfish,Origin,Status,,2007-05-30T14:00:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,,,"Gibbs: Britannia mine, north"
Eutonina indicans,348053,Eutonina indicans ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Eirenidae,,,Eutonina,indicans,Romanes,aggregating jelly,Origin,Status,,,,,,,,,iNat,,,
Halecium densum,874028,Halecium densum ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Haleciidae,,,Halecium,densum,Calkins,dense bushy hydroid,Origin,Status,,,,,,,,,iNat,,,
Hydrallmania franciscana,873899,Hydrallmania franciscana ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Hydrallmania,franciscana,Trask,loose spiral hydroid,Origin,Status,,,,,,,,,iNat,,,
Lafoea dumosa,423721,Lafoea dumosa ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Lafoeidae,,,Lafoea,dumosa,Fleming,muff hydroid,Origin,Status,,,,,,,,,iNat,,,
Mitrocoma cellularia,493918,Mitrocoma cellularia ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Mitrocomidae,,,Mitrocoma,cellularia,Agassiz,cross jellyfish,Origin,Status,,2012-04-25T11:05:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,,,Gibbs: Porteau 2008 slide
Obelia,49536,Obelia spp. ,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Campanulariidae,,,Obelia,,"Peron and Lesueur,",wine-glass hydroids,Origin,Status,,2017-08-20T11:50:00,Donna Gibbs (contact Laura Borden at Vancouver Aquarium),,,,,,iNat,,,
