Taxon,Author of Species,Author of       Subspecies or Variety,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status (B.C.),reporting,Documented,Last Collected/ Reported,Collector/Source,Collection Accession #/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Cephalozia bicuspidata,(L.) Dum.,,two-horned pincerwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziaceae,, ,SNR,reported,undocumented,2001-05-22,W. B. Schofield ,UBC 1320201 ,,,,,,56489,
Cephalozia bicuspidata subsp. ambigua,(L.) Dum.,(Mass.) Schust.,snow pincerwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziaceae,,,SNR,reported,undocumented,1980-08-19,Joop van Velzen,UBC 1424063 .,,,,,,234980,
Cephalozia connivens ,(Dicks.) Lindb.,,forcipated pincerwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziaceae,,,S2 (2015),reported,undocumented,1998-06-19,W. B. Schofield ,UBC 1339034 ,,,,,,56487,
Cephalozia lunulifolia,(Dum.) Dum.,,moon-leaved pincerwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziaceae,,native,S3S4 (2015) ,reported,undocumented,2005-04-20,W. B. Schofield ,UBC 1310869 .,,,,,,56493,
Cephaloziella divaricata ,(Sm.) Schiffn.,,spreading threadwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziaceae,,,SNR,reported,undocumented,2006-02-18,W. B. Schofield ,UBC 1308916 ,,,,,,56495,
Cephaloziella divaricata var. scabra ,(Sm.) Schiffn.,M.A. Howe,spreading threadwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziaceae,,,SNR,reported,undocumented,1980-06-05,Joop van Velzen,UBC 1459239 ,,,,,,239904,
Cephaloziella phyllacantha ,(C. Massal. & Carestia) K. Müll.,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziaceae,,native,S2S3 (2015),reported,undocumented,1980-06-05,Joop van Velzen,UBC 1459212 ,,,,,,160324,
Cephaloziella turneri ,(Hook.) K. Müll.,,Turner's threadwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziaceae,,native,S3 (2015),reported,undocumented,1980-05-13,Joop van Velzen,UBC 1462927 .,,,,,,56502,
Chandonanthus filiformis ,Steph.,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Anastrophyllaceae,,native,S3 (2015),reported,undocumented,1980-06-02,Joop van Velzen,UBC 1459342 ,,,,,f. Tetralophozia filiformis (Steph.) Urmi,160452,
Chandonanthus setiformis ,(Ehrh.) Lindb.,,monster pawwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Anastrophyllaceae,,,SNR,reported,undocumented,1978-02-26,Terry Taylor,UBC 1373912 ,,,,,f. Tetralophozia setiformis (Steph.) Urmi,160454,
Chiloscyphus polyanthos,(L.) Corda,,square-leaved crestwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Lophocoleaceae,,native,S4S5 (2015),reported,undocumented,1980-08-19,Joop van Velzen ,UBC 1423977 ,,,,,,56506,
Conocephalum conicum,(L.) Lindb.,,great scented liverwort,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Conocephalaceae,,,SNR (2013) ,confirmed,documented,1980-08-19,Joop van Velzen ,UBC 1423972 ,2/21/2017,elsemikkelsen,https://www.inaturalist.org/observations/9211545,https://static.inaturalist.org/photos/12459275/medium.jpg?1513712515,,481941,
Diplophyllum albicans ,(L.) Dum.,,white earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Scapaniaceae,,,SNR,reported,undocumented,2001-05-22,W. B. Schofield,UBC 1320227,,,,,,123963,
Diplophyllum obtusifolium ,(Hook.) Dum.,,blunt-leaved earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Scapaniaceae,,native,S4S5 (2015),reported,undocumented,1980-08-19,J. van Velzen ,UBC 1320219 ,,,,,,56507,
Diplophyllum plicatum ,Lindb.,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Scapaniaceae,,,"in CDC as Douinia ovata, see 'notes'",reported,undocumented,1960-08-21,Peterson,UBC 1385827 ,,,,,"accepted by NatureServe, Consortium of NA Bryophyte Herbaria & I.T.I.S.",56510,
Diplophyllum taxifolium ,(Wahlenb.) Dum.,,yew-leaved earwort,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Conocephalaceae,,,not in CDC records ,confirmed,documented,2001-10-07,W. B. Schofield,NY: 00882509,2017-02-21,elsemikkelsen,https://www.inaturalist.org/observations/9211545,,"accepted by NatureServe, Consortium of NA Bryophyte Herbaria & I.T.I.S.",481941,
Douinia ovata?,(Dicks.) Buch,,waxy earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Scapaniaceae,,native,S5 (2015),reported,undocumented,1996-12-11,Terry Taylor,UBC 1339723 .,,,,,"Douinia plicata not recognized by NatureServe, iNaturalist or I.T.I.S., but both D. plicata & Diplophyllum ovatum are in Consortium of NA Bryophyte Herbaria",56515,
Frullania bolanderi ,Aust.,,hairy scalewort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jubulaceae ,, ,SNR ,,,2001-05-22,W. B. Schofield,UBC 1357034 ,,,,,herbarium record Frullaniaceae family,56518,
Frullania californica,(Aust. ex Underw.) A. Evans ?,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jubulaceae,,native,S3 (2015) ,reported,undocumented,1986-08-31,W. B. Schofield,UBC 1369202 ,,,,,herbarium record Frullaniaceae family,56520,
Frullania hattoriana ,J. & G. Godfrey ,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jubulaceae,,native,S3 (2015),reported,undocumented,2001-05-22,W. B. Schofield,UBC 1320186 ,,,,,herbarium record Frullaniaceae family,453081,
Frullania tamarisci ,(L.) Dumort.,,tamarisk scalewort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jubulaceae,,native,see notes,reported,undocumented,1980-06-02,Joop van Velzen,UBC 1459332 ,,,,,herbarium record Frullaniaceae family,163110,
Frullania nisquallensis,(L.) Dumort.,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jubulaceae,,native,S5 (2015),reported,undocumented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),,,,,herbarium record Frullania tamarisci var. nisquallensis,123818,
Geocalyx graveolens ,(Schrad.) Nees,,Turp's pouchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Geocalycaceae,, ,SNR,reported,undocumented,2001-05-22,W. B. Schofield,UBC 1320200,,,,,,163251,
Gymnocolea inflata,(Huds.) Dum.,,inflated notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Anastrophyllaceae,, ,SNR,reported,undocumented,1995-09-24,W. B. Schofield,UBC 1343952 ,,,,,herbarium record Scapaniaceae family,163453,
Gymnomitrion obtusum ,(Lightf.) Corda,,blunt frostwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gymnomitriaceae,,native,S4 (2015),reported,undocumented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),,,,,,163459,
Gyrothyra underwoodiana ,M. Howe,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gyrothyraceae,,native,S4 (2015) ,reported,undocumented,2001-05-22,W. B. Schofield,UBC 1320173,,,,,,163479,
Herbertus aduncus,(Dicks.) S. Gray ,,bent scissor-leaved liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Herbertaceae,,native,S4S5 (2015) ,reported,undocumented,2009-05-11,W. R. Buck ,NY   731536 ,,,,,bar code 01105200 ,163684,
Hygrobiella laxifolia ,(Hook.) Spruce,,lax notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziaceae,,native,S3S4 (2015),reported,undocumented,1981-08-05,W. B. Schofield,UBC 1454463 ,,,,,,163883,
Jamesoniella autumnalis ,(Decandolle) Steph.,,Jameson's liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jamesoniellaceae,,native,S5? (2015),reported,undocumented,2001-05-22,W. B. Schofield,UBC 1459328 ,,,,,CDC name has been updated by NatureServe,164223,
Jungermannia atrovirens ,Dum.,,dark-green flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,native,S3 (2015)  ,reported,undocumented,1980-08-12,Joop van Velzen,UBC 1423173 ,,,,,,164293,
Jungermannia confertissima ,Nees,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,native,S1 (2015),reported,undocumented,1980-08-19,Joop van Velzen,UBC 1423983 ,,,,,,164296,
Jungermannia exsertifolia subsp. cordifolia  ,Stephani ,Vána ,cordate flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,, ,SNR see 'notes',reported,undocumented,2001-10-07,W. B. Schofield,UBC 1317607,,,,,"accepted by Consortium of NA Bryophyte Herbaria & I.T.I.S.,  however CDC  defaults to J. eucordifolia Schljakov ",236562,
Jungermannia obovata ,Nees,,egg flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,native,S4 (2015) see 'notes' ,reported,undocumented,1981-08-05,W. B. Schofield,UBC 1319440,,,,,"accepted by NatureServe, Consortium of NA Bryophyte Herbaria, I.T.I.S.  however CDC  defaults to J. Solenostoma obovatum (Nees) Mass.",164305,
Jungermannia pumila ,With.,,dwarf flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,native,S3S4 ,reported,undocumented,1980-08-13,Joop van Velzen,UBC 1437038 ,,,,,,164307,
Jungermannia rubra ,Gott. Ex Underw.,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,native,S4 (2015) see 'notes' ,reported,undocumented,2001-05-22,W. B. Schofield,UBC 1320202,,,,,I.T.I.S. also recognizes however CDC  defaults to Solenostoma rubrum (Gott. ex Underw.) Schust.,164309,
Lepidozia reptans,(L.) Dum.,,creeping fingerwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Lepidoziaceae,,,SNR,reported,undocumented,2001-05-22,W. B. Schofield,UBC 1320239 ,,,,,,123769,
Lophocolea cuspidata,(Nees) Limpr.,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Geocalycaceae,, ,SNR,reported,undocumented,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),,,,,,164770,
Lophocolea heterophylla,(Schrad.) Dum.,,various-leaved crestwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Geocalycaceae,, ,SNR,reported,undocumented,2005-04-20,W. B. Schofield,UBC 1310867 ,,,,,,164771,
Lophozia alpestris ,(Schleich. Ex Web.) Evans,,montane notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,, ,"not in CDC records, see 'notes'",reported,undocumented,1980-08-19,Joop van Velzen,UBC 1423992 ,,,,,"accepted by NatureServe, Consortium of NA Bryophyte Herbaria & I.T.I.S. ",164780,
Lophozia guttulata  ,(Lindb. & H. Arnell) Evans,,tumid notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,,SNR,reported,undocumented,1998-06-19,W. B. Schofield,UBC 1339025 ,,,,,,164793,
Lophozia incisa,(Schrad.) Dum.,,jagged notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,, ,SNR see 'notes',reported,undocumented,2001-05-22,W. B. Schofield,UBC 1320217 .,,,,,"recognized by NatureServe, E-Flora & I.T.I.S; however CDC defaults to Schistochilopsis incisa",85415,
Lophozia sudetica ,(Nees) Grolle,,hill notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,native,S4 (2015)  ,reported,undocumented,1979-10-07,Joop van Velzen,UBC 1319421 ,,,,,,130553,
Lophozia ventricosa ,(Dicks.) Dum.,  ,tumid notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,,SNR,reported,undocumented,1998-06-19,W. B. Schofield,UBC 1339030 ,,,,,,164810,
Lophozia ventricosa var. ventricosa ,(Dicks.) Dum.,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,,SNR,reported,undocumented,1980-08-19,Joop van Velzen,UBC 1423960,,,,,,241482,
Lophozia wenzelii ,(Nees) Steph.,,Wenzel's notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,,SNR,reported,undocumented,1960-08-30,E.B. Peterson,UBC 1391061 ,,,,,,164811,
Marchantia polymorpha ,L.,,common liverwort,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Marchantaceae,,native,S5 (2015) ,reported,undocumented,1974-10-19,J. D. Godfrey ,UBC 1350574 ,,,,,,56406,
Marsupella boeckii ,(Aust.) Kaal.,,Boeck's rustwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gymnomitriaceae,,native,S3 (2015) ,reported,undocumented,1980-08-19,Joop van Velzen,UBC 1424018,,,,,,165168,
Marsupella brevissima ,(Dum.) Grolle,,snow rustwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gymnomitriaceae,,native,S3S4 (2015),reported,undocumented,1990-09-13,W. B. Schofield,UBC 1349863 ,,,,,,165169,
Marsupella commutata,(Limpr.) H. Bern.,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gymnomitriaceae,,native,S3S4 (2015)  ,reported,undocumented,1998-11-11,W. B. Schofield,UBC 1333073 ,,,,,,165170,
Marsupella condensata ,(Angstr.) Schiffn.,,compact rustwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gymnomitriaceae,,native,S3 (2015) ,reported,undocumented,1980-08-19,Joop van Velzen,UBC 1424071 ,,,,,,165171,
Marsupella emarginata ,(Ehrh.) Dum.,,notched rustwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gymnomitriaceae,,,SNR,reported,undocumented,2001-05-22,W. B. Schofield,UBC 1320223 ,,,,,,165172,
Marsupella emarginata  var. aquatica,(Ehrh.) Dum.,(Linbenb.) Dum.,notched rustwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gymnomitriaceae,,,SNR,reported,undocumented,1998-11-11,J. Harpel,UBC 1333071 ,,,,,accepted by I.T.I.S. however CDC name is Marsupella aquatica,241656,
Marsupella sparsifolia ,(Lindb.) Dum.,,rounded rustwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gymnomitriaceae,,native,S4 (2015) ,reported,undocumented,1980-08-19,Joop van Velzen,UBC 1424004 ,,,,,,165176,
Marsupella sphacelata ,(Gieseke) Dum.,,speckled rustwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gymnomitriaceae,, ,SNR,reported,undocumented,1981-08-05,W. B. Schofield,UBC 1454461 ,,,,,,165177,
Marsupella ustulata ,(Limpr.) Schust. ,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gymnomitriaceae,,native,"CDC defaults to M. sprucei, see 'notes'",reported,undocumented,1961-08-13,E.B. Peterson,UBC 1386462 ,,,,,"Marsupella ustulata accepted byNature Serve, Consortium of NA Bryophyte Herbaria & I.T.I.S. ",165178,
Marsupella ustulata var. sprucei,(Limpr.) Schust. , ,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gymnomitriaceae,,native,S1(2015)  ,reported,undocumented,1979-09-17,W. B. Schofield,UBC 1333630,,,,,,241658,
Apometzgeria pubescens,(Schrank) Quwah.,,downy veilwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Metzgeriales,,,Metzgeriaceae,, ,SNR,reported,undocumented,1980-09-03,Joop van Velzen,UBC 1423570 ,,,,,"herbarium record Metzgeria pubescens, iNaturalist offers both names",0,
Metzgeria temperata ,Kuwah., ,whiskered veilwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Metzgeriaceae,,native,S3 (2015),reported,undocumented,1980-04-16,"Schofield, van Velzen & T. MacIntosh",UBC 1461794.,,,,,,165366,
Mylia anomala ,(Hook.) S. Gray,,anomalous flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Myliaceae,,,SNR,reported,undocumented,2003-06-19,W. B. Schofield,UBC 675088 ,,,,,,165595,
Mylia taylorii,(Hook.) S. Gray ,,Taylor's flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Myliaceae,,,SNR,reported,undocumented,2001-05-22,W. B. Schofield,UBC 1320203,,,,,,154337,
Nardia breidleri ,(Limpr.) Lindb.,,book flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Solenostomataceae,,native,S2S3 (2015) ,reported,undocumented,1962-08-10,O. C. Orlochi ,UBC 1387357 ,,,,,,165646,
Nardia compressa ,(Hook.) S. Gray,,compressed flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Solenostomataceae,,native,S3 (2015),reported,undocumented,2001-10-07,W. B. Schofield,UBC 1317611 ,,,,,,165647,
Nardia geoscyphus ,(Denot.) Lindb.,,earth-cup flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Solenostomataceae,,native,S3 (2015),reported,undocumented,1961-08-16,E.B. Peterson,UBC 1388758 ,,,,,,165648,
Nardia insecta ,Lindb.,,two-lobed flapwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Solenostomataceae,,,"not in CDC records, see 'notes'",reported,undocumented,1966-09-03,W. B. Schofield,UBC 1321035 ,,,,,"accepted byNature Serve, Consortium of NA Bryophyte Herbaria & I.T.I.S.",165649,
Nardia japonica  ,Steph.,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Solenostomataceae,,native,S3S4 (2015),reported,undocumented,1995-09-24,W. B. Schofield,UBC 1343956 ,,,,, ,1343956,
Nardia scalaris ,S. Gray,,ladder flapwort,Plantae,Marchantiophyta,, ,Jungermanniopsida,,,Jungermanniales,,,Solenostomataceae,,native,S4 (2015) ,reported,undocumented,2006-02-18,W. B. Schofield,UBC 1308915.,,,,,,165652,
Pellia endiviifolia ,(Dicks.) Dumort.,,endive pellia,Plantae,Marchantiophyta,, ,Jungermanniopsida,,,Metzgeriales,,,Pelliaceae,,native,S3S4 (2015),reported,documented,2000-09-10,W. B. Schofield,UBC 1320713 .,,,,,,56458,
Pellia neesiana ,(Gottsche) Limpr.,,ring pellia,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Metzgeriales,,,Pelliaceae,, ,SNR,reported,undocumented,1981-06-25,W. B. Schofield,UBC 1456655 ,,,,,,56461,
Plagiochila asplenioides ,(L.) Dum.,,greater featherwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Plagiochilaceae,, ,SNR,reported,undocumented,1993-10-24,W. B. Schofield,UBC 1346179,,,,,,124394,
Plagiochila porelloides ,(Torr. Ex Nees) Lindenb.,,lesser featherwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Plagiochilaceae,,,SNR,reported,undocumented,2005-04-20,W. B. Schofield,UBC 1310849 .,,,,,,123945,
Plagiochila satoi ,Hatt.,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Plagiochilaceae,, ,SNR,reported,undocumented,1984-06-23,M. R. Schofield,UBC 1416207.,,,,,,166978,
Plagiochila sp.,(Dumort.) Dumort.,,none,Plantae,Marchantiophyta,, ,Jungermanniopsida,,,Jungermanniales,,,Plagiochilaceae,,,n/a,new 2018,documented,,,,10/9/2018,judithofsquamish,https://www.inaturalist.org/observations/18003311,https://static.inaturalist.org/photos/27522004/medium.jpeg?1541050516,,123947,
Pleurocladula albescens ,(Hook.) Grolle,,snow threadwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziaceae,,native,S5 (2015),reported,documented,1966-09-03,W. B. Schofield,UBC 1321036,,,,,,481844,
Porella cordaeana ,(Hub.) Moore,,cliff scalewort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Porellaceae,,native,S5? (2015),reported,undocumented,1993-10-24,W. B. Schofield,UBC 1346177 ,,,, , ,67839,
Porella navicularis,(Lehm. & Lindenb.) Lindb.,,tree ruffle liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Porellaceae,,native,S5 (2015) ,confirmed,documented,2009-05-11,W. R. Buck ,UBC 731538 ,11/11/2016,judithofsquamish,https://www.inaturalist.org/observations/6314525,https://static.inaturalist.org/photos/7951921/medium.jpeg?1495428741,"however, iNat. Record not yet research grade",55255,
Porella roellii ,Steph.,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Porellaeae,,native,S4 (2015),reported,undocumented,1980-09-03,Joop van Velzen ,UBC 1423552 , , , ,,,123909,
Ptilidium californicum,(Aust.) Underw.,,Pacific fuzzwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Ptilidiaceae,,native,S5? (2015) ,reported,undocumented,2001-05-22,W. B. Schofield,UBC 1320195 ,,,,,,129002,
Ptilidium ciliare ,(L.) Nees,,northern naughehyde liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Ptilidiaceae,,native,SNR,reported,undocumented,1986-11-08,W. B. Schofield,UBC 1312805 ,,,,,,167557,
Ptilidium pulcherrimum ,(G. Web.) Hampe,,tree fringewort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Ptilidiaceae,, ,SNR,reported,undocumented,1967-11-04,W. B. Schofield,UBC 1412913 ,,,,,,167558,
Radula bolanderi ,Gott. ,,none,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Porellales,,,Radulaceae,,native,S4 (2015) ,reported,undocumented,1994-09-11,W. B. Schofield,UBC 1346340 ,,,, , ,167702,
Radula complanata,(L.) Dum.,,flat-leaved scalewort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Porellales,,,Radulaceae,,,SNR,confirmed,documented,2005-04-20,W. B. Schofield,UBC 1310850 ,11/6/2018,judithofsquamish,https://www.inaturalist.org/observations/18193396,https://static.inaturalist.org/photos/27805641/medium.jpeg?1541568200,"however, iNat. Record not yet research grade",67842, 
