iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Author,Date observed,Description,Place name,Common name,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Documenting
Sceptridium multifidum,78990,Sceptridium multifidum,Plantae,Tracheophyta,,,Polypodiopsida,Ophioglossidae,,Ophioglossales,,,,Ophioglossaceae,Botrychioideae,,Sceptridium,Sceptridium multifidum,(S.G.Gmel.) Tagawa,,,,leathery grape fern,1979-06-08,Harvey Janszen,Plantae,,,unobserved
Pyropia gardneri,1338182,Pyropia gardneri,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,,Bangiaceae,,,Pyropia,Pyropia gardneri,(G.M.Smith & Hollenberg) S.C.Lindstrom,,,,,2006,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Pyropia nereocystis,542165,Pyropia nereocystis,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,,Bangiaceae,,,Pyropia,Pyropia nereocystis,(C.L.Anderson) S.C.Lindstrom,,,,red laver,1986-02-09,M.W. Hawkes,Plantae,,,unobserved
Pyropia perforata,370273,Pyropia perforata,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,,Bangiaceae,,,Pyropia,Pyropia perforata,(J.Agardh) S.C.Lindstrom,,,,red laver,,,Plantae,2019-05-04,Bridgette Clarkston,observed
Wildemania occidentalis,895197,Wildemania occidentalis,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,,Bangiaceae,,,Wildemania,Wildemania occidentalis,(Setchell & Hus)S.C.Lindstrom,,,,,,,Plantae,2019-05-04,Bridgette Clarkston,observed
Smithora naiadum,339024,Smithora naiadum,Plantae,Rhodophyta,,,Compsopogonophyceae,,,Erythropeltidales,,,,Erythrotrichiaceae,,,Smithora,Smithora naiadum,(C.L.Anderson) Hollenberg,,,,red fringe,2007-12-15,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Bonnemaisonia nootkana,873866,Bonnemaisonia nootkana,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Bonnemaisoniales,,,,Bonnemaisoniaceae,,,Bonnemaisonia,Bonnemaisonia nootkana,(Esper) P.C.Silva,,,,delicately-branched red seaweed,2005-12-10,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Antithamnionella pacifica,1031132,Antithamnionella pacifica,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Antithamnionella,Antithamnionella pacifica,(Harvey) E.M.Wollaston,,,,red alga,1977-11-27,Michael W. Hawkes,Plantae,2019-05-04,Bridgette Clarkston,observed
Callithamnion acutum,895196,Callithamnion acutum,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Callithamnion,Callithamnion acutum,Kylin,,,,,,,Plantae,2019-05-04,Bridgette Clarkston,observed
Callithamnion pikeanum,117770,Callithamnion pikeanum,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Callithamnion,Callithamnion pikeanum,Harvey,,,,beauty bush,2006-09-29,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Ceramium gardneri,345256,Ceramium gardneri,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Ceramium,Ceramium gardneri,Kylin,,,,,,,Plantae,2019-05-04,Bridgette Clarkston,observed
Ceramium pacificum,429948,Ceramium pacificum,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Ceramium,Ceramium pacificum,(Collins) Kylin,,,,hairy pottery seaweed,2006-11-11,Andy Lamb & Donna Gibbs,Plantae,2016-09-01,Andrew Simon,observed
Griffithsia pacifica,326993,Griffithsia pacifica,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Griffithsia,Griffithsia pacifica,Kylin,,,,orange-coloured red alga,1977-11-27,Michael W. Hawkes,Plantae,,,unobserved
Microcladia borealis,339006,Microcladia borealis,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Microcladia,Microcladia borealis,Ruprecht,,,,coarse sea lace,2006-11-11,Andy Lamb & Donna Gibbs,Plantae,2019-05-04,Bridgette Clarkston,observed
Microcladia coulteri,71116,Microcladia coulteri,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Microcladia,Microcladia coulteri,Harvey,,,,delicate sea lace,2006-11-18,Andy Lamb & Donna Gibbs,Plantae,2016-07-11,Adam Huggins & Tyrel Froese,observed
Pleonosporium vancouverianum,500288,Pleonosporium vancouverianum,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Pleonosporium,Pleonosporium vancouverianum,(J. Agardh) Setchell,,,,red alga,1977-11-27,Michael W. Hawkes,Plantae,,,unobserved
Pterothamnion pectinatum,345150,Pterothamnion pectinatum,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Pterothamnion,Pterothamnion pectinatum,(Kylin) Athanasiadis & Kraft,,,,,,,Plantae,2019-05-25,Bridgette Clarkston,observed
Pterothamnion,345788,Pterothamnion sp.,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Pterothamnion,,,,,,red alga,1986-02-09,B. E. Lippert,Plantae,,,unobserved
Pterothamnion villosum,345149,Pterothamnion villosum,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Pterothamnion,Pterothamnion villosum,(Kylin) Athanasiadis & Kraft,,,,,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",Plantae,,,unobserved
Scagelia americana,957344,Scagelia americana,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Scagelia,Scagelia americana,,,,,red alga,1977-11-27,Michael W. Hawkes,Plantae,,,unobserved
Rhodoptilum plumosum,446890,Rhodoptilum plumosum,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Dasyaceae,,,Rhodoptilum,Rhodoptilum plumosum,(Harvey & Bailey) Kylin,,,,plumose red braid,1977-11-27,Michael W. Hawkes,Plantae,2017-04-08,Tyrel Froese,observed
Branchioglossum bipinnatifidum,1192720,Branchioglossum bipinnatifidum,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Delesseriaceae,Delesserioideae,Hypoglosseae,Branchioglossum,Branchioglossum bipinnatifidum,(Montagne) M.J.Wynne,,,,,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",Plantae,,,unobserved
Cryptopleura lobulifera,345215,Cryptopleura lobulifera,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Delesseriaceae,,Cryptopleureae,Cryptopleura,Cryptopleura lobulifera,(J.Agardh) Kylin,,,,,1999,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Cryptopleura ruprechtiana,327014,Cryptopleura ruprechtiana,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Delesseriaceae,,Cryptopleureae,Cryptopleura,Cryptopleura ruprechtiana,(J.Agardh) Kylin,,,,hidden rib,,,Plantae,2019-05-04,Bridgette Clarkston,observed
Cryptopleura,243907,Cryptopleura sp.,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Delesseriaceae,,Cryptopleureae,Cryptopleura,,,,,,,1999-10-02,Andy Lamb & Donna Gibbs,Plantae,2016-08-21,Tyrel Froese,observed
Cumathamnion decipiens,496909,Cumathamnion decipiens,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Delesseriaceae,,,Cumathamnion,Cumathamnion decipiens,(J.Agardh) M.J.Wynne & G.W.Saunders,,,,winged rib,2002-03-23,Andy Lamb & Donna Gibbs,Plantae,2021-03-13,Dave “Zeuss” Cochrane,observed
Holmesia californica,504865,Holmesia californica,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Delesseriaceae,,,Holmesia,Holmesia californica,,,,,,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",Plantae,,,unobserved
Hymenena,339066,Hymenena sp.,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Delesseriaceae,,Cryptopleureae,Hymenena,,,,,,black-lined red seaweed,2005-12-10,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Membranoptera platyphylla,873897,Membranoptera platyphylla,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Delesseriaceae,Delesserioideae,,Membranoptera,Membranoptera platyphylla,(Setchell & N.L.Gardner) Kylin,,,,feather-veined red seaweed,1977-11-27,Michael W. Hawkes,Plantae,,,unobserved
Phycodrys isabellae,1292329,Phycodrys isabellae,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Delesseriaceae,,,Phycodrys,Phycodrys isabellae,R.E.Norris & M.J.Wynne,,,,,2011,G.W. Saunders & K. Hind,Plantae,,,unobserved
Polyneura latissima,339014,Polyneura latissima,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Delesseriaceae,,,Polyneura,Polyneura latissima,(Harvey) Kylin,,,,network red seaweed,1977-11-27,Michael W. Hawkes,Plantae,,,unobserved
Amplisiphonia pacifica,1292322,Amplisiphonia pacifica,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Rhodomelaceae,,,Amplisiphonia,Amplisiphonia pacifica,Hollenberg 1939,,,,,2011,G.W. Saunders & K. Hind,Plantae,,,unobserved
Herposiphonia plumula,1238397,Herposiphonia plumula,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Rhodomelaceae,,Herposiphonieae,Herposiphonia,Herposiphonia plumula,(J.Agardh) Falkenberg 1901,,,,,2011,G.W. Saunders & K. Hind,Plantae,,,unobserved
Neorhodomela larix,67413,Neorhodomela larix,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Rhodomelaceae,,,Neorhodomela,Neorhodomela larix,(Turner) Masuda,,,,black pine seaweed,2008-02-17,Andy Lamb & Donna Gibbs,Plantae,2017-01-27,Tyrel Froese,observed
Odonthalia floccosa,322180,Odonthalia floccosa,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Rhodomelaceae,,,Odonthalia,Odonthalia floccosa,(Esper) Falkenberg,,,,sea brush,,,Plantae,2019-05-04,Bridgette Clarkston,observed
Osmundea spectabilis,339015,Osmundea spectabilis,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Rhodomelaceae,,Laurencieae,Osmundea,Osmundea spectabilis,(Postels & Ruprecht) K.W. Nam,,,,sea laurel,2006-03,Andy Lamb & Donna Gibbs,Plantae,2016-08-07,Tyrel Froese,observed
Polysiphonia,117836,Polysiphonia sp.,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Rhodomelaceae,,Polysiphonieae,Polysiphonia,,,,,,,,,Plantae,2021-03-07,Siobhan Schenk,observed
Pterochondria woodii,339016,Pterochondria woodii,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Rhodomelaceae,,,Pterochondria,Pterochondria woodii,(Harvey) Hollenberg,,,,cartilage-wing seaweed,2005-12-10,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Symphyocladiella gracilis,1339929,Symphyocladiella gracilis,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Rhodomelaceae,,Pterosiphonieae,Symphyocladiella,Symphyocladiella gracilis,"(Kylin) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho",,,,,2011,G.W. Saunders & K. Hind,Plantae,,,unobserved
Vertebrata woodii,1339931,Vertebrata woodii,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Rhodomelaceae,,,Vertebrata,Vertebrata woodii,(Harvey) Kuntze,,,,,2011-05,"G.W. Saunders, K. Hind & B. Clarkston",Plantae,,,unobserved
Ptilota serrata,473839,Ptilota serrata,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Wrangeliaceae,,Ptiloteae,Ptilota,Ptilota serrata,Kützing,,,,northern sea fern,,,Plantae,2019-05-25,Bridgette Clarkston,observed
Bossiella orbigniana,345276,Bossiella orbigniana,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,,Corallinaceae,Corallinoideae,,Bossiella,Bossiella orbigniana,(Decaisne) P.C.Silva,,,,,2011,G.W. Saunders & K. Hind,Plantae,,,unobserved
Bossiella,127155,Bossiella sp.,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,,Corallinaceae,Corallinoideae,,Bossiella,,,,,,leaf coral seaweed,1985-12-08,Andy Lamb & Donna Gibbs,Plantae,2019-05-04,Bridgette Clarkston,observed
Calliarthron,127154,Calliarthron sp.,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,,Corallinaceae,Corallinoideae,,Calliarthron,,,,,,leaf coral seaweed,1995-02-26,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Calliarthron tuberculosum,446884,Calliarthron tuberculosum,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,,Corallinaceae,Corallinoideae,,Calliarthron,Calliarthron tuberculosum,(Postels & Ruprecht) E.Y.Dawson,,,,,1995,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Clathromorphum,326286,Clathromorphum sp.,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,,Corallinaceae,,,Clathromorphum,,,,,,crustose coralline,1993-08,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Corallina officinalis chilensis,345230,Corallina officinalis var. chilensis,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,,Corallinaceae,Corallinoideae,,Corallina,Corallina officinalis,Linnaeus,,,,pink feather coralline,2006-09-28,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Corallina vancouveriensis,126448,Corallina vancouveriensis,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,,Corallinaceae,Corallinoideae,,Corallina,Corallina vancouveriensis,Yendo,,,,graceful coralline,1995-02-24,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Lithothamnion,117829,Lithothamnion sp.,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,,Corallinaceae,,,Lithothamnion,,,,,,,,,Plantae,2015-01-01,Peter Luckham,observed
Pseudolithophyllum,345846,Pseudolithophyllum sp.,Plantae,Rhodophyta,,,Florideophyceae,Corallinophycidae,,Corallinales,,,,Corallinaceae,,,Pseudolithophyllum,,,,,,encrusting coralline algae,,,Plantae,2021-02-19,Dave “Zeuss” Cochrane,observed
Opuntiella californica,349218,Opuntiella californica,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Areschougiaceae,,,Opuntiella,Opuntiella californica,(Farlow) Kylin,,,,prickly pear seaweed,1994-09-10,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Constantinea simplex,345231,Constantinea simplex,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Dumontiaceae,,,Constantinea,Constantinea simplex,Setchell,,,,cup and saucer seaweed,1995-02-24,Andy Lamb & Donna Gibbs,Plantae,2019-12-09,Penelope Bridge-Battle,observed
Constantinea subulifera,473053,Constantinea subulifera,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Dumontiaceae,,,Constantinea,Constantinea subulifera,Setchell,,,,giant cup and saucer seaweed,2016-02-07,Andy Lamb & Donna Gibbs,Plantae,2019-05-05,Bridgette Clarkston,observed
Cryptosiphonia woodii,117777,Cryptosiphonia woodii,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Dumontiaceae,,,Cryptosiphonia,Cryptosiphonia woodii,(J.Agardh) J.Agardh,,,,dark branching-tube seaweed,2009-03,Andy Lamb & Donna Gibbs,Plantae,2019-05-04,John D. Reynolds,observed
Farlowia mollis,117783,Farlowia mollis,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Dumontiaceae,,,Farlowia,Farlowia mollis,(Harvey & Bailey) Farlow & Setchell,,,,tattered red seaweed,2006-03-05,Andy Lamb & Donna Gibbs,Plantae,2019-05-04,Bridgette Clarkston,observed
Endocladia muricata,117781,Endocladia muricata,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Endocladiaceae,,,Endocladia,Endocladia muricata,(Endlicher) J.Agardh,,,,nail brush seaweed,2006-11-11,Andy Lamb & Donna Gibbs,Plantae,2019-05-05,Bridgette Clarkston,observed
Chondracanthus exasperatus,127153,Chondracanthus exasperatus,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Gigartinaceae,,,Chondracanthus,Chondracanthus exasperatus,(Harvey & Bailey) Hughey,,,,Turkish towel,1996-04-02,E. McNeil,Plantae,2015-08-28,Lauren Magner,observed
Mazzaella oregona,362211,Mazzaella oregona,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Gigartinaceae,,,Mazzaella,Mazzaella oregona,"(Doty) Hughey, P.C.Silva & Hommersand, 2001",,,,,,,Plantae,2019-05-04,Bridgette Clarkston,observed
Mazzaella parksii,429950,Mazzaella parksii,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Gigartinaceae,,,Mazzaella,Mazzaella parksii,,,,,,,,Plantae,2017-05-19,Andrew Simon,observed
Mazzaella splendens,71118,Mazzaella splendens,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Gigartinaceae,,,Mazzaella,Mazzaella splendens,(Setchell & N.L. Gardner) Fredericq,,,,iridescent seaweed,1993-05-09,Andy Lamb & Donna Gibbs,Plantae,2016-07-11,Adam Huggins & Tyrel Froese,observed
Callophyllis crenulata,345268,Callophyllis crenulata,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Kallymeniaceae,,,Callophyllis,Callophyllis crenulata,Setchell,,,,,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",Plantae,,,unobserved
Callophyllis edentata,895191,Callophyllis edentata,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Kallymeniaceae,,,Callophyllis,Callophyllis edentata,Kylin,,,,,,,Plantae,2019-05-04,Bridgette Clarkston,observed
Callophyllis flabellulata,446885,Callophyllis flabellulata,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Kallymeniaceae,,,Callophyllis,Callophyllis flabellulata,Harvey,,,,,,,Plantae,2019-05-04,Bridgette Clarkston,observed
Callophyllis heanophylla,1292323,Callophyllis heanophylla,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Kallymeniaceae,,,Callophyllis,Callophyllis heanophylla,Setchell,,,,,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",Plantae,,,unobserved
Callophyllis pinnata,544812,Callophyllis pinnata,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Kallymeniaceae,,,Callophyllis,Callophyllis pinnata,Setchell & Swezy in Setchell,,,,,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",Plantae,,,unobserved
Callophyllis schneideri,1337372,Callophyllis schneideri,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Kallymeniaceae,,,Callophyllis,Callophyllis schneideri,Clarkston & G.W.Saunders,,,,,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",Plantae,,,unobserved
Callophyllis variforma,1337854,Callophyllis variforma,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Kallymeniaceae,,,Callophyllis,Callophyllis variforma,"Filloramo, Selivanova & G.W.Saunders",,,,,2011-05-04,"G.W. Saunders, K. Hind & B. Clarkston",Plantae,,,unobserved
Pugetia fragilissima,1292330,Pugetia fragilissima,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Kallymeniaceae,,,Pugetia,Pugetia fragilissima,Kylin,,,,,2011-05,"G.W. Saunders, K. Hind & B. Clarkston",Plantae,,,unobserved
Fredericqia chiton,957351,Fredericqia chiton,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Phyllophoraceae,,,Fredericqia,Fredericqia chiton,"(M.Howe) Maggs, L.Le Gall, Mineur, Provan & G.W. Saunders",,,,thin forked seaweed,2016-03,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Fredericqia deveauniensis,564944,Fredericqia deveauniensis,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Phyllophoraceae,,,Fredericqia,Fredericqia deveauniensis,"Maggs, L.Le Gall, Mineur, Provan & G.W.Saunders",,,,,,,Plantae,2019-05-05,Bridgette Clarkston,observed
Mastocarpus papillatus,117807,Mastocarpus papillatus,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Phyllophoraceae,,,Mastocarpus,Mastocarpus papillatus,(C.Agardh) Kützing,,,,Turkish washcloth,,,Plantae,2015-08-05,Andrew Simon,observed
Stenogramma californicum,497325,Stenogramma californicum,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Phyllophoraceae,,,Stenogramma,Stenogramma californicum,Harvey,,,,midrib seaweed,2007-10-21,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Schizymenia pacifica,339050,Schizymenia pacifica,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Schizymeniaceae,,,Schizymenia,Schizymenia pacifica,(Kylin) Kylin,,,,slimy leaf,2006-06-30,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
Schizymenia,180618,Schizymenia sp.,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Schizymeniaceae,,,Schizymenia,,(J.Agardh) Kylin,,,,ruffled red seaweed,1999-10-02,Andy Lamb & Donna Gibbs,Plantae,2019-05-04,Joan Septembre,observed
Sarcodiotheca furcata,327100,Sarcodiotheca furcata,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Solieriaceae,,,Sarcodiotheca,Sarcodiotheca furcata,(Setchell & N.L.Gardner) Kylin,,,,furcated fleshy red seaweed,2007-10-21,Andy Lamb & Donna Gibbs,Plantae,2019-05-04,Bridgette Clarkston,observed
Sarcodiotheca gaudichaudii,327099,Sarcodiotheca gaudichaudii,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Solieriaceae,,,Sarcodiotheca,Sarcodiotheca gaudichaudii,(Montagne) P.W. Gabrielson,,,,succulent seaweed,1996-02-24,Andy Lamb & Donna Gibbs,Plantae,2017-05-29,Karolle Wall,observed
Gracilaria pacifica,497324,Gracilaria pacifica,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gracilariales,,,,Gracilariaceae,,,Gracilaria,Gracilaria pacifica,Abbott,,,,California limu,1996-04-02,E. McNeil,Plantae,,,unobserved
Gracilariophila oryzoides,339047,Gracilariophila oryzoides,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gracilariales,,,,Gracilariaceae,,,Gracilariophila,Gracilariophila oryzoides,,,,,,,,Plantae,2021-04-10,Kevin Toomer,observed
Gracilariopsis andersonii,360321,Gracilariopsis andersonii,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gracilariales,,,,Gracilariaceae,,,Gracilariopsis,Gracilariopsis andersonii,(Grunow) E.Y.Dawson,,,,,,,Plantae,2019-05-04,Bridgette Clarkston,observed
Prionitis lanceolata,117820,Prionitis lanceolata,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Halymeniales,,,,Halymeniaceae,,,Prionitis,Prionitis lanceolata,(Harvey) Harvey,,,,red alga,,,Plantae,2016-09-01,Andrew Simon,observed
Prionitis sternbergii,347988,Prionitis sternbergii,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Halymeniales,,,,Halymeniaceae,,,Prionitis,Prionitis sternbergii,(C.Agardh) J.Agardh,,,,,,,Plantae,2019-05-04,Bridgette Clarkston,observed
Hildenbrandia rubra,183033,Hildenbrandia rubra,Plantae,Rhodophyta,,,Florideophyceae,Hildenbrandiophycidae,,Hildenbrandiales,,,,Hildenbrandiaceae,,,Hildenbrandia,Hildenbrandia rubra,(Sommerfelt) Meneghini,,,,rusty rock,,,Plantae,2019-05-04,Bridgette Clarkston,observed
Devaleraea callophylloides,747468,Devaleraea callophylloides,Plantae,Rhodophyta,,,Florideophyceae,Nemaliophycidae,,Palmariales,,,,Palmariaceae,,,Devaleraea,Devaleraea callophylloides,"(M.W.Hawkes & Scagel) G.W.Saunders, Jackson & Salomaki",,,,,2005,Andy Lamb & Donna Gibbs,Plantae,,,unobserved
