Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Common name,iNaturalist taxon name,iNaturalist taxon ID,Observation count
Cistothorus palustris,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,Cistothorus,,,,,,,,,,marsh wren,Cistothorus palustris,7601,1
Thryomanes bewickii,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,Thryomanes,,,,,,,,,,Bewick’s wren,Thryomanes bewickii,7576,1
Troglodytes aedon,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,Troglodytes,,,,,,,,,,house wren,Troglodytes aedon,7562,1
Troglodytes pacificus,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,Troglodytes,,,,,,,,,,Pacific wren,Troglodytes pacificus,144882,1
Catharus guttatus,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,Catharus,,,,,,,,,,hermit thrush,Catharus guttatus,12890,1
Catharus ustulatus,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,Catharus,,,,,,,,,,Swainson's thrush,Catharus ustulatus,12878,1
Ixoreus naevius,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,Ixoreus,,,,,,,,,,varied thrush,Ixoreus naevius,145088,1
Myadestes townsendi,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,Myadestes,,,,,,,,,,Townsend's solitaire,Myadestes townsendi,12951,1
Turdus migratorius,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,Turdus,,,,,,,,,,American robin,Turdus migratorius,12727,1
Contopus cooperi,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Contopus,,,,,,,,,,olive-sided flycatcher,Contopus cooperi,16110,1
Contopus sordidulus,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Contopus,,,,,,,,,,western wood-pewee,Contopus sordidulus,16079,1
Empidonax difficilis,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Empidonax,,,,,,,,,,Pacific-slope flycatcher,Empidonax difficilis,16598,1
Empidonax hammondii,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Empidonax,,,,,,,,,,Hammond’s flycatcher,Empidonax hammondii,16624,1
Empidonax traillii,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Empidonax,,,,,,,,,,willow flycatcher,Empidonax traillii,16611,1
Vireo cassinii,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Vireonidae,,,Vireo,,,,,,,,,,Cassin's vireo,Vireo cassinii,17382,1
Vireo gilvus,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Vireonidae,,,Vireo,,,,,,,,,,warbling vireo,Vireo gilvus,17394,1
Vireo huttoni,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Vireonidae,,,Vireo,,,,,,,,,,Hutton’s vireo,Vireo huttoni,17375,1
Ardea herodias fannini,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,Ardea,,,,,,,,,,great blue heron,Ardea herodias fannini,236943,1
Colaptes auratus,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Colaptes,,,,,,,,,,northern flicker,Colaptes auratus,18236,1
Dryobates pubescens,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Dryobates,,,,,,,,,,downy woodpecker,Dryobates pubescens,792988,1
Dryobates villosus,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Dryobates,,,,,,,,,,hairy woodpecker,Dryobates villosus,792990,1
Dryocopus pileatus,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Dryocopus,,,,,,,,,,pileated woodpecker,Dryocopus pileatus,17855,1
Sphyrapicus nuchalis,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Sphyrapicus,,,,,,,,,,red-naped sapsucker,Sphyrapicus nuchalis,18467,1
Sphyrapicus ruber,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Sphyrapicus,,,,,,,,,,red-breasted sapsucker,Sphyrapicus ruber,18464,1
Aechmophorus occidentalis,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Aechmophorus,,,,,,,,,,western grebe,Aechmophorus occidentalis,4235,1
Podiceps auritus,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Podiceps,,,,,,,,,,horned grebe,Podiceps auritus,4209,1
Podiceps grisegena,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Podiceps,,,,,,,,,,red-necked grebe,Podiceps grisegena,4224,1
Podiceps nigricollis,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Podiceps,,,,,,,,,,eared grebe,Podiceps nigricollis,4205,1
Podilymbus podiceps,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Podilymbus,,,,,,,,,,pied-billed grebe,Podilymbus podiceps,4246,1
Aegolius acadicus,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Aegolius,,,,,,,,,,northern saw-whet owl,Aegolius acadicus,20356,1
Asio flammeus,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Asio,,,,,,,,,,short-eared owl,Asio flammeus,20315,1
Bubo virginianus,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Bubo,,,,,,,,,,great horned owl,Bubo virginianus,20044,1
Glaucidium californicum,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Glaucidium,,,,,,,,,,northern pygmy owl,Glaucidium gnoma californicum,237013,1
Megascops kennicottii,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Megascops,,,,,,,,,,western screech owl,Megascops kennicottii,19743,1
Strix varia,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Strix,,,,,,,,,,barred owl,Strix varia,19893,1
Tyto alba,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Tytonidae,,,Tyto,,,,,,,,,,barn owl,Tyto alba,20445,1
Phalacrocorax auritus,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,,Phalacrocorax,,,,,,,,,,double-crested cormorant,Phalacrocorax auritus,4265,1
Phalacrocorax pelagicus,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,,Phalacrocorax,,,,,,,,,,pelagic cormorant,Phalacrocorax pelagicus,4283,1
Phalacrocorax penicillatus,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,,Phalacrocorax,,,,,,,,,,Brandt's cormorant,Phalacrocorax penicillatus,4277,1
Hydrolagus colliei,Animalia,Chordata,Vertebrata,,Holocephali,Holocephali,,Chimaeriformes,,,Chimaeridae,,,Hydrolagus,,,,,,,,,,spotted ratfish,Hydrolagus colliei,84182,1
Beringraja binoculata,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,,Rajiformes,,,Anacanthobatidae,Rajinae,,Beringraja,,,,,,,,,,big skate,Beringraja binoculata,607477,1
Beringraja rhina,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,,Rajiformes,,,Anacanthobatidae,Rajinae,,Beringraja,,,,,,,,,,longnose skate,Beringraja rhina,883875,1
Squalus suckleyi,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,Squalomorphi,Squaliformes,,,Squalidae,,,Squalus,,,,,,,,,,North Pacific spiny dogfish shark,Squalus suckleyi,201523,1
Ovis aries,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Antilopinae,Caprini,Ovis,,,,,,,,,,domestic sheep,Ovis aries,121578,1
Odocoileus hemionus columbianus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Cervidae,Capreolinae,Odocoileini,Odocoileus,,,,,,,,,,Columbian black-tailed deer,Odocoileus hemionus columbianus,42221,1
Canis familiaris,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,Caniformia,,Canidae,,,Canis,,,,,,,,,,domestic dog,Canis familiaris,47144,1
Felis catus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,Feliformia,,Felidae,Felinae,,Felis,,,,,,,,,,domestic cat,Felis catus,118552,1
Lontra canadensis,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,Caniformia,,Mustelidae,Lutrinae,,Lontra,,,,,,,,,,North American river otter,Lontra canadensis,41777,1
Neovison vison,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,Caniformia,,Mustelidae,Mustelinae,,Neovison,,,,,,,,,,American mink,Neovison vison,74758,1
Eumetopias jubatus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,Pinnipedia,,Otariidae,,,Eumetopias,,,,,,,,,,Steller sea lion,Eumetopias jubatus,41755,1
Zalophus californianus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,Pinnipedia,,Otariidae,,,Zalophus,,,,,,,,,,California sea lion,Zalophus californianus,41740,1
Phoca vitulina richardii,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,Pinnipedia,,Phocidae,,,Phoca,,,,,,,,,,Pacific harbor seal,Phoca vitulina richardii,117766,1
Procyon lotor,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,Caniformia,,Procyonidae,,,Procyon,,,,,,,,,,common racoon,Procyon lotor,41663,1
Megaptera novaeangliae,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Mysticeti,Balaenopteridae,,,Megaptera,,,,,,,,,,humpback whale,Megaptera novaeangliae,41566,1
Orcinus orca,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Odontoceti,Delphinidae,,,Orcinus,,,,,,,,,,orca (southern resident population),Orcinus orca,41521,1
Capra hircus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Antilopinae,Caprini,Capra,,,,,,,,,,domestic goat,Capra hircus,123070,1
Tadarida brasiliensis,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Molossidae,Molossinae,,Tadarida,,,,,,,,,,Brasilian free-tailed bat,Tadarida brasiliensis,41301,1
Corynorhinus townsendii,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Plecotini,Corynorhinus,,,,,,,,,,Townsend’s big-eared bat,Corynorhinus townsendii,74205,1
Eptesicus fuscus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Nycticeiini,Eptesicus,,,,,,,,,,big brown myotis,Eptesicus fuscus,40509,1
Lasionycteris noctivagans,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Nycticeiini,Lasionycteris,,,,,,,,,,silver-haired bat,Lasionycteris noctivagans,40629,1
Lasiurus cinereus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Lasiurini,Lasiurus,,,,,,,,,,hoary bat,Lasiurus cinereus,40523,1
Myotis californicus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Myotinae,,Myotis,,,,,,,,,,California myotis,Myotis californicus,40342,1
Myotis ciliolabrum,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Myotinae,,Myotis,,,,,,,,,,western small-footed myotis,Myotis ciliolabrum,68093,1
Myotis evotis,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Myotinae,,Myotis,,,,,,,,,,long-eared myotis,Myotis evotis,40354,1
Myotis lucifugus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Myotinae,,Myotis,,,,,,,,,,little brown bat,Myotis lucifugus,40346,1
Myotis yumanensis,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Myotinae,,Myotis,,,,,,,,,,yuma myotis,Myotis yumanensis,40325,1
Equus caballus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Perissodactyla,,,Equidae,,,Equus,,,,,,,,,,horse,Equus caballus,209233,1
Homo sapiens,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Hominidae,Homininae,,Homo,,,,,,,,,,human,Homo sapiens,43584,1
Castor canadensis,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Castorimorpha,,Castoridae,,,Castor,,,,,,,,,,beaver,Castor canadensis,43794,1
Microtus townsendii,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,Microtini,Microtus,,,,,,,,,,Townsend's vole,Microtus townsendii,44298,1
Mus cf musculus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Muridae,Murinae,Murini,Mus,,,,,,,,,,house mouse,Mus musculus,44705,1
Rattus rattus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Muridae,Murinae,Rattini,Rattus,,,,,,,,,,black rat,Rattus rattus,44575,1
Tamiasciurus hudsonicus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Sciurinae,Sciurini,Tamiasciurus,,,,,,,,,,red squirrel,Tamiasciurus hudsonicus,46260,1
Sorex vagrans vagrans,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,Soricidae,Soricinae,Soricini,Sorex,,,,,,,,,,vagrant shrew,Sorex vagrans vagrans,345876,1
Elgaria coerulea,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Anguidae,Gerrhonotinae,,Elgaria,,,,,,,,,,northern alligator lizard,Elgaria coerulea,32064,1
Contia tenuis,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Dipsadinae,,Contia,,,,,,,,,,sharp-tailed snake,Contia tenuis,26916,1
Pituophis catenifer catenifer,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Colubrinae,,Pituophis,,,,,,,,,,Pacific gopher snake,Pituophis catenifer catenifer,51440,1
Thamnophis elegans vagrans,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,Thamnophis,,,,,,,,,,wandering garter snake,Thamnophis elegans vagrans,28403,1
Thamnophis ordinoides,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,Thamnophis,,,,,,,,,,northwestern garter snake,Thamnophis ordinoides,28389,1
Thamnophis sirtalis,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,Thamnophis,,,,,,,,,,common garter snake,Thamnophis sirtalis,28362,1
Trachemys scripta elegans,Animalia,Chordata,Vertebrata,,Reptilia,,,Testudines,,,Emydidae,Deirochelyinae,,Trachemys,,,,,,,,,,pond slider,Trachemys scripta elegans,51271,1
Anthopleura artemisia,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Anthopleura,,,,,,,,,,burrowing anemone,Anthopleura artemisia,51658,1
Anthopleura elegantissima,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Anthopleura,,,,,,,,,,pink-tipped anemone,Anthopleura elegantissima,52564,1
Cribrinopsis fernaldi,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Cribrinopsis,,,,,,,,,,crimson anemone,Cribrinopsis fernaldi,465158,1
Epiactis lisbethae,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Epiactis,,,,,,,,,,brooding anemone,Epiactis lisbethae,429853,1
Epiactis prolifera,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Epiactis,,,,,,,,,,proliferating anemone,Epiactis prolifera,49060,1
Urticina clandestina,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Urticina,,,,,,,,,,stubby rose anemone,Urticina clandestina,898651,1
Urticina coriacea,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Urticina,,,,,,,,,,stubby rose anemone,Urticina coriacea,122038,1
Urticina crassicornis,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Urticina,,,,,,,,,,Christmas anemone,Urticina crassicornis,127236,1
Urticina grebelnyi,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Urticina,,,,,,,,,,painted anemone,Urticina grebelnyi,492672,1
Stomphia coccinea,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinostoloidea,Actinostolidae,,,Stomphia,,,,,,,,,,spotted swimming anemone,Stomphia coccinea,459981,1
Stomphia didemon,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinostoloidea,Actinostolidae,,,Stomphia,,,,,,,,,,swimming anemone,Stomphia didemon,501276,1
Diadumene lineata,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Diadumenidae,,,Diadumene,,,,,,,,,,striped green sea anemone,Diadumene lineata,81783,1
Halcampa decemtentaculata,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Halcampidae,,,Halcampa,,,,,,,,,,ten-tentacled burrowing anemone,Halcampa decemtentaculata,124510,1
Peachia quinquecapitata,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Haloclavidae,,,Peachia,,,,,,,,,,jelly-dwelling anemone,Peachia quinquecapitata,47814,1
Metridium farcimen,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Metridiidae,,,Metridium,,,,,,,,,,giant plumose anemone,Metridium farcimen,51812,1
Metridium senile,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Metridiidae,,,Metridium,,,,,,,,,,short plumose anemone,Metridium senile,49071,1
Metridium sp.,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Metridiidae,,,Metridium,,,,,,,,,,,Metridium,49069,1
Alcyonium sp.,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Alcyonacea,Alcyoniina,,Alcyoniidae,,,Alcyonium,,,,,,,,,,orange soft coral,Alcyonium,338004,2
Discophyton rudyi,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Alcyonacea,Alcyoniina,,Alcyoniidae,,,Discophyton,,,,,,,,,,white soft coral,Discophyton rudyi,460061,1
Thrombophyton trachydermum,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Alcyonacea,Alcyoniina,,Alcyoniidae,,,Thrombophyton,,,,,,,,,,pale soft coral,Thrombophyton trachydermum,424307,1
Scleronephthya sp.,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Alcyonacea,Alcyoniina,,Nephtheidae,,,Scleronephthya,,,,,,,,,,cauliflower coral,Scleronephthya,418133,1
Pachycerianthus fimbriatus,Animalia,Cnidaria,,,Anthozoa,Ceriantharia,,Spirularia,,,Cerianthidae,,,Pachycerianthus,,,,,,,,,,tube-dwelling anemone,Pachycerianthus fimbriatus,47702,1
Halipteris willemoesi,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subsessiliflorae,,Halipteridae,,,Halipteris,,,,,,,,,,sea whip,Halipteris willemoesi,460078,1
Ptilosarcus gurneyi,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subsessiliflorae,,Pennatulidae,,,Ptilosarcus,,,,,,,,,,orange sea pen,Ptilosarcus gurneyi,448320,1
Acanthoptilum sp.,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subsessiliflorae,,Virgulariidae,,,Acanthoptilum,,,,,,,,,,white sea pen,Acanthoptilum,52538,1
Stylatula sp.,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subsessiliflorae,,Virgulariidae,,,Stylatula,,,,,,,,,,white sea pen,Stylatula,61458,1
Virgularia schultzei,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subsessiliflorae,,Virgulariidae,,,Virgularia,,,,,,,,,,feathery sea pen,Virgularia schultzei,498936,1
Virgularia sp.,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subsessiliflorae,,Virgulariidae,,,Virgularia,,,,,,,,,,white sea pen,Virgularia,195571,1
Caryophyllia alaskensis,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,Caryophylliina,,Caryophylliidae,,,Caryophyllia,,,,,,,,,,round tan cup coral,Caryophyllia alaskensis,459907,1
Paracyathus stearnsii,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,Caryophylliina,,Caryophylliidae,,,Paracyathus,,,,,,,,,,brown oval cup coral,Paracyathus stearnsii,293284,1
Balanophyllia elegans,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,Dendrophylliina,,Dendrophylliidae,,,Balanophyllia,,,,,,,,,,orange cup coral,Balanophyllia elegans,51799,1
Epizoanthus scotinus,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Zoantharia,Macrocnemina,,Epizoanthidae,,,Epizoanthus,,,,,,,,,,orange zoanthid,Epizoanthus scotinus,429859,1
Bougainvillia sp.,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Bougainvilliidae,,,Bougainvillia,,,,,,,,,,cluster-tentacled jelly,Bougainvillia,247135,1
Garveia annulata,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Bougainvilliidae,,,Garveia,,,,,,,,,,orange hydroid,Garveia annulata,63662,1
Euphysa flammea,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Corymorphidae,,,Euphysa,,,,,,,,,,,Euphysa flammea,465161,1
Euphysa sp.,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Corymorphidae,,,Euphysa,,,,,,,,,,tiny red sausage jellies,Euphysa,247163,1
Sarsia sp.,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,Sarsia,,,,,,,,,,thimble jellyfishes,Sarsia,51653,1
Sarsia tubulosa,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,Sarsia,,,,,,,,,,clapper hydroid,Sarsia tubulosa,448319,1
Hydractinia cf aggregata,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,Hydractinia,,,,,,,,,,snail fur hydroid,Hydractinia aggregata,873900,1
Hydractinia cf laevispina,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,Hydractinia,,,,,,,,,,barnacle fur hydroid,Hydractinia laevispina,465169,1
Schuchertinia milleri,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,Schuchertinia,,,,,,,,,,hedge-hog hydroid,Schuchertinia milleri,854771,1
Neoturris breviconis,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Pandeidae,,,Neoturris,,,,,,,,,,blob-top jelly,Neoturris breviconis,491131,1
Stomotoca atra,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Pandeidae,,,Stomotoca,,,,,,,,,,hanging stomach jelly,Stomotoca atra,255140,1
Polyorchis penicillatus,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,Polyorchis,,,,,,,,,,red-eye medusa,Polyorchis penicillatus,51640,1
Similiclava nivea,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Similiclavidae,,,Similiclava,,,,,,,,,,white hydroid,Similiclava nivea,873890,1
Stylantheca papillosa,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Stylasteridae,,,Stylantheca,,,,,,,,,,encrusting hydrocoral,Stylantheca papillosa,131205,1
Ectopleura crocea,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Tubulariidae,,,Ectopleura,,,,,,,,,,bushy pink-mouth hydroid,Ectopleura crocea,324497,1
Ectopleura marina,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Tubulariidae,,,Ectopleura,,,,,,,,,,solitary pink-mouth hydroid,Ectopleura marina,492142,1
Tubularia indivisa,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Tubulariidae,,,Tubularia,,,,,,,,,,giant pink-mouth hydroid,Tubularia indivisa,461660,1
Aequorea forskalea,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Aequoreidae,,,Aequorea,,,,,,,,,,water jelly,Aequorea forskalea,345076,1
Aequorea sp.,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Aequoreidae,,,Aequorea,,,,,,,,,,water jelly,Aequorea,191502,1
Aequorea victoria,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Aequoreidae,,,Aequorea,,,,,,,,,,water jelly,Aequorea victoria,325995,1
