iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Date observed,Description,Common name,Recorded by,Captive/Cultivated,Quality grade,coordinateUncertaintyInMeters
Rhizocarpon geographicum,119888,Rhizocarpon geographicum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,geographicum,iNat:168133029,49.380757,-123.237647,2023-06-17T08:32:00-07:00,,,Guerric Haché,false,needs_id,
Peltigera,54294,Peltigera,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,iNat:168133084,49.380456,-123.236519,2023-06-17T08:42:00-07:00,,,Guerric Haché,false,needs_id,
Tuckermanopsis,813872,Tuckermanopsis,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Tuckermanopsis,,iNat:168133230,49.388408,-123.222043,2023-06-17T10:04:00-07:00,,,Guerric Haché,false,needs_id,
Lobaria,48714,Lobaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,,iNat:168133724,49.392099,-123.189318,2023-06-17T13:54:00-07:00,,,Guerric Haché,false,needs_id,
Cladonia uncialis,121208,Cladonia uncialis,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,uncialis,iNat:168173162,49.684847,-123.140953,2023-06-18T10:05:28-07:00,,,Regan Cross,false,needs_id,4
Cladonia bellidiflora,123391,Cladonia bellidiflora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,bellidiflora,iNat:168178384,49.673358,-123.107628,2023-06-17T14:47:36-07:00,,,Corinne Risler,false,research,4
Chrysothrix,117942,Chrysothrix,,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,,Chrysothricaceae,,,Chrysothrix,,iNat:168211749,49.4003,-123.211144,2023-06-18T10:30:56-07:00,,,,false,needs_id,
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:168212408,49.37635,-123.321408,2023-06-18T13:15:07-07:00,,,Ben Keen,false,needs_id,
Tephromela atra,232383,Tephromela atra,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Tephromelataceae,,,Tephromela,atra,iNat:168222710,49.37635,-123.321408,2023-06-18T13:14:00-07:00,,,Ben Keen,false,needs_id,
Diploschistes scruposus,117945,Diploschistes scruposus,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Diploschistes,scruposus,iNat:168222942,49.376869,-123.321969,2023-06-18T12:53:27-07:00,,,Ben Keen,false,needs_id,
Usnea,67747,Usnea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,,iNat:168239009,49.383407,-123.191337,2023-06-18T15:47:46-07:00,,,Jade Jordan,false,needs_id,2829
Tephromela atra,232383,Tephromela atra,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Tephromelataceae,,,Tephromela,atra,iNat:168252397,49.52793,-123.244155,2023-06-18T13:59:07-07:00,,,Shriya Chamarty,false,needs_id,4
Parmelioideae,1094690,Parmelioideae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,,,iNat:168385561,49.331684,-123.264247,2023-06-19T13:25:39-07:00,,,Jade Jordan,false,needs_id,357
Xanthoparmelia,60724,Xanthoparmelia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,,iNat:168400563,49.359722,-123.268333,2023-06-19T14:01:48-07:00,,,Gavin Petersen,false,needs_id,
Evernia prunastri,123175,Evernia prunastri,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,prunastri,iNat:168518136,49.335667,-123.262596,2023-06-18T12:28:00-07:00,,,John D Reynolds,false,research,5
Xanthoparmelia cumberlandia,123230,Xanthoparmelia cumberlandia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,cumberlandia,iNat:168521679,49.331154,-123.26181,2023-06-18T13:58:00-07:00,,,John D Reynolds,false,needs_id,5
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:168521699,49.331738,-123.26194,2023-06-18T14:03:00-07:00,,,John D Reynolds,false,needs_id,5
Xanthoparmelia cumberlandia,123230,Xanthoparmelia cumberlandia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,cumberlandia,iNat:168521714,49.33165,-123.262131,2023-06-18T14:07:00-07:00,,,John D Reynolds,false,research,5
Xanthoparmelia cumberlandia,123230,Xanthoparmelia cumberlandia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,cumberlandia,iNat:168521742,49.331783,-123.262283,2023-06-18T14:09:00-07:00,,,John D Reynolds,false,research,5
Parmotrema,117867,Parmotrema,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmotrema,,iNat:168522473,49.333149,-123.265762,2023-06-18T14:21:00-07:00,,,John D Reynolds,false,needs_id,5
Xanthoparmelia,60724,Xanthoparmelia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,,iNat:168575803,49.359722,-123.2725,2023-06-20T11:19:40-07:00,,,Gavin Petersen,false,needs_id,
Ramalina,48325,Ramalina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Ramalinaceae,,,Ramalina,,iNat:168744361,49.350833,-123.260278,2023-06-21T08:47:30-07:00,,,Gavin Petersen,false,needs_id,
Cladonia macilenta,117950,Cladonia macilenta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,macilenta,iNat:168744845,49.350278,-123.26,2023-06-21T10:58:10-07:00,,,Gavin Petersen,false,needs_id,
Peltigera,54294,Peltigera,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,iNat:168764893,49.356111,-123.258611,2023-06-21T09:33:49-07:00,,,Gavin Petersen,false,needs_id,
Sphaerophorus tuckermanii,123231,Sphaerophorus tuckermanii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,tuckermanii,iNat:168916360,49.688965,-123.152992,2023-06-22T16:54:38-07:00,,,,false,needs_id,3000
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:169075805,49.774025,-123.155342,2019-08-03T13:51:35-07:00,,,,false,research,1685
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:169098420,49.673733,-123.134492,2023-06-22T15:59:09-07:00,,,April Mawson,false,needs_id,32
Cladonia rangiferina,119778,Cladonia rangiferina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,rangiferina,iNat:169103365,49.452987,-123.332893,2023-06-23T16:49:48-07:00,,,,false,needs_id,4
Cladonia furcata,54607,Cladonia furcata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,furcata,iNat:169248234,49.480134,-123.377882,2023-06-24T13:23:16-07:00,,,David Dyck,false,needs_id,
Teloschistales,54755,Teloschistales,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,,,,,,iNat:169261200,49.479248,-123.380826,2023-06-24T14:26:29-07:00,,,David Dyck,false,needs_id,
Cladonia arbuscula,320843,Cladonia arbuscula,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,arbuscula,iNat:169261361,49.331215,-123.263912,2023-06-19T13:03:06-07:00,,,Jade Jordan,false,needs_id,856
Hypogymnia physodes,117971,Hypogymnia physodes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,physodes,iNat:169263345,49.335945,-123.262164,2023-06-19T13:00:09-07:00,,,Jade Jordan,false,needs_id,43
Lepraria finkii,463344,Lepraria finkii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Stereocaulaceae,,,Lepraria,finkii,iNat:169264880,49.335945,-123.262164,2023-06-19T12:55:33-07:00,,,Jade Jordan,false,needs_id,43
Physcia tenella,228059,Physcia tenella,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Caliciales,,,,Physciaceae,,,Physcia,tenella,iNat:169269466,49.335945,-123.262164,2023-06-19T12:38:45-07:00,,,Jade Jordan,false,needs_id,43
Diploschistes scruposus,117945,Diploschistes scruposus,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Diploschistes,scruposus,iNat:169313924,49.467226,-123.340118,2023-06-24T11:52:57-07:00,,,,false,needs_id,6
Cladonia pyxidata,123894,Cladonia pyxidata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,pyxidata,iNat:169313936,49.467353,-123.340282,2023-06-24T11:58:59-07:00,,,,false,needs_id,342
Pilophorus clavatus,179856,Pilophorus clavatus,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Pilophorus,clavatus,iNat:169323712,49.745583,-122.928478,2023-06-24T14:32:56-07:00,,,Ben Keen,false,research,
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:169324125,49.732297,-122.902231,2023-06-24T13:13:05-07:00,,,Ben Keen,false,needs_id,
Lecanoromycetidae,952186,Lecanoromycetidae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,,,,,,,,iNat:169324173,49.731206,-122.897878,2023-06-24T12:56:07-07:00,,,Ben Keen,false,needs_id,
Rhizocarpon geographicum,119888,Rhizocarpon geographicum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,geographicum,iNat:169324188,49.731169,-122.897914,2023-06-24T12:57:11-07:00,,,Ben Keen,false,needs_id,
Physciaceae,60717,Physciaceae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Caliciales,,,,Physciaceae,,,,,iNat:169324332,49.732328,-122.902358,2023-06-24T12:17:17-07:00,,,Ben Keen,false,needs_id,
Lobaria linita,224041,Lobaria linita,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,linita,iNat:169324374,49.732328,-122.902358,2023-06-24T12:16:24-07:00,,,Ben Keen,false,research,
Lecanoromycetidae,952186,Lecanoromycetidae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,,,,,,,,iNat:169324806,49.746533,-122.927978,2023-06-24T10:51:20-07:00,,,Ben Keen,false,needs_id,
Lecanoromycetidae,952186,Lecanoromycetidae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,,,,,,,,iNat:169324847,49.746533,-122.927978,2023-06-24T10:51:31-07:00,,,Ben Keen,false,needs_id,
Stereocaulon saxatile,182534,Stereocaulon saxatile,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Stereocaulaceae,,,Stereocaulon,saxatile,iNat:169324878,49.746533,-122.927978,2023-06-24T10:51:55-07:00,,,Ben Keen,false,needs_id,
Lecanoromycetidae,952186,Lecanoromycetidae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,,,,,,,,iNat:169324889,49.744903,-122.928842,2023-06-24T10:57:19-07:00,,,Ben Keen,false,needs_id,
Umbilicaria,59968,Umbilicaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,,Umbilicariaceae,,,Umbilicaria,,iNat:169324965,49.747606,-122.926456,2023-06-24T10:38:42-07:00,,,Ben Keen,false,needs_id,
Lecanoromycetidae,952186,Lecanoromycetidae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,,,,,,,,iNat:169324982,49.747153,-122.927708,2023-06-24T10:44:42-07:00,,,Ben Keen,false,needs_id,
Rhizocarpon geographicum,119888,Rhizocarpon geographicum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,geographicum,iNat:169325004,49.747153,-122.927708,2023-06-24T10:44:48-07:00,,,Ben Keen,false,needs_id,
Lecanoromycetidae,952186,Lecanoromycetidae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,,,,,,,,iNat:169325124,49.747567,-122.925736,2023-06-24T10:30:59-07:00,,,Ben Keen,false,needs_id,
Vibrissea truncorum,434762,Vibrissea truncorum,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Vibrisseaceae,,,Vibrissea,truncorum,iNat:169325831,49.753128,-122.928142,2023-06-24T09:35:28-07:00,,,Ben Keen,false,needs_id,
Parmelioideae,1094690,Parmelioideae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,,,iNat:169326270,49.761428,-122.9234,2023-06-24T08:54:16-07:00,,,Ben Keen,false,needs_id,
Lecanorales,48327,Lecanorales,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,,,,,,iNat:169326833,49.760836,-122.928053,2023-06-24T08:40:00-07:00,,,Ben Keen,false,needs_id,
Lecanora,50252,Lecanora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Lecanora,,iNat:169326860,49.759203,-122.929019,2023-06-24T08:34:42-07:00,,,Ben Keen,false,needs_id,
Cladonia bellidiflora,123391,Cladonia bellidiflora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,bellidiflora,iNat:169713324,49.468631,-123.339851,2023-06-24T12:23:47-07:00,,,,false,research,4
Parmelia sulcata,54734,Parmelia sulcata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,sulcata,iNat:169713367,49.470007,-123.339309,2023-06-24T12:28:55-07:00,,,,false,needs_id,357
Sticta fuliginosa,117889,Sticta fuliginosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Sticta,fuliginosa,iNat:169713387,49.474638,-123.33698,2023-06-24T12:53:25-07:00,,,,false,needs_id,4
Evernia prunastri,123175,Evernia prunastri,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,prunastri,iNat:169717173,49.451789,-123.331368,2023-06-25T14:27:53-07:00,,,,false,research,26
Cladonia coniocraea,155093,Cladonia coniocraea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,coniocraea,iNat:169721635,49.394344,-123.214107,2023-06-26T10:50:00-07:00,,,John Martin,false,needs_id,
Alectoria sarmentosa,126626,Alectoria sarmentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Alectoria,sarmentosa,iNat:170022104,49.945953,-123.072808,2023-06-22T11:48:50-07:00,,,,false,needs_id,26
Umbilicaria,59968,Umbilicaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,,Umbilicariaceae,,,Umbilicaria,,iNat:170231819,49.383062,-123.233817,2023-06-18T12:55:18-07:00,,,,false,needs_id,32
Neofusicoccum mangiferae,606974,Neofusicoccum mangiferae,,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,,,Botryosphaeriales,,,,Botryosphaeriaceae,,,Neofusicoccum,mangiferae,iNat:170392534,49.334348,-123.267697,2023-06-30T17:51:18-07:00,,,Radu Scurtescu,false,needs_id,
Erysiphe aquilegiae ranunculi,413985,Erysiphe aquilegiae ranunculi,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Erysiphaceae,,Erysipheae,Erysiphe,aquilegiae,iNat:170593739,49.3372,-123.262753,2023-05-27T14:25:00-07:00,,,Cole Gaerber,false,needs_id,8
Lepraria finkii,463344,Lepraria finkii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Stereocaulaceae,,,Lepraria,finkii,iNat:171075683,49.406666,-123.466685,2023-07-02T17:39:55-07:00,,,Brook,false,needs_id,21
Sphaerophorus tuckermanii,123231,Sphaerophorus tuckermanii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,tuckermanii,iNat:171403516,49.53527,-123.307458,2023-06-24T16:02:33-07:00,,,,false,needs_id,14
Cladonia macilenta,117950,Cladonia macilenta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,macilenta,iNat:171492676,49.456812,-123.495217,2023-07-05T13:53:03-07:00,,,,false,needs_id,4
Scutellinia,49138,Scutellinia,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Scutellinia,,iNat:171802625,49.814476,-123.172661,2023-07-07T19:27:10-07:00,,,Drew Gordon,false,needs_id,116
Cladonia coniocraea,155093,Cladonia coniocraea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,coniocraea,iNat:171887747,49.790538,-123.1221,2023-07-08T13:02:59-07:00,,,Laura,false,needs_id,4
Xanthoparmelia cumberlandia,123230,Xanthoparmelia cumberlandia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,cumberlandia,iNat:171896625,49.35458,-123.279403,2023-07-08T21:07:38-07:00,,,,false,needs_id,4
Mitrula elegans,320702,Mitrula elegans,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Mitrulaceae,,,Mitrula,elegans,iNat:172431308,49.344917,-123.401878,2023-05-17T14:54:08-07:00,,,jenanne f,false,needs_id,9
Alectoria sarmentosa,126626,Alectoria sarmentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Alectoria,sarmentosa,iNat:173325874,49.665612,-123.09817,2023-07-15T12:45:14-07:00,,,Nancy Henderson,false,needs_id,10
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:173503215,49.46693,-123.34037,2023-07-17T12:55:26-07:00,,,,false,needs_id,4
Evernia prunastri,123175,Evernia prunastri,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,prunastri,iNat:174312384,49.405452,-123.47169,2023-07-11T17:32:08-07:00,,,Else Mikkelsen,false,needs_id,6
Polycauliona candelaria,463825,Polycauliona candelaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Xanthorioideae,,Polycauliona,candelaria,iNat:174312674,49.405894,-123.47193,2023-07-11T17:42:57-07:00,,,Else Mikkelsen,false,needs_id,4
Xanthoparmelia cumberlandia,123230,Xanthoparmelia cumberlandia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,cumberlandia,iNat:174313043,49.405619,-123.471844,2023-07-11T17:35:54-07:00,,,Else Mikkelsen,false,needs_id,4
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:174569213,49.790473,-123.12446,2023-07-22T09:52:00-07:00,,,judith holm,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:174792515,49.786557,-123.108655,2023-07-24T10:51:00-07:00,,,judith holm,false,needs_id,
Peltigera canina,180500,Peltigera canina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,canina,iNat:174896651,49.778142,-123.114395,2023-07-23T15:10:36-07:00,,,Laura,false,needs_id,4
Cladonia ochrochlora,203713,Cladonia ochrochlora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,ochrochlora,iNat:174963244,49.699614,-123.126908,2023-07-25T18:05:30-07:00,,,Nancy Henderson,false,needs_id,44
Sorocybe,866709,Sorocybe,,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Chaetothyriales,,,,Herpotrichiellaceae,,,Sorocybe,,iNat:175085277,49.404394,-123.463327,2023-07-26T12:06:41-07:00,,,,false,needs_id,206
Usnea,67747,Usnea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,,iNat:175125055,49.393128,-123.456117,2023-07-23T11:05:51-07:00,,,,false,needs_id,1332
Lobaria,48714,Lobaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,,iNat:175584874,49.453358,-123.222733,2023-07-28T19:16:32-07:00,,,Tobin Sparling (he/him),false,needs_id,12
Sphaerophorus,55243,Sphaerophorus,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,,iNat:175586915,49.451263,-123.218972,2023-07-28T18:31:19-07:00,,,Tobin Sparling (he/him),false,needs_id,5
Sphaerophorus,55243,Sphaerophorus,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,,iNat:175586935,49.450592,-123.218362,2023-07-28T18:26:55-07:00,,,Tobin Sparling (he/him),false,needs_id,9
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:175587195,49.447533,-123.200272,2023-07-28T16:07:03-07:00,,,Tobin Sparling (he/him),false,needs_id,6
Rhizocarpon geographicum,119888,Rhizocarpon geographicum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,geographicum,iNat:175640031,49.684444,-123.140278,2023-07-29T11:38:29-07:00,,,Gavin Petersen,false,needs_id,
Rhizocarpon geographicum,119888,Rhizocarpon geographicum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,geographicum,iNat:175640284,49.684722,-123.140278,2023-07-29T11:44:44-07:00,,,Gavin Petersen,false,needs_id,
Rhizocarpon geographicum,119888,Rhizocarpon geographicum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,geographicum,iNat:175640433,49.685556,-123.14,2023-07-29T11:46:25-07:00,,,Gavin Petersen,false,needs_id,
Icmadophila ericetorum,119695,Icmadophila ericetorum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Icmadophilaceae,,,Icmadophila,ericetorum,iNat:175640810,49.685278,-123.140556,2023-07-29T11:50:54-07:00,,,Gavin Petersen,false,needs_id,
Icmadophila ericetorum,119695,Icmadophila ericetorum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Icmadophilaceae,,,Icmadophila,ericetorum,iNat:175641198,49.680556,-123.145833,2023-07-29T12:39:49-07:00,,,Gavin Petersen,false,needs_id,
Cladonia bellidiflora,123391,Cladonia bellidiflora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,bellidiflora,iNat:175671381,49.6746,-123.120478,2023-07-29T11:41:00-07:00,,,judith holm,false,needs_id,
