Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Reynoutria japonica,Houtt.,,Japanese knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Reynoutria,japonica,,,,exotic,SNA (2019),,new 2018,observed,,,,,,2018-09-13,benkeen,https://www.inaturalist.org/observations/16509532,,914922,
Rumex acetosella,L.,,sheep's sorrel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumex,acetosella,,,,exotic,SNA (2001),,new 2015,observed,,,,,,2015-05-14,judithofsquamish,http://www.inaturalist.org/observations/4483256,,53195,
Rumex conglomeratus,Murray,,clustered dock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumex,conglomeratus,,,,native,SNA (2019),,new 2021,observed,,,,,,2021-07-01,benkeen,https://www.inaturalist.org/observations/85286262,,57215,
Rumex crispus,L.,,curly dock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumex,crispus,,,,exotic,SNA (2001),,new 2015,observed,,,,,,2015-06-21,hillanddale,https://www.inaturalist.org/observations/9530872,,53197,
Rumex maritimus,L.,,golden dock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumex,maritimus,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-08-30,chloe_and_trevor,https://www.inaturalist.org/observations/58236283,,168242,
Rumex obtusifolius,L.,,broad-leaved dock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumex,obtusifolius,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-25,judithofsquamish,https://www.inaturalist.org/observations/17054675,,63371,
Rumex occidentalis,S. Watson,,western dock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,,,Rumex,occidentalis,,,,native,S4S5 (2015),,new 2020,observed,,,,,,2020-06-14,chloe_and_trevor,https://www.inaturalist.org/observations/49916264,where it grows in the Estuary is quite wet and it is not weedy,61086,
Portulaca oleracea,L.,,common purslane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Portulacaceae,,,Portulaca,oleracea,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-09-04,benkeen,https://www.inaturalist.org/observations/32139848,,58991,
Euonymus alatus,(Thunb.) Siebold,,winged euonymus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,Celastraceae,,,Euonymus,alatus,,,,unlisted,unlisted,,new 2021,observed,,,,,,2021-05-08,roslynmohr,https://www.inaturalist.org/observations/78768402,,117433,
Parnassia fimbriata,K.D. Koenig,,fringed grass of parnassus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,Celastraceae,,,Parnassia,fimbriata,,,,native,S5 (2019),,new 2017,observed,,,,,,2017-08-29,sunfishmoonlight,https://www.inaturalist.org/observations/7712003,,78351,
Paxistima myrsinites,(Pursh.) Raf.,,oregon boxwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,Celastraceae,,,Paxistima,myrsinites,,,,native,S5 (2015),,confirmed,observed,1973-08-27,Vladimir J. Krajina,UBC,UBC: V151756,,2021-06-08,islafrancis,https://www.inaturalist.org/observations/82258142,,63893,
Cornus nuttallii,Audubon ex Torr. & A. Gray,,Pacific dogwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Cornaceae,,,Cornus,nuttallii,,,,native,S5 (2015),,new 2017,observed,,,,,,2017-05-07,judithofsquamish,https://www.inaturalist.org/observations/8797905,,76447,
Cornus sericea,Michx.,,red osier dogwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Cornaceae,,,Cornus,sericea,,,,,,,new 2017,observed,,,,,,2017-05-05,chlorophilia,https://www.inaturalist.org/observations/6113076,ssp not yet recognized by CDC,53387,
Cornus unalaschkensis,Ledeb.,,western dwarf dogwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Cornaceae,,,Cornus,unalaschkensis,,,,native,S5 (2019),,confirmed,observed,1961-07-21,E.B. Peterson,UBC,UBC: V97841,,2021-07-17,cdndawn,https://www.inaturalist.org/observations/87483798,,1096279,
Philadelphus lewisii,Pursh,,mock orange,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Hydrangeaceae,,,Philadelphus,lewisii,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-06-28,gwenlh,https://www.inaturalist.org/observations/68658040,,62223,
Dipsacus fullonum,L.,,wild teasel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Dipsacoideae,,Dipsacus,fullonum,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-08-09,haleypartridge,https://www.inaturalist.org/observations/90593882,,56002,
Linnaea borealis ssp. longiflora,L.,,twinflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Linnaeoideae,,Linnaea,borealis,,longiflora,,native,S5 (2020),,new 2020,observed,,,,,,2020-06-22,judithofsquamish,https://www.inaturalist.org/observations/50631859,,81026,
Lonicera ciliosa,(Pursh) Poir. ex DC.,,orange honeysuckle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,ciliosa,,,,native,S5 (2000),,new 2018,observed,,,,,,2018-05-20,gwenlh,https://www.inaturalist.org/observations/12681566,,77832,
Lonicera hispidula,(Lindl.) Doug. ex Torr. & Gray,,pink honeysuckle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,hispidula,,,,native,S5 (2000),,new 2015,observed,,,,,,2015-06-06,steveansell,https://www.inaturalist.org/observations/66765093,,53416,
Lonicera involucrata var. involucrata,(Richardson) Banks ex Spreng.,,twinberry honeysuckle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,involucrata,,,involucrata,native,S5,,new 2014,observed,,,,,,2014-06-16,hillanddale,https://www.inaturalist.org/observations/9528569,,81040,
Lonicera utahensis,S.B1124 Wats.,,Utah honeysuckle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,utahensis,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,148098,
Plectritis congesta,(Lindl.) DC.,,shortspur seablush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Plectritis,congesta,,,,native,S5 (2015),,confirmed,observed,1983-05-03,Gerald B. Straley,UBC,UBC: V178680,,2019-04-28,scottschlesier,https://www.inaturalist.org/observations/24645530,,57786,
Symphoricarpos albus var. laevigatus,(L.) S.F. Blake var. laevigatus (Fernald) S.F. Blake,,snowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,albus,,,laevigatus,native,S5 (2000),,new 2015,observed,,,,,,2015-07-09,judithofsquamish,http://www.inaturalist.org/observations/4503968,,48525,
Valeriana sitchensis,Bong.,,Sitka valerian,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Valeriana,sitchensis,,,,native,S5 (2015),,confirmed,observed,1912-07-12,Anonymous,UBC,UBC: V66423,,2019-07-12,iamscientistsam,https://www.inaturalist.org/observations/29005589,,79477,
Sambucus racemosa var. arborescens,(Torr. & A. Gray) A. Gray,,red-berried elder,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,Sambucus,racemosa,,,arborescens,native,S5 (2000),,confirmed,observed,2012-05-02,Erin R. Manton,UBC,UBC: V238868,,2012-05-12,gkerrwilson,https://www.inaturalist.org/observations/87474670,"S. racemosa var. arborescens only variety recognized in BC, but Erin Manton's record is to species",1257067,
Viburnum edule,(Michx.) Raf.,,squashberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,Viburnum,edule,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-08-24,kmfret,https://www.inaturalist.org/observations/31804374,,79499,
Impatiens capensis,Meerb.,,spotted jewelweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Balsaminaceae,,,Impatiens,capensis,,,,exotic,SNA (2018),,new 2018,observed,,,,,,2018-07-04,judithofsquamish,https://www.inaturalist.org/observations/14221810,,47888,
Impatiens glandulifera,Royle,,Himalayan balsam,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Balsaminaceae,,,Impatiens,glandulifera,,,,exotic,SNA (2019),,new 2016,observed,,,,,,2016-07-02,hillanddale,https://www.inaturalist.org/observations/9532556,,47892,
Impatiens parviflora,DC.,,small balsam,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Balsaminaceae,,,Impatiens,parviflora,,,,exotic,SNA (2019),,new 2016,observed,,,,,,2016-05-21,judithofsquamish,https://www.inaturalist.org/observations/22489581,,51736,
Allotropa virgata,Torr. & A. Gray,,sugarstick,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Allotropa,virgata,,,,native,S3S4 (2015),,confirmed,observed,2003-06-13,Paul Kroeger,UBC,UBC: V219246,,2016-06-06,gwenlh,https://www.inaturalist.org/observations/65917655,,62481,
Arbutus menziesii,Pursh,,arbutus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arbutus,menziesii,,,,native,S4? (2014),,confirmed,observed,1974-04-30,Jim Pojar,UBC,UBC: V157148,,2018-08-21,alexc243,https://www.inaturalist.org/observations/15794682,,51046,
Arbutus unedo,L.,,strawberry tree,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arbutus,unedo,,,,exotic,"not in CDC records, see 'notes'",,new 2018,observed,,,,,,2018-11-12,benkeen,https://www.inaturalist.org/observations/18360548,,82689,
Arctostaphylos × media,Greene,,hybrid manzanita,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,,Arctostaphylos × media,,,native,S4 (2015),,confirmed,observed,1974-04-26,W.H. Parker,UBC,UBC: V146357,,2021-05-06,smcd,https://www.inaturalist.org/observations/77676561,,181436,
Arctostaphylos columbiana,Piper,,Columbia manzanita,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,columbiana,,,,native,S4 (2014),,confirmed,observed,1989-11-05,P.Kroeger,UBC,UBC: V202097,,2017-08-26,rainwalker,https://www.inaturalist.org/observations/7659852,,75505,
Arctostaphylos uva-ursi,(L.) Spreng.,,bearberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,uva-ursi,,,,native,S5 (2015),,confirmed,observed,2015-06-26,D. Mosquin,2015 Squamish Bioblitz part of Whistler BB Bob Brett),,,2016-07-31,judithofsquamish,https://www.inaturalist.org/observations/5948333,,68049,
Cassiope mertensiana ssp. mertensiana,(Bong.) D. Don,,western moss-heather,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Cassiopoideae,,Cassiope,mertensiana,,mertensiana,,native,S5 (2019),,confirmed,observed,1997-07-13,Gerald B. Straley,UBC,UBC: V226167,,2014-06-01,judithofsquamish,https://www.inaturalist.org/observations/10086102,,126554,
Cassiope tetragona,(L.) D. Don,,Arctic bell-heather,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Cassiopoideae,,Cassiope,tetragona,,,,native,S4,,reported,unobserved,1927-07-01,William A. Newcombe,RBCM,V038611B,,,,,RBCM:  Garibaldi PP,153373,
Chimaphila menziesii,(R. Br. ex D. Don) Spreng,,little prince's pine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Chimaphila,menziesii,,,,native,S5 (2015),,confirmed,observed,1984-08-14,Bruce A. Bohm,UBC,UBC: V194655,,2017-06-11,gwenlh,https://www.inaturalist.org/observations/84788330,,62238,
Chimaphila umbellata,(L.) W.P.C. Barton,,pipsissewa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Chimaphila,umbellata,,,,native,S5 (2015),,confirmed,observed,1984-08-14,Bruce A. Bohm,UBC,UBC: V194654,,2017-06-18,judithofsquamish,https://www.inaturalist.org/observations/6804138,,62236,
Elliottia pyroliflora,(Bong.) S.W. Brim & P.F. Stevens,,copperbush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Elliottia,pyroliflora,,,,native,S5 (2015),,confirmed,observed,1987-08-01,Tom C. Wells,UBC,UBC: V206214,,2014-06-28,judithofsquamish,https://www.inaturalist.org/observations/5948466,,126553,
Empetrum nigrum,L.,,black crowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Empetrum,nigrum,,,,native,S5 (2015),,confirmed,observed,1961-07-21,E.B. Peterson,UBC,UBC: V97767,,2019-08-25,kmfret,https://www.inaturalist.org/observations/32189126,,76812,
Gaultheria hispidula,(L.) M+B1378uhl. ex Bigelow,,creeping-snowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,,Gaultheria,hispidula,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,53460,
Gaultheria humifusa,(Graham) Rydb.,,alpine wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,,Gaultheria,humifusa,,,,native,S4 (2015),,confirmed,observed,1961-07-21,E.B. Peterson,UBC,UBC: V97771,,2020-09-11,judithofsquamish,https://www.inaturalist.org/observations/59543781,,77227,
Gaultheria ovatifolia,A. Gray,,slender wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,,Gaultheria,ovatifolia,,,,native,S4 (2015),,confirmed,observed,1978-06-18,Ron Long,RBRM,V104187,,2014-06-22,judithofsquamish,https://www.inaturalist.org/observations/6158093,,77228,
Gaultheria shallon,Pursh,,salal,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,,Gaultheria,shallon,,,,native,S5 (2015),,confirmed,observed,1949-07-24,Vladimir J. Krajina,UBC,UBC: V75571,,2015-05-17,hillanddale,https://www.inaturalist.org/observations/9535426,,48441,
Hemitomes congestum,A. Gray,,gnome plant,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Hemitomes,congestum,,,,native,S3S4 (2015),,new 2016,observed,,,,,,2016-06-20,gwenlh,https://www.inaturalist.org/observations/65860599,,54663,
Kalmia microphylla var. occidentalis,(Small) Ebinger,,western bog laurel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Kalmia,microphylla,,,occidentalis,native,S5 (2020),,new 2021,observed,,,,,,2021-05-19,gwenlh,https://www.inaturalist.org/observations/79452383,,1035494,
Moneses uniflora,(L.) A. Gray,,single delight,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Moneses,uniflora,,,,native,S4 (2015),,confirmed,observed,1912-07-21,Fred Perry,UBC,UBC: V242458,,2016-05-17,judithofsquamish,https://www.inaturalist.org/observations/19534223,,60376,
Monotropa hypopitys,L.,,pinesap,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,,,,native,S3S4 (2001),,confirmed,observed,2012-07-25,Erin R. Manton,UBC,UBC: V238915,,2016-05-24,gwenlh,https://www.inaturalist.org/observations/66678718,,59986,
Monotropa uniflora,L.,,ghost pipe,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,,,,native,S4 (2015),,confirmed,observed,1974-10-21,P.C. Martin,UBC,UBC: V148161,,2018-07-12,judithofsquamish,https://www.inaturalist.org/observations/14557458,,49477,
Orthilia secunda,L.,,one-sided wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Orthilia,secunda,,,,native,S5 (2015),,confirmed,observed,1976-07-15,Murray Clark,UBC,UBC: V161995,,2014-06-16,hillanddale,https://www.inaturalist.org/observations/9528620,,78288,
Phyllodoce × intermedia,(Hook.) Rydb.,,hybrid mountain-heath,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Phyllodoce,,Phyllodoce × intermedia,,,native,SNA,,reported,unobserved,1967-08-19,V. Bednar,UBC,UBC: V35988,,,,,,170915,
Phyllodoce empetriformis,(Sm.) D. Don,,red mountain-heather,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Phyllodoce,empetriformis,,,,native,S5 (2014),,confirmed,observed,1997-07-13,Gerald B. Straley,UBC,UBC: V226168,,2020-07-18,raduscurtescu,https://www.inaturalist.org/observations/53528614,,78560,
Phyllodoce glanduliflora,(Hook.) Coville,,yellow mountain-heath,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Phyllodoce,glanduliflora,,,,native,S5 (2015),,confirmed,observed,1965-08-16,B. Fraser,UBC,UBC: V160985,,2019-17-22,judithofsquamish,https://www.inaturalist.org/observations/25360033,,126558,
Pterospora andromedea,Nutt.,,pinedrops,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pterospora,andromedea,,,,native,S5 (2019),,confirmed,observed,1912-07-21,Fred Perry,UBC,UBC: V16216,,2016-05-31,gwenlh,https://www.inaturalist.org/observations/66632727,,52118,
Pyrola aphylla,Smith,,leafless wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,aphylla,,,,native,S3 (2019),,new 2020,observed,,,,,,2020-07-05,benkeen,https://www.inaturalist.org/observations/52061796,,630966,
Pyrola asarifolia ssp. asarifolia,Michx.,,liverleaf wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,asarifolia,,asarifolia,,native,S5 (2000),,reported,unobserved,2012-07-25,Erin R. Manton,UBC,UBC: V238913,,,,,UBC:  road to Garibaldi Black Tusk trailhead,60370,
Pyrola asarifolia ssp. bracteata,Michx.,,long-bracted wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,asarifolia,,bracteata,,native,S4 (2014),,confirmed,observed,1988-08-14,Bruce A. Bohm,UBC,UBC: V197371,,2020-09-10,taylor_justason,https://www.inaturalist.org/observations/59241969,UBC:  Garibaldi PP along trail to Garibaldi Lake,80169,
Pyrola chlorantha,Sw.,,green-flowered wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,chlorantha,,,,native,S5? (2015),,confirmed,observed,1974-08-13,Vladimir J. Krajina,UBC,UBC: V163511,,2020-06-15,judithofsquamish,https://www.inaturalist.org/observations/49804867,,63802,
Pyrola dentata,Smith,,toothed  wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,dentata,,,,native,S2S3 (2019),,new 2017,observed,,,,,,2017-06-24,judithofsquamish,https://www.inaturalist.org/observations/6804794,,707672,
Pyrola minor,L.,,lesser wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,minor,,,,native,S4S5 (2015),,reported,unobserved,1965-08-16,B. Fraser,UBC,UBC: V160945,,,,,UBC:  Garibaldi PP Sphinx Gl foreland,78794,
Pyrola picta,Sm.,,white-veined wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,picta,,,,native,S4 (2015),,confirmed,observed,2012-07-25,Erin R. Manton,UBC,UBC: V238914,,2020-06-29,citizen1,https://www.inaturalist.org/observations/51630501,,62239,
Rhododendron albiflorum,Hook.,,white-flowered rhododendron,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Rhododendron,albiflorum,,,,native,S5 (2019),,new 2017,observed,,,,,,2017-06-30,hillanddale,https://www.inaturalist.org/observations/9532730,,126556,
Rhododendron groenlandicum,(Oeder) K.A. Kron & W.S. Judd,,Labrador tea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Rhododendron,groenlandicum,,,,exotic,S5 (2015),,new 2020,observed,,,,,,2020-06-13,benkeen,https://www.inaturalist.org/observations/49472538,,180413,
Rhododendron macrophyllum,D. Don ex G. Don,,Pacific rhododendron,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Rhododendron,macrophyllum,,,,native,S3S4 (2015),,reported,unobserved,2003-05-25,Paul Kroeger,UBC,UBC: V219243,,,,,,57360,
Rhododendron menziesii,Craven,,mock azalea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Rhododendron,menziesii,,,,native,S5 (2019),,confirmed,observed,2015-08-01,T.C. Wells,UBC,UBC: V206282,,2020-06-14,chloe_and_trevor,https://www.inaturalist.org/observations/49917531,UBC & LGL: Menziesia ferruginea,553849,
Vaccinium alaskaense,Howell,,Alaska blueberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,,Vaccinium,alaskaense,,,,native,S5 (2000),,new 2014,observed,,,,,,2014-05-24,judithofsquamish,https://www.inaturalist.org/observations/5947266,,126559,
Vaccinium cespitosum,Michx.,,dwarf bilberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,,Vaccinium,cespitosum,,,,native,S5 (2000),,new 2020,observed,,,,,,2020-08-26,judithofsquamish,https://www.inaturalist.org/observations/57798693,iNat: needs i.d.,79470,
Vaccinium deliciosum,Piper,,blue-leaved huckleberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,,Vaccinium,deliciosum,,,,native,S5 (2000),,confirmed,observed,1956-08-07,Vernon C. Brink,UBC,UBC: V56023,,2018-09-25,judithofsquamish,https://www.inaturalist.org/observations/17067275,,48348,
Vaccinium membranaceum,Douglas ex Torr.,,black huckleberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,,Vaccinium,membranaceum,,,,native,S5 (2015),,confirmed,observed,1967-08-17,V. Bednar,UBC,UBC: V160979,,2021-08-14,ian676,https://www.inaturalist.org/observations/91209248,,48347,
