Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,iNaturalist Link,Notes,Stats Code
Clitocybe alba,(Bataille) Singer,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Clitocybe amarescens,Harmaja,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Clitocybe dealbata,(Sowerby) P. Kumm.,sweat-producing clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Clitocybe dilatata,P. Karst.,crowded white clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Clitocybe gibba,(Pers.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Clitocybe gigantea,(Sowerby) Quél.,giant clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Clitocybe inversa,(Scop.) Quél.,—,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Clitocybe nebularis,(Batsch) P. Kumm.,clouded clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Clitocybe nuda,(Bull.) H.E. Bigelow & A.H. Sm.,blewit,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Clitocybe sclerotoidea,(Morse) H.E. Bigelow,parasitic clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Clitocybe vibecina,(Fr.) Quél.,—,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-11-03,L. Magner & A. Simon,http://www.inaturalist.org/observations/4491244,,FUN
Clitocybula atrialba,(Murrill) Singer,black-and-white clitocybula,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Marasmiaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Clitopilus prunulus,(Scop.) P. Kumm.,sweetbread mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Coltricia perennis,(L.) Murrill,fairy stool,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Connopus acervatus,(Fr.) R.H. Petersen,—,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Marasmiaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Conocybe filaris,(Fr.) Kühner,ringed conehead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Bolbitiaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Conocybe lactea,(J.E. Lange) Métrod,white conehead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Bolbitiaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Coprinellus disseminatus,(Pers.) J.E. Lange,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Psathyrellaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Coprinellus ephemerus,(Bull.) Redhead,dung inky-cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Psathyrellaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Coprinopsis atramentaria,"(Bull.) Redhead, Vilgalys & Moncalvo",common ink cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Psathyrellaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Coprinopsis lagopus,"(Fr.) Redhead, Vilgalys & Moncalvo",harefoot mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Psathyrellaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Coprinus comatus,(O.F. Müll.) Pers.,shaggy mane,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2014-10-13,J. Lee,http://inaturalist.ca/observations/2701067,,FUN
Coprinus plicatilis,(Curtis) Fr.,plated inky-cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Cortinarius californicus,A.H. Sm.,Californian webcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Cortinarius glaucopus grp.,(Schaeff.) Gray,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Cortinarius malicorius,Fr.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,Reported as Dermocybe croceofolia,FUN
Cortinarius semisanguineus,(Fr.) Gillet,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Cortinarius vanduzerensis,A.H. Sm. & Trappe,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Crepidotus applanatus,(Pers.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Crepidotus mollis,(Schaeff.) Staude,jelly crepidotus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Crinipellis stipitaria,(Fr.) Pat.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Marasmiaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Crucibulum laeve,(Huds.) Kambly,white-egg bird’s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Cuphophyllus pratensis,(Schaeff.) Bon,meadow waxy cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Cyathus striatus,(Huds.) Willd.,big-egg bird’s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Cystoderma amianthinum,(Scop.) Fayod,saffron parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Cystoderma cinnabarinum,(Alb. & Schwein.) Fayod,cinnamon cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Cystoderma fallax,A.H. Sm. & Singer,deceptive cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Cystodermella granulosa,(Batsch) Harmaja,pure cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Cystolepiota bucknallii,(Berk. & Broome) Singer & Clémençon,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Dacrymyces chrysospermus,Berk. & M.A. Curtis,witch’s butter,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,Dacrymycetaceae,—,—,documented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,2017-05-11,peromyscus_eva,https://www.inaturalist.org/observations/6225951,,FUN
Dacrymyces deliquescens,(Bull.) Duby,jelly fungus,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,Dacrymycetaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Entoloma leptonipes,(Kühner & Romagn.) M.M. Moser,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Entoloma madidum,(Fr.) Gillet,midnight blue entoloma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Entoloma rhodopolium grp.,(Fr.) P. Kumm.,rosy entoloma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Flammulina velutipes,(Curtis) Singer,velvet foot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Physalacriaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Fomes fomentarius,(L.) Fr.,hoof fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Polyporaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2013-10-26,I. Guthrie,http://www.inaturalist.org/observations/4208204,,FUN
Fomitopsis cajanderi,(P. Karst.) Kotl. & Pouzar,rosy conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Fomitopsidaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Fomitopsis pinicola,(Sw.) P. Karst.,red-banded polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Fomitopsidaceae,,,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-07-14,A. Simon,http://www.inaturalist.org/observations/3680363,,FUN
Galerina autumnalis,(Peck) A.H. Sm.& Singer,deadly galerina,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hymenogastraceae,,,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Galerina unicolor,(Vahl) Singer,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Ganoderma applanatum,(Pers.) Pat.,artist's conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Ganodermataceae,,,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-08-14,A. Simon,http://www.inaturalist.org/observations/3890889,,FUN
Ganoderma oregonense,Murrill,Oregon varnished conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Ganodermataceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Ganoderma tsugae,Murrill,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Ganodermataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Geastrum quadrifidum,Pers.,earthstar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Geastrales,,,Geastraceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Geastrum saccatum,Fr.,sessile earthstar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Geastrales,,,Geastraceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-11-01,A. Simon,http://www.inaturalist.org/observations/4479900,,FUN
Gomphidius oregonensis,Peck,insidious gomphidius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Gomphidius smithii,Singer,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Gomphidius subroseus,Kauffman,rosy gomphidius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Gomphus floccosus,(Schwein.) Singer,woolly chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Gymnopilus penetrans,(Fr.) Murrill,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Gymnopilus sapineus,(Fr.) Murrill,scaly rustgill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-11-03,L. Magner & A. Simon,http://www.inaturalist.org/observations/4491221,,FUN
Gymnopilus spectabilis,(Weinm.) A.H. Sm.,big laughing gym,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Gymnopus fuscopurpureus,(Pers.) Antonín,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Gynmopus peronatus,(Bolton) Gray,wood woollyfoot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Hebeloma mesophaeum,,veiled poison pie,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hymenogastraceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Hebeloma sacchariolens,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hymenogastraceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Hericium abietis,,Coral Hydnum,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Hericiaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Hericium erinaceus,,lion’s mane mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Hericiaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Heterotextus alpinus,,,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,Dacrymycetaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Hydnellum aurantiacum,,orange rough-cap tooth,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Hydnellum caeruleum,,blue tooth,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Hydnellum peckii,,Bleeding Hydnellum,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Hydnum repandum,L.,hedgehog,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Hygrocybe coccinea,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Hygrocybe conica,,witch’s hat,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-10-25,S. Tweedale,http://inaturalist.ca/observations/4435388,,FUN
Hygrocybe flavescens,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,—,—,documented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,2015-02-12,L. Magner & A. Simon,http://www.inaturalist.org/observations/2565145,,FUN
Hygrocybe miniata,(Fr.) P. Kumm.,vermillion waxcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-11-11,S. Tweedale,http://inaturalist.ca/observations/4535424,,FUN
Hygrophoropsis aurantiaca,(Wulfen) Maire,false chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Hygrophoropsidaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Hypholoma capnoides,,smoky-gilled hypholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,,,documented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,2016-10-12,A. Simon,http://www.inaturalist.org/observations/4342913,,FUN
Hypholoma fasciculare,,sulphur tuft,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Strophariaceae,,,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-10-18,A. Huggins,http://www.inaturalist.org/observations/4390428,,FUN
Hypomyces cervinigenus,Rogerson & Simms,elfin saddle-eater,Fungi,Basidiomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Hypocreaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-11-12,S. Street,http://www.inaturalist.org/observations/4571727,,FUN
Inocybe flocculosa var. flocculosa,Sacc.,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Inocybe geophylla,(Bull.) P. Kumm.,white fiber head,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-11-03,L. Magner & A. Simon,http://www.inaturalist.org/observations/4491084,,FUN
Inocybe lilacina,(Peck) Kauffman,lilac inocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Inocybe pudica,Kühner,blushing inocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Inocybe sororia,Kauffman,corn silk inocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Inocybaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Inonotus tomentosus,(Fr.) Teng,woolly velvet polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Jahnoporus hirtus,(Cooke) Nuss,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Albatrellaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Laccaria amethysteo-occidentalis,G.M. Muell.,purple laccaria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hydnangiaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2016-12-05,K. Krüg,http://inaturalist.ca/observations/4720174,,FUN
Lacrymaria lacrymabunda,(Bull.) Pat.,weeping widow,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Psathyrellaceae,—,—,documented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,2015-09-27,A. Simon,http://www.inaturalist.org/observations/2632634,,FUN
Lactarius deliciosus,(L.) Gray,saffron milkcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2013-10-26,I. Guthrie,http://www.inaturalist.org/observations/4209884,,FUN
Lactarius luculentus,Burl.,orange milkcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Lactarius rubrilacteus,Hesler & A.H. Sm.,red-juice milkcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Lactarius uvidus,,purple stain,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Laetiporus conifericola,,conifer chicken of the woods,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Polyporaceae,—,—,documented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,2016-07-10,S. Tweedale,http://www.inaturalist.org/observations/3653800,"Laetiporus sulphureus is previously reported by R. Zich, however that species is limited to eastern North America",FUN
Leccinum manzanitae,Thiers,manzanita boletus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Lepiota castanea,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Lepiota clypeolaria,,—,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Agaricaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
