Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Pterostichus algidus,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,,,new 2016,,,,2016-06-23,A. Simon,http://www.inaturalist.org/observations/3516395,https://static.inaturalist.org/photos/4095281/medium.jpg?1466812465,,229317,ART
Pterostichus amethystinus,Mannerheim,woodland ground beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,,,undocumented,1990-05-01,G.G.E. Scudder,SEM,,,,,,,ART
Pterostichus herculaneus,Mannerheim,woodland ground beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,,,documented,1990-09-23,G.G.E. Scudder,SEM,2016-06-23,A. Colwell,http://www.inaturalist.org/observations/3561730,https://static.inaturalist.org/photos/4138783/medium.jpg?1467242417,,229343,ART
Pterostichus lama,(Ménétriés),woodland ground beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,,,undocumented,,G.G.E. Scudder,SEM,,,,,,,ART
Scaphinotus angusticollis,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Carabinae,,,new 2016,,,,2013-09-28,B. Spencer,http://www.inaturalist.org/observations/3737792,https://static.inaturalist.org/photos/4344343/large.jpg?1469379812,,63575,ART
Scaphinotus marginatus,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Carabinae,,,new 2016,,,,2016-10-20,L. Magner & A. Simon,http://www.inaturalist.org/observations/4403854,https://static.inaturalist.org/photos/5289384/medium.jpeg?1477015567,,230462,ART
Tachyta falli,Hayward,ground beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Trechinae,,,undocumented,1979-06-10,G.G.E. Scudder,SEM,,,,,,,ART
Zacotus matthewsii,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Broscinae,,,new 2017,,,,2017-05-27,A. Simon,http://inaturalist.ca/observations/6484799,https://static.inaturalist.org/photos/8202526/medium.jpg?1496524912,,233923,ART
Asemum striatum,(Linnaeus),longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Spondylidinae,,,undocumented,1983-05-23,G.G.E. Scudder,SEM,,,,,,,ART
Callidium sp.,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,,,new 2017,,,,2017-05-27,L. Avis,https://www.inaturalist.org/observations/6460165,https://static.inaturalist.org/photos/8166202/medium.jpg?1496356473,,124367,ART
Centrodera spurca,(LeConte),yellow Douglas-fir borer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,,,documented,1986-06-13,G.G.E. Scudder,SEM,2017-06-20,W. Matthes,https://www.inaturalist.org/observations/6750400,https://static.inaturalist.org/photos/8575039/medium.jpg?1498100377,,82050,ART
Clytus planifrons,(LeConte),longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,,,undocumented,1984-07-02,G.G.E. Scudder,SEM,,,,,,,ART
Dicentrus bluthneri,LeConte,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,,,undocumented,1971-07-18,G.G.E. Scudder,SEM,,,,,,,ART
Eumichthus oedipus,LeConte,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,,,undocumented,1990-08-30,N.C. Scudder,SEM,,,,,,,ART
Grammoptera subargentata,(Kirby),flower longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,,,undocumented,1977-05-15,G.G.E. Scudder,SEM,,,,,,,ART
Holopleura marginata,LeConte,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,,,undocumented,1977-05-15,G.G.E. Scudder,SEM,,,,,,,ART
Hybodera tuberculata,LeConte,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,,,undocumented,1971-05-28,G.G.E. Scudder,SEM,,,,,,,ART
Leptura obliterata,(Haldeman),flower longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,,,undocumented,1986-07-20,J. Scudder,SEM,,,,,,,ART
Lepturopsis dolorosa,(LeConte),flower longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,,,undocumented,1991-07-29,G.G.E. Scudder,SEM,,,,,,,ART
Megasemum asperum,(LeConte),longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Spondylidinae,,,undocumented,1986-07-19,J. Scudder,SEM,,,,,,,ART
Monochamus scutellatus,LeConte,white-spotted sawyer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,,,documented,1974-07-26,N.C. Scudder,UBC,2016-06-26,A. Simon,http://www.inaturalist.org/observations/3533644,https://static.inaturalist.org/photos/4117586/medium.jpg?1467047103,,82043,ART
Necydalis laevicollis,LeConte,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Necydalinae,,,undocumented,1984-08-04,G.G.E. Scudder,SEM,,,,,,,ART
Opsimus quadrilineatus,Mannerheim,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,,,undocumented,1972-05-21,G.G.E. Scudder,SEM,,,,,,,ART
Ortholeptura valida,(LeConte),flower longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,,,undocumented,1983-08-13,G.G.E. Scudder,SEM,,,,,,,ART
Phymatodes aeneus,LeConte,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,,,undocumented,1984-06-16,G.G.E. Scudder,SEM,,,,,,,ART
Pidonia scripta,LeConte,flower longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,,,undocumented,1978-06-03,G.G.E. Scudder,SEM,,,,,,,ART
Plectrura spinicauda,Mannerheim,flat-faced longhorn,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,,,documented,1990-09-02,G.G.E. Scudder,SEM,2017-05-12,S. Gilmore,https://www.inaturalist.org/observations/6206115,https://static.inaturalist.org/photos/7793334/medium.jpeg?1494773939,,363755,ART
Prionus californicus,Motschulsky,longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Prioninae,,,undocumented,1974-08-06,J. Fisher,SEM,,,,,,,ART
Rosalia funebris,Motschulsky,Banded Alder Borer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,,,documented,1971-07-31,G.G.E. Scudder,SEM,2013-08-10,F. Erhard,http://www.inaturalist.org/observations/2583331,https://static.inaturalist.org/photos/2884811/medium.JPG?1452869358,,51866,ART
Semanotus ligneus,(Casey),longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,,,undocumented,1980-03-16,N. Russell,SEM,,,,,,,ART
Semanotus litigiosus,(Casey),longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,,,undocumented,1986-03-29,G.G.E. Scudder,SEM,,,,,,,ART
Trichocnemis spiculatus,(LeConte),longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Prioninae,,,documented,1975-07-23,J. Hughes,SEM,2014-05-27,Q. Hohendorf,https://www.inaturalist.org/observations/8231242,,previously reported as Ergates spiculatus,321621,ART
Xestoleptura crassipes,(LeConte),flower longhorn beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,,,undocumented,1990-08-01,S.G. Cannings,SEM,,,,,,,ART
Xylotrechus longitarsis,Casey,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,,,documented,1974-08-15,G.G.E. Scudder,SEM,2016-08-10,W. Matthes,http://www.inaturalist.org/observations/3912348,https://static.inaturalist.org/photos/4600555/medium.jpg?1471543465,,455471,ART
Altica sp.,,metallic flea beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,,,new 2017,,,,2017-03-14,K. Krüg,http://inaturalist.ca/observations/5308258,https://static.inaturalist.org/photos/6572957/medium.jpg?1489530415,,173228,ART
Bruchidius villosus,,broom seed beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Bruchinae,,,new 2016,,,,2016-06-24,A. Simon,http://www.inaturalist.org/observations/3517689,https://static.inaturalist.org/photos/4097268/medium.jpg?1466831741,,386880,ART
Syneta albida,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Synetinae,,,new 2017,,,,2017-05-14,S. Gilmore,https://www.inaturalist.org/observations/6345396,https://static.inaturalist.org/photos/7997852/medium.jpeg?1495638753,,455623,ART
Enoclerus schaefferi,Barr,checkered beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Cleridae,,,,undocumented,1980-07-08,G.G.E. Scudder,SEM,,,,,,,ART
Coccinella johnsoni,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,,undocumented,1981-04-18,Robert Cannings,RBCM,,,,,,,ART
Coccinella novemnotata,Herbst,nine-spotted lady beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,,undocumented,1981-04-18,S.G. Cannings,SEM,,,,,,,ART
Coccinella trifasciata,Linnaeus,three-banded lady beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,,undocumented,1990-09-01,G.G.E. Scudder,SEM,,,,,,,ART
Cycloneda polita,Casey,western blood-red lady beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,,documented,1990-08-01,S.G. Cannings,SEM,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6206576,https://static.inaturalist.org/photos/7793898/medium.jpeg?1494775762,,55492,ART
Harmonia axyridis,,Asian lady beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,,new 2017,,,,2017-05-27,L. Avis,https://www.inaturalist.org/observations/6460219,https://static.inaturalist.org/photos/8166319/medium.jpg?1496356718,,48484,ART
Hippodamia sp.,,oblong ladybird,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,,undocumented,1984-03-05,G.G.E. Scudder,SEM,,,,,,,ART
Hyperaspis postica,LeConte,sigil ladybeetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Scymninae,,,undocumented,1990-09-02,G.G.E. Scudder,SEM,,,,,,,ART
Mulsantina picta,(Randall),painted ladybird,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,,documented,1990-09-02,G.G.E. Scudder,SEM,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6217385,https://static.inaturalist.org/photos/7810595/medium.jpeg?1494824384,,225295,ART
Psyllobora borealis,Casey,western fairy ladybeetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,,documented,1985-05-19,G.G.E. Scudder,SEM,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6333086,https://static.inaturalist.org/photos/7979049/medium.jpeg?1495551362,,311633,ART
Psylloboravigintimaculata,(Say),twenty-spotted lady neetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,,documented,1990-09-02,G.G.E. Scudder,SEM,2016-06-23,A. Simon,http://www.inaturalist.org/observations/3512987,https://static.inaturalist.org/photos/4090589/medium.jpg?1466750882,,118967,ART
Scymnus nebulosus,LeConte,dusky ladybeetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Scymninae,,,documented,1990-04-20,G.G.E. Scudder,SEM,2017-05-14,S. Gilmore,https://www.inaturalist.org/observations/6223916,https://static.inaturalist.org/photos/7819574/medium.jpeg?1494874956,,320432,ART
Atomaria subdentata,(Casey),silken fungus beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,,Cucujoidea,Cryptophagidae,,,,undocumented,1974-04-14,G.G.E. Scudder,SEM,,,,,,,ART
Cryptorhynchus lapathi,,poplar-and-willow borer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Cryptorhynchinae,,,new 2017,,,,2017-05-27,A. Simon,https://www.inaturalist.org/observations/6464894,https://static.inaturalist.org/photos/8173692/medium.jpg?1496386259,,217843,ART
Curculio sp.,,nut and acorn weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Curculioninae,,,new 2017,,,,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6203490,https://static.inaturalist.org/photos/7789052/medium.jpeg?1494737939,,121294,ART
Cylindrocopturus furnissi,,Douglas-fir twig weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Conoderinae,,,new 2017,,,,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6203489,https://static.inaturalist.org/photos/7789056/medium.jpeg?1494737961,,48906,ART
Dendroctonus pseudotsugae,Hopkins,Douglas-fir beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Scolytinae,,,undocumented,1971-05-07,G.G.E. Scudder,SEM,,,,,,,ART
Dyslobus granicollis,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,,,new 2017,,,,2017-05-16,S. Gilmore,https://www.inaturalist.org/observations/6250567,https://static.inaturalist.org/photos/7858634/medium.jpeg?1495049525,,455873,ART
Hylastes sp.,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Scolytinae,,,new 2017,,,,2017-05-27,L. Magner & A. Simon,https://www.inaturalist.org/observations/6388737,https://static.inaturalist.org/photos/8065869/medium.jpg?1495934442,,177736,ART
Hylurgops porosus,(LeConte),crenulate bark beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Scolytinae,,,undocumented,1972-05-14,G.G.E. Scudder,SEM,,,,,,,ART
Otiorhynchus singularis,,clay-coloured weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,,,new 2017,,,,2017-05-12,S. Gilmore,https://www.inaturalist.org/observations/6203492,https://static.inaturalist.org/photos/7789051/medium.jpeg?1494737933,,226717,ART
Panscopus sp.,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,,,new 2016,,,,2016-06-23,A. Colwell,http://www.inaturalist.org/observations/3561865,https://static.inaturalist.org/photos/4138804/medium.jpg?1467242587,,176093,ART
Rhyncolus sp.,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Cossoninae,,,new 2016,,,,2016-06-23,A. Simon,http://www.inaturalist.org/observations/3512976,https://static.inaturalist.org/photos/5366690/medium.jpeg?1477710932,,211714,ART
Sciaphilus asperatus,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,,,new 2016,,,,2016-06-23,A. Simon,http://www.inaturalist.org/observations/3516432,https://static.inaturalist.org/photos/4095336/medium.jpg?1466812766,,200015,ART
Strophosoma melanogrammum,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,,,new 2017,,,,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6203491,https://static.inaturalist.org/photos/7789054/medium.jpeg?1494737950,,231837,ART
Acilius abbreviatus,Mannerheim,predatory aquatic beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,,Dytiscoidea,Dytiscidae,,,,undocumented,1987-03-29,G.G.E. Scudder,SEM,,,,,,,ART
Agabus anthracinus,Mannerheim,predatory aquatic beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,,Dytiscoidea,Dytiscidae,,,,undocumented,1984-09-01,G.G.E. Scudder,SEM,,,,,,,ART
Colymbetes densus,LeConte,predatory aquatic beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,,Dytiscoidea,Dytiscidae,,,,undocumented,,G.G.E. Scudder,SEM,,,,,,,ART
Desmopachria convexa,(Aube),predatory aquatic beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,,Dytiscoidea,Dytiscidae,,,,undocumented,1984-09-02,G.G.E. Scudder,SEM,,,,,,,ART
Hydroporus longiusculus,Gemminger & Harold,predatory aquatic beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,,Dytiscoidea,Dytiscidae,,,,undocumented,1975-04-16,G.G.E. Scudder,SEM,,,,,,,ART
Hydroporus striola,Gyllenhal,predatory aquatic beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,,Dytiscoidea,Dytiscidae,,,,undocumented,1984-03-05,G.G.E. Scudder,SEM,,,,,,,ART
Laccornis pacificus,Leech,predatory aquatic beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,,Dytiscoidea,Dytiscidae,,,,undocumented,1979-04-14,G.G.E. Scudder,SEM,,,,,,,ART
Rhantus consimilis,Motschulsky,predatory aquatic beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,,Dytiscoidea,Dytiscidae,,,,undocumented,1984-03-05,G.G.E. Scudder,SEM,,,,,,,ART
Agriotes lineatus,,click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,,,new 2017,,,,2017-05-26,A. Malcolm,https://www.inaturalist.org/observations/6482385,https://static.inaturalist.org/photos/8199160/medium.jpeg?1496515224,,456217,ART
Agriotes sparsus,,click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,,,new 2017,,,,2017-05-14,S. Gilmore,https://www.inaturalist.org/observations/8925810,https://static.inaturalist.org/photos/12020869/medium.jpeg?1511583823,,456220,ART
Athous imitans,,click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,,,new 2017,,,,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6337895,https://static.inaturalist.org/photos/7986552/medium.jpeg?1495578497,,456245,ART
Cardiophorus sp.,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Cardiophorinae,,,new 2017,,,,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6333087,https://static.inaturalist.org/photos/7979046/medium.jpeg?1495551360,,87231,ART
Dalopius corvinus,,click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,,,new 2017,,,,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/8930330,https://static.inaturalist.org/photos/12028494/original.jpeg?1511634443,,456297,ART
Dalopius tristis,,click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,,,new 2017,,,,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6337900,https://static.inaturalist.org/photos/7986567/medium.jpeg?1495578534,,456308,ART
Idolus columbianus,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,,,new 2017,,,,2017-05-13,S. Gilmore,https://www.inaturalist.org/observations/6241728,https://static.inaturalist.org/photos/7845727/medium.jpeg?1494980568,,456346,ART
Lacon sp.,,click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Agrypninae,,,undocumented,1980-05-18,G.G.E. Scudder,SEM,,,,,,,ART
